#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
13206,opinion,3731443060,50,our reasoning is that marie curie is the only person with two nobel prizes in different sciences,not verified,active,3890,867,242,9,0
13207,opinion,6820144546,52,our reasoning is that the bent joint in the legs of the flamingo is its ankles,not verified,active,2563,671,235,17,3
13208,opinion,6201640774,8,our reasoning is that there is a world championship for throwing mobile phones,not verified,active,698,249,56,1,0
13209,opinion,2026957372,12,our reasoning is that a double rainbow is a mirror image of the first rainbow,not verified,active,8124,2797,377,14,1
13210,opinion,6765483867,37,our reasoning is that take out restaurants have been found in the remains of pompeii,not verified,active,4796,2085,723,41,13
13211,opinion,5522394312,7,our reasoning is that captive ravens can speak better than parrots,not verified,active,4909,2140,602,37,11
13212,opinion,8297783379,26,our reasoning is that a banana is technically a berry,not verified,active,2493,665,184,4,0
13213,opinion,3968699512,44,our reasoning is that avocados never ripen while they are still attached to the tree,not verified,active,963,124,30,2,0
13214,opinion,4552296276,36,our reasoning is that no two tongue prints are alike,not verified,active,3450,819,192,2,0
13215,opinion,4773651596,30,our reasoning is that a full jumbo jet tank has enough fuel to drive a car around the world four times,not verified,active,7280,1355,365,9,3
13216,opinion,9595240154,15,our reasoning is that a pound of houseflies contains more protein than a pound of beef,not verified,active,8338,11,1,0,0
13217,opinion,6869590256,24,"our reasoning is that the canary islands are named after types of dogs, not birds",not verified,active,1734,647,6,4,1
13218,opinion,6821296862,8,our reasoning is that the longest location name on the planet earth is 85 letters in english.,not verified,active,3140,1161,259,21,5
13219,opinion,8432677880,26,our reasoning is that black cats are good luck in britain and japan,not verified,active,2050,877,55,3,1
13220,opinion,1852430485,54,our reasoning is that neptune was the first planet that was discovered before being seen through a telescope,not verified,active,8480,1717,319,33,8
13221,opinion,1469613358,8,our reasoning is that only one-fourth of the sahara desert is sandy,not verified,active,7194,494,40,12,0
13222,opinion,9360981099,22,our reasoning is that wild boars wash their food,not verified,active,7396,654,161,5,1
13223,opinion,6921411629,6,our reasoning is that a one-armed player scored the winning goal in the first soccer tournament world cup in 1930,not verified,active,4650,408,150,1,0
13224,opinion,7748054730,48,our reasoning is that jobs in the field of agriculture are the most prevalent types of jobs in the world,not verified,active,3527,1372,337,33,9
13225,opinion,7618357213,57,our reasoning is that the elasticity of rubber bands will last much longer when they are refrigerated,not verified,active,7741,2459,894,37,15
13226,opinion,2335979120,21,our reasoning is that a candle’s flame is blue in zero gravity,not verified,banned,6973,1484,530,25,5
13227,opinion,4531918038,36,our reasoning is that x-rays can’t distinguish real diamonds from fake ones,not verified,active,1985,586,128,12,1
13228,opinion,3846989858,25,our reasoning is that buttermilk does not contain any butter,not verified,active,9192,3752,1013,46,18
13229,opinion,7282166653,26,our reasoning is that there are fewer stars in the sky than there are trees on earth,not verified,active,8928,2327,264,53,17
13230,opinion,3183902614,48,our reasoning is that children are born less frequently on saturdays,verified,active,4943,1856,666,28,2
13231,opinion,3978156333,53,our reasoning is that the sound of knuckles cracking is actually gasses that are released when pressure is put on them,not verified,active,7401,2183,279,20,4
13232,opinion,9405776715,17,our reasoning is that the largest recorded snowflake was 15 inches wide,not verified,active,9771,1430,57,22,6
13233,opinion,9697757543,50,our reasoning is that cold water is just as cleansing as hot water,not verified,active,8310,3093,694,41,5
13234,opinion,3410483180,51,our reasoning is that the most successful predator is a wild dog,not verified,active,9079,3363,311,13,2
13235,opinion,8901373087,42,our reasoning is that losing weight alters brain activity,not verified,active,3203,227,69,4,1
13236,opinion,4545004801,44,our reasoning is that driving south from detroit will lead to canada,not verified,active,7126,2148,102,49,20
13237,opinion,7200526001,39,our reasoning is that more people speak english as their second language than those who use it as their primary language,not verified,active,9801,3874,42,16,0
13238,opinion,5301317634,29,our reasoning is that sea otters are born unable to swim,not verified,active,8154,1103,144,1,0
13239,opinion,7222885920,34,our reasoning is that playing dance music helps ward off mosquitoes,not verified,active,6653,1994,219,4,0
13240,opinion,5614090644,11,our reasoning is that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,verified,active,9643,2519,407,35,8
13241,opinion,1381729131,13,our reasoning is that the average american spends time totalling 2.5 days annually looking for lost items,not verified,active,4645,1730,532,22,1
13242,opinion,1249071670,41,our reasoning is that technicolored squirrels roam the lands of southern india,not verified,active,7867,1502,355,28,7
13243,opinion,7780254949,46,our reasoning is that baby octopuses are the size of a flea,not verified,active,6223,1398,451,11,3
13244,opinion,9297311125,7,our reasoning is that honeybees can recognize human faces,not verified,active,8992,3080,97,28,5
13245,opinion,9255116648,17,our reasoning is that you can burn calories just by standing,not verified,active,3471,184,40,3,0
13246,opinion,7154999715,24,our reasoning is that flossing your teeth improves memory,verified,banned,3251,143,44,1,0
13247,opinion,2421811013,19,our reasoning is that the town of calama in chile has never experienced rain,verified,banned,7906,401,117,0,0
13248,opinion,4355989224,38,our reasoning is that strawberries are the only known fruit to grow their seeds externally,not verified,active,2780,994,78,15,5
13249,opinion,6065149427,53,our belief is that we will all fly with individual jetpacks by 2032,not verified,active,9013,3591,169,77,8
13250,opinion,6524106963,50,our belief is that nucelear fission is now being used to produce electricity,not verified,active,6247,866,60,17,3
13251,opinion,4559145219,34,our belief is that making emotional facial expressions can prompt humans to have those emotions,not verified,active,176,19,2,0,0
13252,opinion,8895146614,43,our belief is that new elements have been discovered outside the periodic table,not verified,active,8228,2172,621,35,13
13253,opinion,2529603933,17,our belief is that microbes from the sahara desert help feed the amazon rainforest,not verified,active,2514,211,55,2,0
13254,opinion,6644089481,57,our belief is that yellowstone national park is home to a supervolcano,not verified,active,1487,155,41,3,0
13255,opinion,3704718346,31,our belief is that 20% of the world's oxygen is produced in the amazon jungles,not verified,active,7653,510,100,4,1
13256,opinion,6992375626,12,our belief is that the rubik's cube is the best-selling product of all time,not verified,active,5447,2179,713,38,6
13257,opinion,4370488283,12,our belief is that 90% of goods are shipped by ocean freight,not verified,active,9735,379,140,4,1
13258,opinion,2742794062,23,our belief is that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,8195,2207,797,19,6
13259,opinion,9678175698,34,our belief is that a modern formula 1 racing car can drive upside down in a tunnel at 120mph,not verified,active,370,76,10,1,0
13260,opinion,3160529593,8,our belief is that 1 billion cars are currently in use around the world,not verified,active,8361,526,30,4,1
13261,opinion,3664831818,56,our belief is that the car radio was first introduced in 1922,not verified,active,4968,767,228,9,2
13262,opinion,6677094144,15,our belief is that the oldest playable musical instruments were found in china,not verified,active,3897,129,27,0,0
13263,opinion,7604540827,24,our belief is that elvis presley has sold more records than the music band the beatles,verified,active,4691,221,74,4,0
13264,opinion,3100764251,27,"our belief is that the voyager spacecrafts have carried a recording of chuck berry's ""johnny b. goode"" out of our solar system",not verified,active,8693,3563,182,4,1
13265,opinion,2371925327,26,our belief is that violins are constructed from 70 individual wooden pieces,not verified,active,1332,174,44,1,0
13266,opinion,3517782853,19,our belief is that 90% of the world’s data was generated after 2019,not verified,active,3205,1258,87,29,1
13267,opinion,8019384549,31,our belief is that over 60% of the world's population has access to the internet,verified,active,7597,1290,137,28,0
13268,opinion,2069330768,19,our belief is that about half of the world's population can access the web via a mobile device,not verified,active,700,117,9,2,0
13269,opinion,8242523513,18,our belief is that singapore has the fastest internet connectivity in the world.,not verified,active,6958,725,97,4,1
13270,opinion,5817127528,33,our belief is that the longest recorded cricket match lasted 14 days,not verified,active,6130,85,11,2,1
13271,opinion,9043987907,9,our belief is that badminton is the fastest ball and net sport in the world,verified,active,2981,630,115,11,1
13272,opinion,9905656091,8,our belief is that american basketball legend wilt chamberlain never fouled out of a game,not verified,banned,4481,948,374,17,3
13273,opinion,7250104249,39,"our belief is that starting in 1990, american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years",not verified,active,4855,1121,59,16,2
13274,opinion,1625025166,19,our belief is that the busiest airport in the world is in the united states,not verified,active,1213,364,28,6,2
13275,opinion,9697473012,55,our belief is that the first cruise ship set sail in 1900,verified,active,1952,429,39,2,0
13276,opinion,9782716488,22,"our belief is that the city with the largest bus network in the world is jakarta, indonesia",not verified,active,1987,810,36,5,1
13277,opinion,8284754381,21,our belief is that a dog’s sense of smell is much more powerful than a human's,not verified,active,2640,1145,241,11,3
13278,opinion,2283414777,44,our belief is that mercury & venus are the only 2 planets in our solar system that have no moons,not verified,active,2375,69,12,1,0
13279,opinion,6577780225,32,our belief is that it snows metal and rains acid on venus,not verified,active,5299,1993,83,15,0
13280,opinion,9376882111,58,our belief is that the moon was once part of the earth,not verified,active,1998,27,3,0,0
13281,opinion,6968479276,43,our belief is that neptune radiates more heat than it gets from the sun,not verified,active,5933,1821,440,20,5
13282,opinion,3133507763,59,our belief is that saturn is less dense than water,not verified,active,3398,1155,285,17,6
13283,opinion,3085283159,29,our belief is that sound actually travels in space,not verified,active,6629,2204,32,15,2
13284,opinion,7919427434,23,our belief is that a single day on venus takes 243 earth days,not verified,active,600,128,31,1,0
13285,opinion,2629909862,17,our belief is that the sun takes over one earth month to make a full rotation,not verified,active,5038,43,8,0,0
13286,opinion,8467141125,30,our belief is that neptune’s winds are the fastest in the solar system,not verified,active,9800,997,375,22,8
13287,opinion,5279280920,30,our belief is that there might be a huge planet in this solar system,not verified,active,9440,3121,621,68,6
13288,opinion,6411711356,44,our belief is that mars has running water,verified,active,8765,564,97,9,3
13289,opinion,8926403639,13,our belief is that the pupil of a goat is rectangular,not verified,active,47,6,2,0,0
13290,opinion,8996429518,22,our belief is that the scottish were the first people to fry chicken,not verified,active,6377,293,53,3,0
13291,opinion,8015263411,55,our belief is that typing keyboards were previously arranged alphabetically,not verified,active,119,21,0,0,0
13292,opinion,9185309678,29,our belief is that australia has the most number of venomous snakes worldwide,not verified,active,1782,565,26,0,0
13293,opinion,8026075025,52,our belief is that a full jumbo jet tank has enough fuel to drive a car around the world four times,not verified,active,4064,1206,175,24,1
13294,opinion,5187630641,34,our belief is that penguins can jump as high as 9 feet in the air,not verified,active,7639,2497,425,14,3
13295,opinion,1555379117,8,our belief is that the population of the united states increases by one person every 12 seconds,not verified,under review,1212,367,51,4,1
13296,opinion,4201710253,41,"our belief is that the canary islands are named after types of dogs, not birds",not verified,active,3568,1470,108,17,6
13297,opinion,1895961733,45,our belief is that the longest location name on the planet earth is 85 letters in english.,verified,active,7673,833,210,18,1
13298,opinion,1524248519,8,our belief is that there are more than 24 time zones around the world,not verified,active,67,14,1,0,0
13299,opinion,8548794596,34,"our belief is that one type of parrot, kea parrots, laugh together when they're in a good mood",not verified,under review,6671,1037,30,24,5
13300,opinion,9235770385,47,our belief is that bubble wrap was originally designed to be used as wallpaper,not verified,active,5523,1015,72,11,0
13301,opinion,2085281748,32,our belief is that armadillos have bulletproof shells,not verified,active,87,20,1,0,0
13302,opinion,3772863019,23,our belief is that humans have jumped further than horses in the olympics,not verified,active,6969,963,97,20,4
13303,opinion,6488292538,58,our belief is that an espresso maker has been sent to space,not verified,active,896,368,83,7,0
13304,opinion,1866814702,14,our belief is that 170-year-old champagne was found under the baltic sea,not verified,active,594,68,17,0,0
13305,opinion,5765597780,36,our belief is that a one-armed player scored the winning goal in the first soccer tournament world cup in 1930,not verified,active,4301,794,153,1,0
13306,opinion,4116817957,47,our belief is that the eye of an ostrich is bigger than its brain,not verified,under review,1816,219,26,1,0
13307,opinion,2699087311,43,our belief is that the continental tectonic plates move at the same rate that fingernails grow,not verified,active,8725,1225,264,19,3
13308,opinion,8690047822,9,our belief is that there are fewer stars in the sky than there are trees on earth,verified,active,2756,272,17,5,1
13309,opinion,3161787377,60,our belief is that most children in the world are born on a thursday,not verified,active,4403,583,173,8,2
13310,opinion,9326113567,42,our belief is that outerspace partly smells like diesel fuel and barbeque,not verified,active,596,211,31,0,0
13311,opinion,8716540817,27,our belief is that leeches were historically used to predict the weather,not verified,active,2726,884,344,8,2
13312,opinion,7679825516,12,our belief is that melting glaciers make fizzy noises,not verified,active,7208,1938,743,15,4
13313,opinion,7656800364,44,our belief is that losing weight alters brain activity,not verified,active,2232,890,31,16,2
13314,opinion,4329360223,38,our belief is that the folds in a chef’s hat represents the number of ways that someone can cook an egg,not verified,under review,2248,985,15,1,0
13315,opinion,5474836597,8,our belief is that cactus spines can be used to make hooks,verified,active,6202,2518,173,14,2
13316,opinion,7679139391,6,our belief is that no two teeth from different people will ever be alike,not verified,active,8146,1067,357,10,2
13317,opinion,3544720174,51,"our belief is that in a deck of cards, the king of hearts is the only king without a mustache",verified,active,230,70,11,0,0
13318,opinion,5052849984,5,our belief is that the opposite sides of dice will always equal 7,not verified,active,4089,444,161,3,1
13319,opinion,7959929476,26,our belief is that apple seeds contain cyanide,not verified,active,8752,437,26,4,1
13320,opinion,2037861706,27,our belief is that sloths can hold their breaths longer than dolphins,not verified,active,9699,1923,484,12,2
13321,opinion,5912207038,31,our belief is that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,active,4600,694,196,1,0
13322,opinion,5871720385,46,"our belief is that the largest prime number has 17,425,170 digits",not verified,active,173,23,2,1,0
13323,opinion,1580955454,13,our belief is that the insect population of the world is 1 billion times more than the world population,not verified,under review,1063,286,9,5,1
13324,opinion,8982077610,37,our belief is that a shape with 26 sides is known as a rhombicuboctahedron,not verified,active,554,143,37,1,0
13325,opinion,9238144956,49,"our belief is that there are over 6,000 species of grass",not verified,active,125,15,3,0,0
13326,opinion,9589918546,16,our belief is that you can fit about 400 grapevines in one acre of land,not verified,active,2275,19,1,0,0
13327,opinion,7052646086,7,our belief is that the town of calama in chile has never experienced rain,not verified,active,1662,271,18,3,0
13328,opinion,5664476642,42,"our belief is that every three seconds, there is a birth taking place somewhere in the world",not verified,active,4024,1144,270,15,4
13329,opinion,8731262960,53,our belief is that the longest recorded tennis match lasted for 11 hours,not verified,active,3643,550,137,13,2
13330,opinion,3998363396,35,our belief is that redwoods are the tallest trees,not verified,active,6992,2602,401,16,3
13331,opinion,4081849326,31,our hypothesis is that drone deliveries are already happening and will become common by 2025,not verified,active,7476,756,80,10,1
13332,opinion,6638574153,39,our hypothesis is that earth days are getting longer over time due to orbital expansion,not verified,active,4031,1170,206,3,1
13333,opinion,3521350043,52,our hypothesis is that there are more microorganisms in one teaspoon of soil than people on the planet,not verified,active,8806,2637,545,13,5
13334,opinion,7272878465,48,our hypothesis is that yellowstone national park is home to a supervolcano,not verified,banned,7228,1915,353,32,2
13335,opinion,1552274332,56,our hypothesis is that the largest rock on earth is in australia,not verified,active,3026,1201,176,28,4
13336,opinion,7507613008,52,"our hypothesis is that american industrialist andrew carnegie had a net worth of $475 million usd, worth over $300 billion usd today",not verified,active,1253,145,56,2,0
13337,opinion,2964141931,57,our hypothesis is that the number of businesses allowing employees to bring pets to the workplace has grown by 6% worldwide,not verified,active,8166,3346,989,30,6
13338,opinion,5258925281,21,our hypothesis is that most car horns honk in the key of f,not verified,under review,3309,80,18,1,0
13339,opinion,9375898444,51,our hypothesis is that 1 billion cars are currently in use around the world,not verified,active,756,99,19,2,0
13340,opinion,9240867252,37,our hypothesis is that it would take less than a month to get to the moon by car at 60mph,not verified,active,5758,660,22,6,1
13341,opinion,4290807200,45,our hypothesis is that the average car contains over 30000 unique parts,not verified,active,2295,385,93,4,1
13342,opinion,9271175201,18,our hypothesis is that the first electric vehicle was created in 1832,not verified,active,7135,291,112,0,0
13343,opinion,8183887428,41,our hypothesis is that the highest total mileage clocked by a single car is 2850000 million miles,not verified,active,6624,256,50,3,0
13344,opinion,8619569881,58,our hypothesis is that the automotive industry employs about 9.9 million americans,not verified,active,9793,3136,258,36,5
13345,opinion,7185747513,51,"our hypothesis is that the most recorded song in history is ""summertime"" written by george gershwin and dorothy heyward",not verified,active,7724,520,180,5,0
13346,opinion,4400119866,37,"our hypothesis is that the best selling single of all time is ""white christmas"" by bing crosby",not verified,active,2672,841,196,13,3
13347,opinion,9169323279,42,our hypothesis is that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,verified,active,207,44,5,0,0
13348,opinion,9052053342,31,our hypothesis is that 90% of the world’s data was generated after 2019,not verified,active,8677,71,12,1,0
13349,opinion,1697592972,43,"our hypothesis is that 99% of individuals in denmark, ireland and the united arab emirates have internet access",not verified,active,6880,2954,176,44,17
13350,opinion,6082564990,50,our hypothesis is that it would take a 50 petabyte drive to store every written work ever created,verified,under review,7093,2319,897,53,18
13351,opinion,9026532626,50,our hypothesis is that the world generates 2.5 quintillion bytes of data every day,not verified,active,8194,1136,321,18,6
13352,opinion,2224902246,8,"our hypothesis is that there are almost 1.16 billion websites, but only about 200 million are active",not verified,active,8917,871,249,1,0
13353,opinion,9807410498,6,our hypothesis is that the first gloves used in american sport baseball were fingerless,not verified,active,3186,320,75,7,1
13354,opinion,8709796489,32,"our hypothesis is that at the first modern olympics, winners were awarded silver medals",not verified,active,549,227,85,5,1
13355,opinion,3193165753,18,"our hypothesis is that starting in 1990, american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years",not verified,active,4419,1759,302,4,0
13356,opinion,3129046545,59,our hypothesis is that the longest commercial flight in history took around 30 hours,verified,active,53,23,2,0,0
13357,opinion,3057028879,41,"our hypothesis is that shanghai, china has the world's longest subway system",not verified,active,4516,1424,243,29,5
13358,opinion,3575740207,42,"our hypothesis is that the city with the largest bus network in the world is jakarta, indonesia",not verified,active,6079,2121,49,3,1
13359,opinion,6096331818,22,our hypothesis is that dolphins are mammals,not verified,active,6100,606,103,0,0
13360,opinion,1632790934,57,our hypothesis is that a dog’s sense of smell is much more powerful than a human's,not verified,active,519,191,32,3,0
13361,opinion,7150573779,54,"our hypothesis is that a common garden snail has over 12,000 teeth",not verified,active,6235,1704,579,5,1
13362,opinion,9445800333,12,our hypothesis is that an octopus has three hearts,verified,active,8345,3488,874,61,19
13363,opinion,2425632647,11,our hypothesis is that adult cats only meow to humans,not verified,active,9088,358,67,1,0
13364,opinion,8276459835,9,our hypothesis is that some ants can lift up to 20 times their own body weight,not verified,active,8952,3086,242,62,10
13365,opinion,2223344722,12,our hypothesis is that jupiter has the most moons,not verified,active,2689,860,195,6,1
13366,opinion,3875038468,42,our hypothesis is that halley’s comet won’t be seen again until 2061,not verified,active,6359,1734,524,3,0
13367,opinion,6258198718,38,our hypothesis is that the chinese began to document halley’s comet in 240 b.c.,not verified,active,9609,4138,1572,26,3
13368,opinion,1940549654,26,our hypothesis is that australia is wider than the moon,not verified,active,8897,2946,991,38,13
13369,opinion,7980820865,37,our hypothesis is that saturn is less dense than water,not verified,active,2697,105,29,2,1
13370,opinion,3788582972,14,our hypothesis is that a single day on venus takes 243 earth days,not verified,active,5499,1832,69,38,9
13371,opinion,6007978156,28,our hypothesis is that there are more stars in the universe than grains of sand on earth,not verified,active,570,226,48,4,2
13372,opinion,5083622248,49,our hypothesis is that there’s a planet made of diamonds two times the size of earth,not verified,active,8934,193,28,1,0
13373,opinion,8369082884,5,our hypothesis is that there are currently 6 spacecrafts on mars,not verified,active,354,19,1,0,0
13374,opinion,4942851275,58,our hypothesis is that mars has running water,not verified,active,4372,1881,124,35,9
13375,opinion,4021634176,25,our hypothesis is that marie curie is the only person with two nobel prizes in different sciences,not verified,active,4116,51,6,1,0
13376,opinion,9098384322,18,our hypothesis is that it is illegal to waste food in french supermarkets,not verified,active,705,173,31,4,0
13377,opinion,4673449727,55,"our hypothesis is that through the seasons, a reindeer’s eyes will change color",not verified,active,6847,2157,627,21,1
13378,opinion,6404656707,29,our hypothesis is that new parents lose around 750 hours of sleep in the first year of their first child’s life,not verified,active,4457,1041,40,2,0
13379,opinion,7356914875,29,our hypothesis is that bathwater stays warmer for a longer duration with bubbles,not verified,active,523,117,0,1,0
13380,opinion,2685846175,46,our hypothesis is that captive ravens can speak better than parrots,not verified,active,3615,1262,5,14,4
13381,opinion,8337357582,11,our hypothesis is that a banana is technically a berry,not verified,active,3314,1397,298,1,0
13382,opinion,7252379723,13,our hypothesis is that baked beans are not actually baked,verified,active,4463,1243,410,31,2
13383,opinion,5671118858,31,our hypothesis is that the brain is the fattiest organ in the body,not verified,active,4852,1544,488,9,2
13384,opinion,9133921160,42,our hypothesis is that no two tongue prints are alike,not verified,active,9086,1979,499,36,9
13385,opinion,9792903375,50,our hypothesis is that artificial banana flavoring is based on an extinct banana type,verified,active,6946,405,38,3,0
13386,opinion,9430210547,47,our hypothesis is that australia has the most number of beaches in the world,not verified,active,6654,1257,210,13,4
13387,opinion,8279013920,8,our hypothesis is that insects are attracted to light because of the moon,not verified,active,9957,2174,683,25,9
13388,opinion,6107094080,33,our hypothesis is that a full jumbo jet tank has enough fuel to drive a car around the world four times,not verified,active,6490,18,2,0,0
13389,opinion,1889404241,10,our hypothesis is that humans can’t taste food without saliva,not verified,active,5320,1751,425,35,5
13390,opinion,9369316120,48,our hypothesis is that penguins can jump as high as 9 feet in the air,not verified,active,9490,4009,492,39,5
13391,opinion,8891500247,43,our hypothesis is that cats sleep for two-thirds of their lives,not verified,active,3680,1011,79,4,1
13392,opinion,6723909714,30,our hypothesis is that the eiffel tower leans away from the sun,not verified,active,9934,297,44,1,0
13393,opinion,4862193462,22,our hypothesis is that ancient egyptians slept on pillows made of stone,verified,active,4016,1382,91,3,1
13394,opinion,9653340506,44,our hypothesis is that the tallest tower of cupcakes ever made was over 35 feet,not verified,active,9402,178,41,4,1
13395,opinion,4553043886,45,our hypothesis is that a blue whale's heartbeat can be heard from two miles away,not verified,active,2888,679,231,15,4
13396,opinion,3318984393,31,our hypothesis is that the people who are currently alive are only 7% of the total number of people who have ever lived,not verified,active,8155,1008,196,17,3
13397,opinion,5929111336,51,our hypothesis is that there are more than 24 time zones around the world,not verified,active,3388,5,1,0,0
13398,opinion,2748680809,20,our hypothesis is that the red-billed quelea is the most common bird on earth,not verified,active,4729,135,21,2,0
13399,opinion,3252476914,57,"our hypothesis is that cows have ""best friends"" and will get stressed when separated",not verified,active,5369,1131,272,16,5
13400,opinion,1528894335,57,"our hypothesis is that in japan, its considered good luck when a sumo wrestler makes your baby cry",not verified,active,8967,2260,447,15,2
13401,opinion,9672531328,22,our hypothesis is that bubble wrap was originally designed to be used as wallpaper,not verified,active,8986,2840,288,63,7
13402,opinion,4728903297,40,our hypothesis is that our sense of smell and taste decreases by 20%-50% during airplane flights,not verified,active,6466,2367,897,23,7
13403,opinion,5057315383,52,our hypothesis is that neptune was the first planet that was discovered before being seen through a telescope,verified,active,2560,132,39,3,0
13404,opinion,3688105544,11,our hypothesis is that bees can fly higher than mount everest,not verified,active,6585,1109,158,18,5
13405,opinion,4866474459,39,our hypothesis is that a one-armed player scored the winning goal in the first soccer tournament world cup in 1930,verified,active,8560,165,45,1,0
13406,opinion,4540700909,49,our hypothesis is that there are billions of eggs produced commercially each year,verified,active,3881,1131,379,24,1
13407,opinion,6515045447,36,our hypothesis is that a candle’s flame is blue in zero gravity,not verified,active,2906,369,35,2,0
13408,opinion,9564681116,12,our hypothesis is that there are fewer stars in the sky than there are trees on earth,not verified,active,2332,237,14,4,0
13409,opinion,9341401987,37,our hypothesis is that humans are more likely to have a weird or scary dream when sleeping on their stomach,not verified,banned,5580,885,5,2,0
13410,opinion,2698272305,24,our hypothesis is that human eyeballs do not grow or change their size as they age,not verified,active,7501,197,4,1,0
13411,opinion,8463538895,22,our hypothesis is that one strand of hair can hold up to 3 ounces of weight,not verified,active,6174,1618,557,39,12
13412,opinion,3897190373,9,our hypothesis is that pineapples are named after pinecones,not verified,active,8999,2060,496,44,4
13413,opinion,1781917753,58,our hypothesis is that leeches were historically used to predict the weather,not verified,active,5809,2179,777,1,0
13414,opinion,2847761330,33,our hypothesis is that losing weight alters brain activity,not verified,under review,8914,2512,84,17,2
13415,opinion,4901787712,36,our hypothesis is that the folds in a chef’s hat represents the number of ways that someone can cook an egg,not verified,active,3365,989,356,24,4
13416,opinion,2409114397,10,"our hypothesis is that the odds of getting a set of cards referred to as a royal flush is 1 in 649,740",not verified,active,4941,367,114,7,1
13417,opinion,4444600995,43,our hypothesis is that driving south from detroit will lead to canada,not verified,active,8585,1072,197,18,6
13418,opinion,3623314351,35,our hypothesis is that more people speak english as their second language than those who use it as their primary language,not verified,active,4162,602,184,4,1
13419,opinion,3956976610,13,our hypothesis is that no two teeth from different people will ever be alike,not verified,active,5675,287,3,6,0
13420,opinion,5049159317,48,our hypothesis is that triskaidekaphobia is the fear of the number 13,not verified,active,6087,2089,516,4,0
13421,opinion,2923786202,23,our hypothesis is that the opposite sides of dice will always equal 7,not verified,active,8952,3814,1091,28,5
13422,opinion,6621376879,14,our hypothesis is that your fingernails on your dominant hand grow faster,verified,active,7447,424,67,1,0
13423,opinion,9516090135,53,our hypothesis is that frigate birds can sleep while flying,verified,active,8796,2625,863,2,0
13424,opinion,7382181838,40,our hypothesis is that the chicken is the closest relative to the t-rex,not verified,active,3878,581,195,13,0
13425,opinion,4702079372,48,our hypothesis is that sloths can hold their breaths longer than dolphins,verified,active,289,94,27,1,0
13426,opinion,1989582007,22,our hypothesis is that baby spiders are called spiderlings,not verified,active,2868,616,214,7,1
13427,opinion,3275999245,28,our hypothesis is that the roar of a lion can be heard up to 5 miles away,not verified,active,5283,1247,193,10,3
13428,opinion,5249460226,51,our hypothesis is that baby octopuses are the size of a flea,not verified,active,1805,578,105,2,1
13429,opinion,6929352708,40,our hypothesis is that honeybees can recognize human faces,not verified,active,9591,2650,253,57,15
13430,opinion,8900478861,13,our hypothesis is that violin bows are made from horsehair,not verified,active,4137,1055,117,23,2
13431,opinion,5015133518,15,our hypothesis is that you can burn calories just by standing,not verified,active,8769,2861,1123,37,2
13432,opinion,9214014995,48,our hypothesis is that flossing your teeth improves memory,not verified,active,6130,204,81,3,0
13433,opinion,8024594907,35,our hypothesis is that a shape with 26 sides is known as a rhombicuboctahedron,not verified,active,9478,2897,1030,71,1
13434,opinion,8132484895,47,"our hypothesis is that there are over 6,000 species of grass",verified,active,7131,1885,94,38,14
13435,opinion,8370338193,14,our hypothesis is that the queens in ant colonies live for around 30 years,not verified,active,8830,878,255,16,2
13436,opinion,8104110725,16,our hypothesis is that the largest living thing on earth is a tree,not verified,active,4702,737,272,11,1
13437,opinion,2227569930,56,our hypothesis is that the town of calama in chile has never experienced rain,verified,active,865,207,55,3,1
13438,opinion,7370083215,19,"our hypothesis is that every three seconds, there is a birth taking place somewhere in the world",not verified,active,5152,1992,186,49,14
13439,opinion,7104461723,56,our hypothesis is that the longest recorded tennis match lasted for 11 hours,not verified,active,3803,504,60,4,0
13440,opinion,5906704785,40,our hypothesis is that a pineapple plant can only produce one pineapple a year,not verified,active,3045,50,10,1,0
13441,opinion,8919532726,41,"my friends' point of view is that an average human child's developing body has over 300 bones, but by adulthood they'll have 206",not verified,active,1001,257,93,2,0
13442,opinion,1477236075,29,my friends' point of view is that nucelear fission is now being used to produce electricity,not verified,active,4541,762,216,8,1
13443,opinion,5242746531,6,my friends' point of view is that making emotional facial expressions can prompt humans to have those emotions,not verified,active,2364,394,147,6,1
13444,opinion,2107878713,20,my friends' point of view is that there are 7100+ islands in the philippines,not verified,active,9060,3149,471,15,5
13445,opinion,4569462203,43,my friends' point of view is that damascus is the oldest continuously inhabited city in the world,not verified,active,9764,241,82,1,0
13446,opinion,9274968842,5,my friends' point of view is that canada has the most lakes in the world,not verified,active,7092,2656,86,35,9
13447,opinion,9341682156,13,my friends' point of view is that 20% of the world's oxygen is produced in the amazon jungles,not verified,active,1545,236,20,6,1
13448,opinion,3934126958,56,my friends' point of view is that there are about 582 million entrepreneurs in the world,not verified,active,5791,1483,23,12,1
13449,opinion,3556723557,28,my friends' point of view is that seventy percent of small businesses are owned and operated by a single person.,not verified,active,4965,1967,90,35,12
