drives,totalsessions,ndaysafteronboarding,totalnavigationsfav1,totalnavigationsfav2,drivenkmdrives,durationminutesdrives,activitydays,kmperdrivingday,professionaldriver,android,label
26,53.27978607275767,3007,2,14,4365.17926545537,302.41436102022567,8,545.6474081819213,0,0,1
21,143.0233053016432,928,23,15,4086.6530877689484,2313.9345826418257,15,298.61173435626233,0,0,1
3,66.45457587465506,3187,212,32,3924.579325519885,2825.0893735719224,8,142.26103003110336,0,0,1
74,139.46794354920002,1552,94,21,7415.516248216329,3560.949977618553,7,597.8858227126306,0,0,1
12,170.17842318459952,2086,6,7,1639.0553668242883,1321.540450931964,10,142.74453804407887,0,0,1
65,92.05618758271025,936,146,37,4484.838166603026,324.1425435872019,9,600.6237042819541,0,0,1
64,372.3855664299527,2611,71,29,5906.981321707693,2166.4339960831035,0,0.0,0,0,1
74,446.44807748909534,2437,18,2,1542.1593298201865,1161.1849723997627,21,101.91721236593281,0,0,1
64,188.300112045581,61,187,30,4634.143805273859,3193.4692913396125,8,675.2773355019023,0,0,1
39,150.76432232492925,596,140,6,6575.661288745161,2649.488180396882,26,310.9602636390968,0,0,1
87,150.5847218865819,2073,42,7,1160.7348432669953,559.2388404510001,24,69.0423018333789,0,0,1
22,138.47046730741653,823,88,98,3796.9536898958,1328.1761305029158,5,676.6991012497066,0,0,1
32,210.8520963305956,907,14,11,4234.503479274357,2986.1134592575745,6,1058.6258698185893,0,0,1
114,235.03397412204748,3080,28,10,3705.5214260706234,2114.016241805502,7,1125.5285881236794,0,0,1
78,391.56239846925223,3434,402,0,3244.230610568369,2121.598655601818,13,260.23259679303646,0,0,1
31,142.76090829374738,2180,156,3,2069.994102621202,1303.3307531588875,1,0.0,0,0,1
50,260.6438442792354,509,28,43,4636.962056180877,2937.089014117452,16,312.6021047166066,0,0,1
6,80.54760831737875,1507,15,5,1768.9240473863674,1409.7464080308678,10,180.15331151527238,0,0,1
29,42.795561664524,1277,44,0,1577.6785947850826,906.4437996187423,16,127.00862738893798,0,0,1
73,140.30711601356634,305,77,11,2193.4661602384786,1088.771114659579,13,233.3674739681864,0,1,1
43,106.98091589667114,99,28,30,1649.4922062873147,1075.2344340472903,7,62.07708425587319,0,0,1
70,166.8936943887818,185,231,19,5930.12211803068,619.6009605719589,16,443.888801963959,0,0,1
86,93.04176546533861,84,145,1,1771.677470407657,161.33142032835948,27,119.80289806886788,0,0,1
65,170.44160552394732,2094,2,0,6243.339706486308,3977.2009230033227,8,919.9471543237154,0,0,1
52,199.39382934223764,3278,7,0,1641.9374551743613,1224.7988592879303,23,99.28365305046196,0,0,1
17,50.974500831522256,757,127,80,1522.7688125684142,831.3039921290429,2,4.231977270229648,0,0,1
13,124.24130181283611,1380,56,13,2318.2509752067654,1418.2449440412324,7,594.3931785084883,0,0,1
8,88.20089674890826,1204,23,24,3022.7246508950484,959.3615554571168,7,480.8856253661127,0,0,1
100,277.1784964948964,2805,104,0,2821.7681535094025,1952.3958200685881,17,249.97758113649695,0,0,1
19,121.83621204421459,2135,335,0,1025.4537121467931,417.7355163731617,7,168.14690312945248,0,1,1
48,113.92413958113087,902,125,16,5647.282824631065,2053.1637663603447,1,0.0,0,0,1
57,95.63780367644651,3373,1,44,5734.273614224653,2622.8032935400647,27,267.317177257981,0,0,1
27,83.99994524444075,2463,145,2,5306.752396548115,1139.0344869064993,19,466.9787561180659,0,0,1
49,114.53981117137367,218,118,38,2725.056602195092,1681.3041135573249,0,0.0,0,0,1
71,159.81494475529811,735,90,60,4969.936608028658,1282.7297020394908,8,718.3543019506831,0,0,1
136,295.9938126985281,2519,307,66,4110.253768489677,834.958639890127,5,29.958093049345752,0,0,1
68,210.6166122912,3423,44,17,2456.6306832905248,923.6096927891684,13,100.6507972715242,0,0,1
95,225.62329362799832,696,70,3,3000.257013267763,2107.981962594762,4,781.1457764256932,0,0,1
22,104.74482589101956,2319,16,3,4740.804487658604,3414.2569553504977,13,460.8548359124195,0,0,1
15,145.63135184243194,803,0,104,3766.330949513124,1345.6721886177509,5,753.2661899026249,0,0,1
21,133.27785129466392,856,133,75,3823.387632105844,1849.2604368839102,27,179.91799714945523,0,1,1
21,126.97474867564704,2152,347,16,2020.9318952917733,1018.2744593391786,5,1010.4659476458867,0,0,1
81,126.0516944052972,812,20,4,3008.491738062361,1200.9013961565258,12,466.28183596484126,0,1,1
65,110.09183259114461,591,156,0,1253.5569344617452,885.8614941264274,26,61.23823134580764,0,0,1
12,118.99242164773419,418,175,52,1162.2763365402998,309.0899969406469,23,71.26760886177502,0,1,1
43,185.53626472227427,2187,232,53,1933.8047460716712,902.7417233673016,7,359.9333098736759,0,0,1
142,378.3741817423708,1219,289,14,1494.1043354417545,481.2291166690278,20,117.12425721833979,0,1,1
41,243.25249935734004,1201,108,3,3739.7400891338143,819.1262019186838,20,212.66539886749723,0,0,1
66,227.16183177821438,562,259,17,3258.06737453577,1292.7104507430267,9,543.0112290892949,0,0,1
48,312.78577134008384,497,66,0,2115.588842450029,1240.0537670769636,10,298.0711358726779,0,0,1
144,355.3949920960945,1449,127,40,1435.7976701063812,1114.6332110339745,1,0.0,0,0,1
69,371.2547926696249,1434,220,0,2518.5261728379023,326.40636388112733,5,730.7136645135516,0,0,1
76,145.64306398502254,3221,23,96,5717.242892953936,4707.1476570273735,10,725.3993794248147,0,0,1
62,121.80849636449481,2234,46,0,2078.6946797731757,1237.3046512450921,20,122.54857298393868,0,0,1
102,200.81789343065125,1248,88,10,3076.3066882849394,687.254270929994,13,279.3409651432828,0,0,1
29,152.44217736422283,316,42,11,3496.4535591702775,2772.6551424802396,25,233.38171232201483,0,0,1
8,17.154872081632142,2039,98,0,3000.1538277492577,1824.6595059093875,17,154.51446806687065,0,0,1
19,150.524560491551,2906,6,4,7971.518185826915,2189.579666123478,12,133.5501895788765,0,0,1
15,29.415167091569376,1251,32,27,2571.4562776973958,1242.1435652847492,11,514.291255539479,0,0,1
38,128.63339213422393,695,188,0,2265.13743438901,299.33848320847744,8,266.69193268505614,0,0,1
141,222.51434390276236,1034,91,0,1316.4206300794553,472.561960601109,3,29.071644039767932,0,1,1
68,207.5184556089073,392,12,5,4023.5965991179974,1792.4188703727634,25,231.4381173315301,0,0,1
43,106.61843531819875,1121,117,0,5054.157046620331,3908.6294513613097,1,0.0,0,0,1
59,115.45507924408588,695,55,2,3993.4254490545654,2305.6901850290724,2,0.0,0,0,1
8,50.984637023273905,357,0,36,4212.634423128923,3113.5661963426846,6,808.1301101892551,0,0,1
90,275.8153339737092,1458,18,60,4155.054731636202,997.6783378923689,16,363.92756561382316,0,0,1
97,189.57812201852232,739,215,21,2232.317458208297,949.8979777440835,3,1116.1587291041485,0,0,1
55,173.72332195278634,315,128,31,3838.9959063258507,644.9790257867124,8,225.48794302910625,0,0,1
51,111.37083265507658,144,57,0,2282.3327881787977,1031.2515305323195,23,148.67238936494965,0,0,1
93,313.58515413504705,2681,0,13,4673.990344677215,1012.1130487013796,17,117.04945640219418,0,0,1
96,123.76841715632236,561,303,5,1405.9132233462956,645.3332185217854,22,106.15690006098916,0,1,1
84,205.13507067200706,86,128,16,1464.7127591932463,607.166393446556,7,300.2430810152823,0,0,1
37,165.14699622952534,1408,8,11,4251.303129987013,2779.3868540351286,16,489.01965091176703,0,1,1
89,118.61119574430688,2790,8,10,3645.833263958356,2800.5071480140505,12,283.8849173355334,0,0,1
111,275.72852554168685,177,0,9,4343.973972404756,1973.4580338171284,15,288.6556764788704,0,0,1
8,215.12118764574643,1974,90,0,6945.35325943728,2044.4374863650348,16,590.8031766782582,0,0,1
19,108.57069462702802,2813,7,14,2540.994312936516,1636.1819798448555,16,191.6427407547422,0,0,1
22,193.5965031904861,717,425,0,1507.7966127705913,1164.2411858109595,8,190.96373840976588,0,0,1
5,37.00758608551378,1639,170,18,1904.351052525909,1443.3662693786894,17,155.18010147546588,0,0,1
43,109.36091000638591,942,206,63,3858.6883375956254,1406.7503738456103,8,505.2735895632573,0,1,1
30,90.66025914052742,238,313,0,4822.247092553832,1703.576229851987,8,570.6363178700522,0,0,1
29,108.16501121351456,1292,186,7,4249.013512277491,3417.353191167082,2,14.39093888586384,0,0,1
27,142.77509223894157,925,33,23,3003.7694644812,1083.5945648830261,5,59.738547113368014,0,0,1
9,68.62531931455902,2891,87,21,3667.2713597161382,2715.992490582801,6,652.3505048069354,0,0,1
44,405.9631675803289,2562,0,4,1346.8036774505326,1023.1293466600516,15,131.77105829522984,0,0,1
80,177.50518232264065,1485,172,40,4613.889722031677,2512.4538636165234,4,986.9558300719406,0,0,1
94,132.73584963398903,53,119,64,6653.47116321749,1364.5295746347851,1,0.0,0,0,1
5,239.6854902415165,2402,90,3,5496.017341098867,3348.842589001352,26,227.8369965501204,0,0,1
28,40.62784453319648,616,54,9,5612.5412858286045,2000.290559753439,11,161.86635954175574,0,0,1
26,75.2001026092972,1043,10,0,7721.193626797179,499.9753721433311,20,567.6490420556553,0,0,1
77,205.03359744551614,2673,69,27,1266.6413581212842,932.8207852450169,3,286.513707490706,0,0,1
85,350.19103827695164,289,68,25,3245.815045741132,1797.6606133462365,7,730.7179272994657,0,0,1
39,57.77829129578551,880,18,14,9399.499469685867,2146.70306130657,15,284.2845548083431,0,0,1
10,92.73527169992893,1291,0,23,3033.5736091961307,1056.3058358956525,7,415.45167778515884,0,0,1
30,65.46669601308848,1449,32,0,693.970380328049,203.52576011581388,3,16.48382591398707,0,0,1
76,116.74800552990551,1178,14,0,2811.082741301273,949.7838290060791,5,532.7993554538515,0,1,1
16,69.03127718172568,1346,251,3,9190.39889896972,2280.1276516773282,18,402.1702191721176,0,1,1
118,428.19416451014746,1325,71,11,3921.568216874577,2474.183431520302,20,228.7068460685211,0,0,1
15,410.3833103631261,339,153,51,3976.237944388194,2660.283450166156,12,525.6342023401727,0,0,1
30,98.12282683567804,1513,18,0,3379.749682554879,2677.2265214980944,11,439.1202378147548,0,0,1
81,196.32476124315954,2765,31,5,432.6514565282075,303.5000356975059,22,21.35299292102153,0,0,1
31,66.52411825026367,710,87,9,1788.049860286006,482.73667545584226,22,116.65554868942132,0,0,1
119,253.50315669339756,197,97,4,982.0898649934238,398.10020127696015,4,103.05235641421662,0,0,1
39,202.50274913838282,2234,270,6,5231.270640657104,2332.4718224399207,14,378.8565701169698,0,0,1
84,123.46174404817793,1188,202,29,7501.534580346175,2432.973954774572,11,665.7795058202738,0,0,1
46,145.59305088401942,1887,0,0,4966.447366989533,3190.3864749231743,24,278.45648629075095,0,0,1
69,151.79585097721417,2122,283,32,5074.964200658592,1574.7569157499622,6,47.61685630255897,0,0,1
44,485.6235767096751,1820,0,0,5105.139331293981,833.1645369405386,9,852.9746041364469,0,0,1
82,112.4530146775697,1224,42,0,2877.799863436405,960.7379446004863,7,499.92849928690214,0,0,1
157,206.52969899503393,1285,160,36,3672.0223215177302,2654.9239013133783,9,459.0027901897163,0,0,1
37,112.12875579189088,562,377,27,1116.440497530782,305.5946787055602,16,101.01506984172322,0,0,1
46,136.7385210018418,291,201,47,3597.0453814664243,1007.7624487582148,20,270.5429611738715,0,0,1
55,135.81145090679206,762,46,11,3690.07977948427,2663.7636939590143,9,765.4011244031662,0,0,1
71,170.29541874271092,788,36,57,5744.953232595334,3199.655791268397,1,0.0,0,0,1
32,247.47840194517892,444,34,40,3498.4943822366645,2435.3150863080564,12,321.336377392907,0,0,1
39,149.30082429136485,739,188,22,2843.2075324906677,2034.4062074932965,6,928.5194475868061,0,0,1
32,119.15456604962272,1296,188,0,5885.266373123188,3087.617325456684,6,906.6050121597336,0,0,1
25,203.20088278211006,781,22,39,3606.8857649111574,2751.821837272725,10,61.63281507973965,0,1,1
24,74.11154514301327,172,169,30,3264.6652774105714,2451.7177147613893,10,77.10026727701647,0,0,1
36,180.47245887978588,45,103,7,3718.8401255992517,1478.6420203451107,21,115.09246749799885,0,0,1
19,24.76173049759575,552,65,14,1564.217093834825,821.8342174087003,3,521.4109297957073,0,0,1
48,222.32086400158693,2447,170,31,1798.1353655103385,501.7841491567883,7,108.25684753688454,0,0,1
27,100.87141666584458,178,29,0,3272.983819392379,2474.3133907722563,0,0.0,0,0,1
52,210.09615152137383,438,38,3,2589.6755366664775,1154.394712707149,23,160.4191127162059,0,0,1
40,203.753596553626,36,15,2,3693.4974980342463,1598.3476020177773,26,192.29375140006036,0,0,1
64,168.23094475000016,2338,86,0,5075.566280799583,2295.543678216661,9,655.0894019927159,0,0,1
117,191.4981149475383,2044,280,26,1174.9762786672784,595.9309763566807,7,12.926346202490567,0,1,1
78,126.66833993834767,3122,198,0,4272.36718043205,3150.7489913522786,8,712.061196738675,0,0,1
85,144.51341770395337,41,142,6,4103.063711004269,2677.2837237145877,0,0.0,0,0,1
44,102.15172319136178,1504,7,0,3235.319211210789,2627.9082552132118,10,416.87238284316726,0,0,1
21,118.9336493007664,2816,8,13,2547.5601383995013,1633.4541864194746,17,185.9472518876101,0,0,1
42,167.89891458085992,268,244,16,7212.698660011248,4261.871152613676,13,1029.7445073232448,0,0,1
34,122.51104162667727,3172,0,0,5670.003074430423,1540.0835849771802,21,298.00505392542436,0,0,1
17,85.96488021603895,748,40,0,2965.9391057545486,1033.0924727162662,15,405.23803777739226,0,0,1
78,166.8031285950246,1655,115,51,2859.663993460701,1507.9240642993689,4,0.0,0,0,1
62,109.33129360261589,836,145,2,1854.4691127851086,1057.3982829643403,12,229.67302968858158,0,0,1
39,116.19305871518314,82,163,0,1692.820090020865,365.18339903306935,19,98.69343138443031,0,0,1
48,287.92826087050423,274,0,10,2274.7908171997506,1696.1705714282323,21,136.43443637085386,0,0,1
97,130.51814211127112,249,127,33,4992.981653995393,2182.857205286684,7,708.241293410606,0,0,1
25,74.90247840118734,2558,171,30,2472.561784403136,843.661283670805,10,460.4450188993163,0,0,1
163,214.98120412797869,883,181,28,1181.408726627907,647.1373033845497,4,42.35714431818147,0,0,1
103,131.97014429297047,1232,0,0,2907.833765148648,1017.672943467137,5,572.625014482496,0,0,1
25,164.64587689248444,2066,0,1,1680.9678084203658,1249.138742048459,10,299.64190290441456,0,1,1
35,86.45100092143443,2179,72,13,4058.790430013644,1815.0755091154867,5,198.69988453640318,0,0,1
59,199.8183816057387,2220,9,20,1516.4215001501086,1135.1426066558183,10,124.59920815169217,0,0,1
28,95.5279596652476,2159,106,2,4041.6450157449244,1133.1278329939873,5,36.82747538317105,0,0,1
68,140.2294074498547,1302,106,18,1899.7713511217985,401.5113291515915,0,0.0,0,0,1
43,160.59673519998398,311,9,12,3237.335091627383,993.8606027947983,9,462.4764416610547,0,1,1
97,333.3574089878541,539,30,49,7403.387280043993,2313.4626103990236,1,0.0,0,0,1
53,278.17699562245514,2509,364,93,3093.0935590467675,1046.9520982124848,1,0.0,0,0,1
29,112.5965511148942,3369,36,2,4590.121003421065,1751.0798340814802,16,433.86846894550865,0,0,1
10,198.4247858815043,1698,38,49,1680.9137686837355,898.9203121464849,11,218.78462739119072,0,0,1
58,92.86851093005482,984,50,5,6373.276527896444,4197.329284607016,8,793.0379189596156,0,0,1
27,254.73639393911947,1691,218,0,2704.2643956778884,940.2928380112814,17,204.20268768839435,0,1,1
34,80.5819653962855,2647,149,6,4613.312763336404,2302.7601700855175,19,399.60516193154683,0,0,1
56,100.89586488687698,738,14,26,4589.71628991668,473.59577971717067,5,49.40299459655796,0,0,1
44,242.68638117986853,1881,32,1,3895.832818858998,2857.5460952027743,9,52.06366530698745,0,0,1
78,225.09410795011104,429,70,0,4344.4523386408655,3442.0601672734197,26,240.2118679306551,0,1,1
49,117.56274883799229,663,141,47,1773.8559423296022,1224.003523898254,2,754.0944360614077,0,1,1
125,187.63126510660922,295,16,10,2438.960934536752,1909.6425935507086,16,99.84192604202099,0,0,1
59,111.4099684407251,1325,0,8,2952.7422486808146,1088.0299441330317,7,422.82795301530916,0,0,1
35,61.934398375613995,911,45,19,9546.71690993252,2054.4597280086523,25,492.17822056191665,0,0,1
10,50.237884276589654,221,96,8,1810.8576200529237,740.9789413338891,11,163.8664238599731,0,0,1
65,271.06466944686565,1572,161,55,6410.01438400238,4671.060256613935,10,1065.8689447605557,0,1,1
133,267.692587005615,3372,187,2,2262.6372590334577,739.0351778216963,4,1048.2489608350509,0,0,1
31,184.23959635452832,284,178,27,3914.99978462908,635.9200741563058,3,0.0,0,0,1
22,386.4060504217037,3369,179,0,649.9372547883664,368.59693444541534,6,215.95660599871948,0,1,1
26,99.0159992994787,1473,0,14,3431.4641326709416,1967.1752522847373,13,399.36677269324457,0,0,1
24,129.45744573129284,778,53,6,7979.889204466682,692.8582334637719,11,1004.8495595840502,0,0,1
97,133.30844200749337,2549,107,16,4836.212777627552,1520.6338554599,18,371.4408650115963,0,0,1
3,42.177463637285854,3205,62,5,3567.765981233127,1675.9663001615606,3,0.0,0,0,1
13,185.62820996736738,3220,71,20,7002.132710001129,3275.635232624688,18,373.3722670860447,0,0,1
62,358.74941667275925,107,13,0,2164.789654623902,1051.1487993097053,24,100.84619265897005,0,0,1
74,130.78277947552093,912,75,6,3043.495329192677,2291.7375815562796,0,0.0,0,0,1
77,221.18365337028382,3142,207,0,2895.2401716163417,1074.9671220205446,12,453.0092528799685,0,0,1
92,157.3188225291126,95,208,0,2289.9018538089376,862.1613447671932,22,115.54507912075103,0,1,1
72,178.16334687173745,341,20,0,3395.4299878548395,1856.9659056546552,9,737.5307329942244,0,0,1
43,101.8468238234909,2214,86,4,953.2372477937502,550.3641350534026,9,15.462952741484129,0,0,1
76,143.0339200502918,2972,228,40,6476.445352198714,4583.125836575282,1,28.777066723831922,0,0,1
2,73.3462551871834,1235,30,0,4415.995336249732,3347.698509421486,12,191.85511292424368,0,0,1
105,225.08560438710884,87,77,35,3176.447729548989,1018.1749681183119,7,836.7236971003035,0,0,1
13,175.13310062127815,1725,56,43,1767.9727830320141,950.1488652635738,13,177.79109807579275,0,0,1
8,82.39205955762232,1379,365,14,549.1212716086618,207.8400596014664,9,72.79008225233781,0,1,1
18,128.98413199148422,2472,182,5,6770.337824435028,4467.744762793767,23,370.17288700578564,0,0,1
39,101.75550824950989,2411,1,15,5558.951976157441,1044.6699881209383,11,801.884628551484,0,0,1
178,296.95016943092526,2822,35,15,4753.008698927743,1158.7945407639706,6,46.0177442557217,0,1,1
100,370.53003793744654,672,241,16,3167.298560128736,2154.7674613808344,6,85.77693861636828,0,0,1
33,180.34339904413986,1406,115,0,3314.825822110625,1815.698884176869,23,248.17878298756395,0,1,1
159,335.5466601102963,1319,90,12,1253.5252517067736,440.27256845142995,17,103.72534548224634,0,1,1
7,44.781631189935055,1697,33,12,4153.572730262896,1330.2543490915264,14,184.8577083565863,0,0,1
39,439.2602702697346,2341,159,0,3256.402194852794,863.4872466586435,14,396.99222676065017,0,0,1
53,235.1207602025785,1097,17,2,2846.9061140545164,1043.5191497654398,17,175.5038960414732,0,0,1
0,8.995068203135148,1110,157,0,3523.591539550226,958.9805249079956,6,508.3097723484823,0,0,1
14,87.91458334264033,564,80,24,1503.4083532100963,667.313423604902,3,603.8618175637677,0,0,1
13,73.92017927093556,2306,0,0,5448.93677471985,3859.0088237640407,10,587.3109932475357,0,0,1
143,307.0188268866964,771,72,0,3116.132062638826,831.7032966697932,24,137.64180071952978,0,0,1
33,118.2099743851269,309,55,25,4621.015990028976,3307.594045250045,5,1025.3054211582455,0,0,1
65,131.45228216182187,198,112,0,3922.670181404873,2880.3871374749665,13,329.03879595216495,0,0,1
65,120.6833142261707,2819,200,31,2228.024744141421,718.0756869266581,12,88.90954547951672,0,0,1
66,424.59110665012923,1226,80,0,3948.047458866624,2982.402266412327,17,230.43137493541022,0,0,1
48,114.50138424298206,399,32,19,3351.1634103582696,1077.62765687007,9,529.8090477973135,0,1,1
121,223.64050119094955,2683,105,32,2062.45551049565,968.7749315384903,2,1031.227755247825,0,0,1
129,236.24492265960637,2970,85,0,2365.2198800741644,1696.0245314309389,8,463.4116042482512,0,0,1
40,162.17018833304238,3179,207,19,2087.9661681461325,1633.8553589563774,3,73.56790150000528,0,0,1
40,65.57548885797867,1811,65,0,1720.947863842056,1374.6748044498902,13,130.12862126275948,0,0,1
8,212.76176450896142,733,83,0,2880.680542687525,966.090728616394,27,121.27978431507186,0,0,1
18,184.09426647812214,326,207,14,3885.018286500486,643.2952957148345,3,0.0,0,0,1
26,134.04648061772633,723,131,1,4771.178299981025,3518.269258379981,1,0.0,0,0,1
21,82.67645921637865,518,34,15,447.4484961716634,134.54350435556495,4,14.341557194377494,0,0,1
60,184.57982068421626,1605,66,37,2062.1980345440656,1091.8233276769029,5,387.8298720066512,0,0,1
35,89.17727477219753,3124,353,7,4013.315498467084,2872.883569061594,17,243.99177285416155,0,0,1
67,215.3064430945713,808,226,0,2225.041404066588,1577.8278986435696,16,240.55028348604543,0,0,1
60,296.8052158182862,577,306,39,3053.482009730558,1100.7655417586748,3,939.7916684388189,0,0,1
45,63.16298036477967,3337,23,88,4242.871807871827,2238.885434838343,2,62.03339616292027,0,0,1
127,263.4329492170362,3064,23,0,1579.0348628768322,417.61317558438515,15,149.0553150389057,0,0,1
8,249.72073277766722,1820,9,28,2052.686965375604,722.3435730861485,12,236.28609881814566,0,0,1
9,132.62925787678296,1115,0,0,1718.838294882755,777.7424017591726,3,572.9460982942517,0,0,1
23,193.36555164575822,1432,187,0,9210.782852286704,2494.3666071695525,22,564.7071268124854,0,1,1
24,110.19165168044086,1812,6,65,4001.7191823987678,2539.710190750987,15,431.4608073947668,0,0,1
57,289.8120468886615,2272,349,0,5247.340511464516,2538.574310811217,15,372.08687062252056,0,1,1
63,200.6371105182247,1260,31,5,2867.0715063736743,998.2266656177824,18,178.60099567086058,0,0,1
96,164.23022165610686,1000,115,0,2681.4518208477275,1617.0146425052535,11,235.2101127716073,0,0,1
15,96.46359585493825,200,142,26,1692.5437851499212,640.0566007559743,20,142.65256111871207,0,0,1
51,228.57068244282812,1550,175,57,6179.363086737471,4645.821471157169,11,983.8977233761276,0,1,1
167,243.33221582671067,2180,21,89,1312.1613900771972,536.358108724123,14,112.93583406559941,0,0,1
2,18.555037175756965,1299,132,20,8332.749905797742,3115.2866673630583,17,675.7325719414392,0,0,1
27,83.72781807554031,2466,153,1,5291.2935616781615,1145.0822075592773,19,447.8864173201282,0,0,1
61,137.74131428127004,1178,32,0,3640.3982061200895,929.6181197559165,17,280.64075654457116,0,0,1
45,71.60475976261438,3390,133,7,4585.1111793348355,3326.333355318395,10,764.1851965558059,0,0,1
29,93.30085724259966,2905,165,0,3680.6527736121684,2480.954948845553,5,729.0359827662415,0,1,1
42,218.4517201822797,246,9,19,8243.935401011331,856.5740820606575,12,662.1501784751082,0,0,1
62,102.36839666640537,2027,25,7,7057.009074983303,4673.80899179425,10,889.1739213725612,0,0,1
10,51.58615802246384,2291,23,9,2441.9483582557864,1564.8768783616097,2,67.81806579637498,0,0,1
186,276.60562818682376,1957,54,0,3075.0465182815265,804.4452913218838,15,105.09270896899626,0,0,1
22,390.2428281549567,1514,181,3,3967.0126206823347,2927.545911428181,7,566.716088668905,0,0,1
37,72.14188147313469,758,117,17,5616.543945848374,1991.7868569955172,2,0.0,0,0,1
164,216.87354881658402,883,181,28,1182.4233292261513,637.5633740772266,4,38.22034719192222,0,0,1
32,188.92533952911037,638,122,0,3434.5083168076158,1766.9673280802738,17,348.269651736832,0,0,1
50,78.47233589373808,348,110,62,4053.2744627298116,3004.191684720598,16,324.1899266862556,0,0,1
28,158.8082783067029,596,90,0,1975.7713157732956,1354.0359033841155,21,91.19549454208016,0,0,1
55,127.18888833344619,607,302,0,5802.84796767114,4242.018582913251,6,868.7521867350047,0,1,1
46,127.63592479312636,418,112,13,2178.0689448970206,1058.6827742843902,9,303.51766137183927,0,0,1
21,138.57587097555069,28,23,0,5594.176847125062,3003.336383978122,5,65.92733227053242,0,0,1
147,194.52894483734093,3089,0,20,1073.3692996236036,670.4105805345621,2,518.4987178779187,0,0,1
8,217.87184872244674,2465,411,0,926.362352617869,487.18613054429335,16,114.24782485805845,0,0,1
28,117.6400171423013,569,77,35,2577.4651766583843,351.06315140634797,26,135.91002663820774,0,0,1
6,26.344528313026174,618,116,0,3887.1410149642566,693.1544020171333,21,227.58793044015272,0,0,1
69,127.0731853396596,161,86,0,2279.305637606821,1039.9650822445738,21,166.03799927782526,0,0,1
20,102.59202179865997,3339,28,6,4557.729432135243,1562.43220221526,14,486.4982129627248,0,0,1
93,373.0809517723284,2469,51,36,5837.4832685054635,2213.6440532123297,4,232.85395725281165,0,0,1
71,93.45865549539612,3342,15,0,1800.3604670272402,1146.5332784063883,20,106.13956647868933,0,0,1
103,155.4255635540798,1458,38,10,751.4404724526707,503.7714393917462,20,52.7870941522397,0,0,1
13,31.94353126464768,3261,126,30,3580.9704425396985,1711.783787205699,8,176.76989101192282,0,0,1
56,103.01646909353254,752,73,0,512.26162032132,364.7637438881278,23,40.64970504650416,0,0,1
14,161.55553579108798,932,106,63,3823.702241130212,1897.076215639238,19,85.30077442919165,0,1,1
68,156.9858120342441,2192,217,45,4601.70750899995,3011.802577261395,24,293.0232189993821,0,0,1
50,268.6525682498603,1561,166,15,2877.251186970168,2141.5330806027114,7,462.7577517405962,0,0,1
35,139.62456129621185,488,24,17,3042.5135770140123,1125.9101669629194,9,504.74080019747055,0,0,1
102,262.6972341655793,2327,93,6,5211.08964344454,3599.9582690247953,16,514.4289527706904,0,0,1
77,121.12142306444656,800,77,76,3833.349218926407,2272.028386492672,2,0.0,0,0,1
67,145.1421897329901,1201,47,4,4840.831431612755,2190.8729795412023,23,315.9816972050994,0,1,1
40,346.70986982546736,2434,22,0,4637.026460296828,2281.9428361740916,10,662.4323514709755,0,0,1
23,132.78136276517682,2213,135,9,5690.734312661651,1201.9675792580222,14,701.498001927224,0,0,1
23,208.11790019882037,3061,47,56,6220.423832113443,4167.431794189192,12,322.7940177511218,0,0,1
25,81.56255257601177,1566,28,70,2041.356927618393,1198.5710542382405,6,338.07843982649194,0,0,1
25,44.08517569625672,468,349,64,3370.3233539440353,1097.8253809344671,8,130.90594543237304,0,0,1
101,172.59713720412066,1157,17,0,4772.560090681431,2181.6015556022944,22,310.1932837161551,0,0,1
21,475.49723375910116,257,80,67,2226.2841940101,1457.1797188371556,5,440.0258561080388,0,0,1
115,297.31504088439436,3191,224,0,916.3336895376517,401.4914176518455,12,86.39464759641251,0,0,1
37,182.9359949106616,3301,163,9,6762.606139262391,3272.3490816647454,15,602.3949723350801,0,0,1
57,133.10208717948564,3023,96,27,4336.508954133916,799.9414421068361,11,502.2606922495206,0,0,1
22,75.21276632743894,2568,238,62,1070.8013924246802,632.0062091353561,6,88.70491278316452,0,0,1
64,188.71849410349463,3173,310,0,745.5594294354931,146.74468723891846,6,186.8249730846277,0,0,1
17,90.47298377494192,1742,3,0,2943.915609337383,2205.1431267640887,10,70.1618050672705,0,0,1
87,184.18205007768853,3280,86,22,4034.7058728000147,1100.1211539771089,16,403.47058728000144,0,0,1
21,238.87228822187555,1083,38,8,4259.467560660933,2946.5903987655747,6,745.5911963298588,0,0,1
31,98.51278231142992,1358,74,10,1995.6323389966717,1284.3749664705597,15,147.8827929816345,0,0,1
98,171.47846192280517,855,136,23,1153.823943063955,838.4706109656195,7,166.791601872738,0,0,1
23,106.27479694213035,293,0,51,3051.0412449625446,1157.2323082603768,7,813.3496310867454,0,0,1
27,88.7746019343032,1640,158,28,2041.142569782828,1608.3734198373083,15,175.54945045350277,0,0,1
92,167.1518674639451,1423,84,0,3247.909367712228,1533.4225164593868,8,28.984883451152996,0,1,1
15,58.46073303685991,274,0,28,3284.1650611077907,2191.210996501385,6,48.088142584164856,0,1,1
70,102.18179585816374,1848,322,89,2611.5376285713182,323.6723650744687,12,354.8237036473563,0,0,1
