drives,totalsessions,ndaysafteronboarding,totalnavigationsfav1,totalnavigationsfav2,drivenkmdrives,durationminutesdrives,activitydays,kmperdrivingday,professionaldriver,android,label
13,76.73863482,1073,50,0,7200.919199,3644.059887,30,257.1756856785714,0,0,0
4,74.75419573,111,247,58,6792.322652,2298.175034,11,617.4838774545454,0,0,0
67,197.1561037,781,0,0,5539.364592,1605.596494,18,395.6688994285714,0,0,0
3,49.45691546,107,57,0,5850.933612,3162.674337,18,325.05186733333335,0,1,0
28,312.0193567,2876,162,39,4715.061408,766.0635976,26,214.32097309090904,0,0,0
81,187.2033424,1961,0,30,4346.00559,1404.958176,13,724.334265,0,0,0
50,80.79925132,1271,190,88,2685.637903,1450.026807,24,191.83127878571423,0,1,0
89,375.5633738,390,30,54,2059.074116,1562.207555,14,158.3903166153846,0,1,1
22,56.72909907,3373,0,0,4963.166622,1306.658993,24,215.7898531304348,0,0,0
75,473.2434578,2279,10,12,4914.903925,3861.519589,17,289.1119955882353,0,1,0
33,45.19441791,2663,20,0,4812.714183,1905.227863,16,300.7946364375,0,1,0
3,18.52309589,1473,0,33,2338.493719,1219.573829,24,155.89958126666667,0,0,0
8,125.5549855,1598,0,0,2066.720049,725.8268902,4,516.68001225,0,1,0
83,224.8323802,748,211,0,2558.296276,1823.261106,29,102.33185104,0,0,0
132,231.1485599,2422,39,0,2286.260604,1472.969712,10,228.6260604,0,0,1
161,427.2046258,211,1,2,3652.055009,1761.317474,26,202.89194494444445,0,1,0
2,326.6853496,2225,331,16,3059.559963,1961.384619,14,382.444995375,0,0,1
62,81.03458324,2771,95,23,1362.390002,578.6894826,15,90.82600013333334,0,0,0
76,154.898996,1226,0,16,2453.383075,786.8620307,14,245.3383075,0,1,0
47,132.490107,440,0,36,3080.140874,936.7983737,24,146.67337495238095,0,0,0
109,161.8195789,870,5,0,1679.208437,1389.924871,20,83.96042185,1,0,0
85,230.0592545,17,417,0,608.1459025,201.5599962,17,60.81459025,0,0,0
26,74.82353904,1112,0,4,1446.088517,492.4258834,10,144.6088517,0,1,0
89,165.3768242,641,179,16,1769.735257,697.0524588,25,70.78941028,0,1,0
16,28.97399968,1465,247,2,6030.073728,1911.471406,17,376.879608,0,0,0
78,266.1208472,178,74,8,5201.69552,1755.411182,16,346.7797013333333,0,0,0
171,205.0379964,2788,15,0,5576.685728,1377.356739,25,278.8342864,1,0,0
6,338.1522071,3473,14,0,4960.548756,3422.731307,14,381.5806735384616,0,0,0
2,190.2441496,1901,294,0,6257.870245,1893.170641,30,260.7445935416667,0,1,0
107,374.9563918,340,349,0,4115.255612,3110.108535,2,0.0,0,1,0
1,74.29177682,1371,66,31,3456.393224,1418.68768,26,150.27796626086956,0,0,0
133,234.7180809,1762,176,0,7760.65697,1488.661545,30,277.16632035714287,1,1,0
3,67.6015251,1733,145,0,1762.282718,777.7954298,26,88.1141359,0,1,0
32,85.03552344,1294,117,99,1510.461125,656.8945466,23,75.52305625,0,0,0
47,141.0779906,2141,81,90,468.3083655,171.814288,1,468.3083655,0,1,1
25,177.7606391,2627,305,37,703.564455,396.9841208,4,175.89111375,0,0,0
2,70.74977689,1971,237,61,1795.697651,1448.021553,13,138.13058853846152,0,1,0
19,82.08756495,477,85,1,1085.207783,326.2509321,19,57.11619910526316,0,1,0
27,286.2299374,447,35,33,1874.564288,1411.921171,26,74.98257152000001,0,0,0
66,269.8189649,1925,102,77,4484.427,2587.645903,18,298.9618,0,1,0
60,98.69485217,3420,297,0,1542.887232,440.9880158,7,514.295744,0,0,0
106,266.8476029,2142,0,0,5132.760113,1966.251406,17,320.7975070625,0,0,0
17,120.5275368,840,5,0,8548.869119,3165.603103,14,610.6335085000001,0,0,0
137,162.5629287,2071,174,0,2782.738643,2011.389424,25,115.94744345833334,1,1,0
14,125.2970551,1402,56,15,2314.172306,1431.041494,8,578.5430765,0,0,1
152,296.5147477,1989,290,37,6703.277853,820.8436432,6,1117.2129755,0,0,1
51,79.23917421,344,35,38,3105.579325,1111.69475,15,258.79827708333335,0,0,0
20,225.8736095,1998,0,23,3551.100028,968.406497,19,295.92500233333334,0,0,0
69,390.2001181,1231,62,0,2082.443342,633.4243094,12,173.53694516666667,0,0,1
141,175.4223283,2519,41,36,2225.749354,1755.1653,13,202.3408503636364,0,0,0
9,235.8236032,1270,0,0,4350.755778,1397.216192,17,435.0755778,0,0,0
174,460.9388888,1118,0,3,1423.920038,961.073885,6,0.0,0,0,0
18,89.69169994,2656,88,0,3934.623813,1006.377053,24,187.3630387142857,0,1,0
33,46.11714232,1324,221,0,2483.950339,635.9338186,25,124.19751695,0,0,0
157,337.6368872,337,38,0,2196.674499,367.0090502,28,91.528104125,1,0,0
95,118.5616732,1071,22,27,8062.118515,1829.801947,30,310.08148134615385,0,0,0
50,161.1299631,3157,118,0,4315.391103,126.8080735,21,227.1258475263158,0,1,0
59,322.3185682,172,0,9,7951.878071,958.4173867,11,722.8980064545455,0,0,1
29,74.78237351,1632,261,38,990.3449913,431.3785167,23,58.25558772352941,0,0,0
18,312.3948653,1864,0,42,842.8791686,441.0402267,25,38.31268948181818,0,1,0
67,176.4386146,1496,16,64,3310.267722,1138.14301,28,137.92782175,0,0,0
22,116.0600116,1622,199,0,6725.49186,4900.389759,29,292.4126895652174,0,1,0
144,230.6065865,401,25,54,4501.986064,1984.41732,29,204.63573018181816,1,0,0
157,194.8444454,550,60,11,1762.118746,1142.657966,14,251.73124942857143,0,0,0
31,165.5267929,2056,263,74,2021.584617,1424.251503,6,673.861539,0,0,0
64,272.7397781,372,94,0,1467.871129,779.9756963,2,733.9355645,0,0,0
160,169.1304687,1404,334,10,3485.504164,1246.518904,12,497.9291662857143,0,0,0
23,28.53672757,1650,41,30,5010.821053,1444.187284,11,626.352631625,0,0,1
179,275.1271153,1961,0,67,1740.840217,467.9366713,25,91.62316931578948,0,0,0
37,161.5332362,3386,39,0,5064.129047,877.6303972,30,253.20645235,0,1,0
14,87.29549383,3070,0,31,3262.244676,850.2440584,30,141.83672504347825,0,0,0
150,411.7295277,1283,164,27,3804.9809,2518.219039,24,200.2621526315789,0,0,1
8,15.09113838,2058,106,0,3001.054227,1799.798567,19,166.72523483333333,0,0,1
98,197.6596437,2474,42,53,3966.45435,3102.908217,23,283.31816785714284,0,0,0
8,59.61258783,329,127,75,8929.561659,1638.526078,28,425.2172218571429,0,0,0
27,77.11538506,2777,186,0,4342.490369,2390.355442,28,180.9370987083333,0,1,0
12,41.84350841,2718,89,72,1225.53888,568.8382715,23,61.276944,0,0,0
115,289.8108174,994,78,0,6273.063362,3314.890447,27,348.5035201111112,0,0,0
24,265.5868598,770,0,100,1526.922651,1084.286402,29,56.55269077777778,0,0,0
178,393.3260541,2645,0,0,3732.226032,2078.99328,2,0.0,0,0,1
171,423.706757,2534,357,0,2427.10954,744.3289279,29,93.35036692307692,1,0,0
127,187.5785823,2674,123,16,2948.029488,1331.779706,20,147.4014744,1,0,0
53,224.7146884,450,131,27,5040.714473,1147.613881,12,504.0714473,0,0,1
179,314.9610434,3403,91,0,6181.500924,3191.706899,19,412.1000616,0,0,0
19,31.46112537,903,0,3,1189.444458,814.5104765,7,169.92063685714285,0,0,1
24,74.7721775,2935,58,0,2706.576839,835.5091178,7,386.65383414285714,0,1,0
60,180.7479474,2765,0,65,2496.376426,686.6546128,29,99.85505704,0,0,0
89,127.9500371,2600,27,47,4824.782718,2373.266,27,229.751558,0,0,0
41,103.017381,700,190,0,4274.347854,905.2470969,28,237.46376966666665,0,1,0
34,84.5889194,2726,363,29,4663.687153,1638.954038,13,388.6405960833333,0,0,1
6,304.0650859,2347,275,1,924.4510871,642.6823569,2,462.22554355,0,0,1
48,106.7038011,1448,24,0,4539.775171,3393.141691,22,349.2134746923077,0,0,0
50,117.4247363,3292,119,2,3562.350239,2268.622145,18,197.9083466111111,0,0,0
8,435.9292238,2806,58,71,5818.952503,2327.10106,26,242.45635429166668,0,0,0
127,464.0427556,621,4,10,2315.102231,1059.510986,22,110.24296338095238,1,1,0
55,355.6444644,1525,121,52,5225.518245,3806.41327,17,522.5518245000001,0,1,0
43,64.19032256,429,202,26,3583.119087,1699.720105,28,149.296628625,0,1,0
29,55.49020455,823,12,66,3392.949006,2597.806,18,212.059312875,0,1,0
5,19.3769726,1648,134,44,4107.92931,888.1772332,23,186.72405954545457,0,1,0
45,165.1658179,1720,30,26,2669.16237,1710.40028,14,242.6511245454545,0,1,1
11,197.0892806,2012,90,37,1110.959061,459.8872262,25,65.350533,0,0,0
13,82.72286122,133,211,0,3330.520643,807.5215274,8,1110.1735476666663,0,0,1
127,481.5024242,2385,30,19,8727.698216,4478.460567,29,436.38491080000006,1,0,1
143,288.0140922,1015,14,0,7435.848576,4584.499241,0,0.0,0,0,0
49,81.10955277,1304,201,22,3253.487029,1380.389281,13,250.268233,0,0,0
35,57.9339532,2011,158,0,6708.055067,3865.178954,16,745.3394518888889,0,0,0
35,228.1731962,1003,0,87,737.1882446,559.8986823,17,56.70678804615385,0,1,0
88,234.4715882,342,153,0,3427.058278,890.9468452,17,263.6198675384616,0,0,0
47,84.31432023,1887,7,0,1715.201694,939.5837026,11,245.02881342857145,0,1,0
181,339.4751498,1221,36,0,7758.580111,2672.837322,24,484.9112569375,0,0,0
49,254.6487602,3021,60,30,4841.411512,2509.245872,30,179.31153748148148,0,0,0
33,41.68076363,2400,5,92,6438.604638,2245.469938,22,357.70025766666663,0,0,0
59,78.25862672,522,133,0,5069.7675,2433.145875,20,253.488375,0,1,0
75,146.4200505,356,60,32,2514.79535,645.9839038,29,89.81411964285714,0,0,0
40,51.05739907,3233,0,0,4549.618958,3418.51669,19,252.75660877777776,0,0,0
59,261.2901165,640,0,0,2873.331977,2246.686474,25,124.92747726086957,0,0,0
32,105.9161129,2583,0,18,5940.786255,4119.453734,5,1188.157251,0,0,0
5,82.49005465,1358,0,15,3469.02668,1909.899047,2,0.0,0,0,1
68,108.2158057,418,26,7,4466.512587,2615.775948,22,279.1570366875,0,0,0
69,262.2431901,483,0,0,6830.057976,2092.862,24,341.5028988,0,0,0
36,47.32038078,246,134,0,7041.59319,4716.822008,14,880.19914875,0,0,0
67,343.1852797,1382,139,0,2778.759473,967.5870268,10,277.8759473,0,1,0
66,238.9314602,884,101,17,3023.186464,1307.629783,16,232.5528049230769,0,1,0
18,87.35624976,11,304,0,4470.089089,1988.060168,11,406.3717353636364,0,1,1
40,216.0384716,554,17,104,2931.976265,705.0485629,15,244.33135541666664,0,0,0
7,140.1155794,3151,0,35,3496.540372,684.3551243,25,158.93365327272727,0,0,0
5,333.4770132,1693,91,16,3867.906985,1721.958609,11,483.488373125,0,0,0
137,311.5262471,2160,131,0,6295.456309,801.2083704,29,262.3106795416667,1,0,0
119,177.1012634,1106,0,0,982.6939945,708.6900374,16,61.41837465625,0,0,0
19,174.5411978,3109,93,0,6776.258122,3739.707685,9,752.9175691111111,0,0,0
135,212.7589385,3197,0,0,2493.116342,1424.686409,15,249.3116342,0,1,0
138,188.3064729,1047,0,15,4458.400946,2660.259319,24,185.76670608333333,1,0,0
78,131.7137496,861,0,36,4722.795097,947.6697505,26,188.91180388,0,0,0
27,36.12086597,702,77,46,2538.929302,1901.052811,25,149.34878247058825,0,1,0
17,106.2013377,3153,140,0,2843.593944,1696.307854,24,167.27023200000002,0,0,0
12,112.9237154,801,195,86,2825.096607,891.6666086,11,256.82696427272725,0,1,0
1,13.41019592,756,56,30,4432.521767,819.7201122,15,443.2521767,0,0,0
29,62.91162628,1402,247,14,8898.126638,1651.108368,2,0.0,0,1,1
118,173.397246,2673,76,61,4468.244738,1194.983,0,0.0,0,0,0
34,189.8401138,1258,183,16,2856.642859,1884.110054,10,317.4047621111111,0,0,1
136,328.3112618,190,0,72,4192.093975,745.3297171,26,190.54972613636363,1,1,0
6,252.1567503,1050,120,7,2170.462628,1644.90045,23,114.23487515789476,0,0,0
56,145.6709878,197,296,51,3330.424352,1848.01206,8,666.0848704,0,1,0
4,85.79252506,1565,52,0,2524.716591,987.9679235,13,315.589573875,0,0,0
11,76.68074272,3380,0,64,3846.924908,417.6286405,5,769.3849816,0,0,0
49,65.8294999,589,86,73,998.5683553,284.8814997,20,49.928417765,0,0,0
90,285.7937619,61,333,0,4365.558156,3394.661312,9,545.6947695,0,0,0
67,357.4112619,3176,30,2,3966.218398,2286.199851,9,440.6909331111111,0,0,0
88,409.9727697,2158,38,0,2616.446553,2140.250763,17,218.03721275,0,0,0
69,143.3411876,931,0,0,4795.698477,1690.330732,12,959.1396954,0,0,0
58,71.43692116,689,0,54,5116.83359,555.3667468,7,1023.366718,0,0,0
72,228.7003482,381,0,7,4735.270348,2443.272941,19,394.6058623333333,0,0,0
13,222.976744,3003,96,54,4138.197397,1937.443143,11,376.1997633636364,0,0,0
44,68.03202925,3275,119,27,4307.321489,1631.188788,15,287.1547659333333,0,0,0
48,208.994765,1602,431,0,4195.773166,1895.974614,31,155.39900614814815,0,0,0
77,249.7068088,3172,207,25,5293.172922,3375.298072,20,264.6586461,0,0,0
12,41.07540561,1594,215,21,2115.157624,1439.211707,24,132.1973515,0,0,0
40,68.13448936,832,251,15,5165.326151,1703.850757,17,516.5326151,0,0,0
20,33.81875896,658,12,11,2493.744068,497.6312617,5,498.7488136,0,0,0
25,178.2645021,319,421,38,2891.023615,454.1423328,15,192.73490766666663,0,0,0
179,415.8692911,2785,0,47,7064.15969,2130.75395,29,307.13737782608695,1,0,0
103,172.6567185,2648,31,14,6824.310632,3191.780329,8,1137.3851053333333,0,0,0
50,76.61044207,238,81,74,4844.770162,1934.793162,29,193.79080648,0,0,0
4,9.504150078,2904,0,48,2182.850989,1325.090211,3,727.6169963333333,0,0,0
70,239.2456463,467,112,34,6298.145575,3780.12036,17,524.8454645833333,0,0,0
48,79.26987291,1801,16,0,1553.479897,1124.147219,5,0.0,0,0,1
68,194.9431755,2160,191,73,1598.403894,212.1214089,9,177.60043266666668,0,1,0
16,285.9160195,565,354,63,1955.175873,1276.055577,10,244.396984125,0,0,1
86,214.164077,1335,214,8,3481.198406,2009.15676,30,124.3285145,0,0,0
129,185.2095911,982,224,1,5378.419951,2479.294109,18,413.7246116153846,0,0,0
17,26.18826776,3084,29,54,5065.329861,3144.067057,26,211.055410875,0,0,0
49,379.7854212,1400,4,72,3035.087906,2037.0135,10,303.5087906,0,0,1
28,80.06327008,1714,273,2,3896.88657,767.4801663,15,432.98739666666665,0,1,0
39,275.2996724,1108,154,0,3405.649053,1844.850222,25,212.8530658125,0,0,1
68,84.95101122,1426,171,3,3196.301276,632.1362179,8,399.5376595,0,0,0
33,47.44597272,628,47,0,1732.113556,922.7133965,26,91.16387136842106,0,0,0
13,89.97238528,2231,219,21,1143.478437,363.8234595,21,71.4674023125,0,1,0
7,75.95499356,1378,0,55,3780.916856,645.1097567,27,145.41987907692308,0,0,0
181,230.423605,583,101,0,2037.953423,1463.985614,13,169.82945191666667,0,0,1
46,375.2553191,2317,229,0,4870.678422,2202.966999,25,324.7118948,0,1,0
53,146.8046727,2815,292,5,2831.268881,2178.591659,28,117.96953670833334,0,0,0
21,331.0350972,2543,0,10,4592.799498,944.5739792,30,218.704738,0,0,1
108,324.4782835,1962,11,26,3641.78962,2959.088595,17,280.1376630769231,0,0,0
48,344.5371002,2076,0,17,1393.502658,882.1759493,22,99.53590414285716,0,0,0
56,135.316663,3153,0,1,3289.425624,918.5773725,8,1096.475208,0,1,1
25,44.8339372,3401,99,0,3078.356812,491.0784034,0,0.0,0,0,0
83,245.7331451,2153,71,30,6758.756239,4183.87954,17,450.5837492666667,0,0,0
47,61.70677312,2101,52,0,1655.825196,1105.691223,31,82.7912598,0,0,1
60,177.1725297,1503,0,33,4307.938449,3300.407098,11,391.6307680909091,0,1,0
127,302.27447,1855,1,0,5621.89014,1949.038704,27,224.87560560000003,1,1,0
3,15.58545611,27,0,20,5438.916795,689.8120779,27,236.4746432608696,0,1,0
118,348.7808284,3365,7,37,2523.774612,977.7804186,21,148.45733011764707,0,1,0
9,154.9143272,1727,187,0,2962.130075,1981.900189,27,118.485203,0,1,0
29,49.90323295,447,177,0,2760.791371,1323.011092,19,145.30480899999998,0,0,0
65,125.8688452,3237,143,0,6436.556668,2976.833998,18,357.5864815555556,0,0,0
121,303.978086,1613,261,0,5860.459071,3035.994277,20,450.80454392307695,0,1,0
46,130.5466076,1740,209,0,2092.14246,1701.926371,24,87.1726025,0,0,1
6,104.8948903,2773,3,34,1555.710483,932.6452451,21,97.2319051875,0,1,0
118,327.3344604,3280,0,15,1231.405038,221.7237788,23,94.72346446153848,0,0,0
130,242.587836,929,0,16,5963.508848,3096.480627,0,0.0,0,0,1
81,118.7390539,3371,219,0,1807.064917,1101.576464,3,0.0,0,0,1
36,50.95820481,1064,0,39,2520.908014,1882.564593,7,360.1297162857143,0,0,0
18,66.7429556,1423,79,82,2202.20537,35.73686778,21,157.30038357142857,0,0,0
80,100.2752263,2937,238,0,8923.844796,2820.507649,9,991.5383106666666,0,1,0
11,30.42355724,2573,0,6,2970.341415,970.4239689,4,0.0,0,0,0
18,40.77779213,1086,7,27,744.8658928,425.2928755,17,57.29737636923077,0,1,0
50,71.53834845,1799,0,80,3605.370667,2653.840102,17,327.7609697272728,0,0,0
5,90.43907105,3007,302,43,6329.607116,2928.051923,21,351.6448397777778,0,1,0
9,164.4737966,2065,77,100,1708.225693,893.2808851,6,284.7042821666667,0,0,0
20,172.0890597,60,0,19,1447.816881,1101.059441,16,96.5211254,0,1,0
162,234.0212751,137,0,0,1039.957792,481.5278275,3,0.0,0,1,1
5,385.6728029,1492,230,0,2316.341816,1350.345736,17,136.25540094117648,0,1,0
15,253.8137435,3324,106,56,2850.108125,1604.879783,10,285.01081250000004,0,0,0
57,163.4075523,969,75,0,2618.51274,1066.07001,29,104.7405096,0,0,0
17,48.41748054,3341,416,14,2265.729268,652.2713657,10,566.432317,0,0,1
9,129.0217544,2910,6,67,2634.142771,1286.324729,13,292.6825301111111,0,0,0
53,123.2187297,1778,0,0,4723.802093,3518.300559,28,236.19010465,0,1,0
45,132.7059061,2916,225,0,6033.896271,1656.932059,16,603.3896271,0,1,1
145,209.2231638,2468,160,20,2697.510746,557.7018715,30,122.61412481818182,1,1,0
59,101.3324313,2169,19,0,2679.686459,1248.056215,19,148.87146994444444,0,0,0
28,155.4727183,1323,136,24,3212.188342,751.6017221,10,321.2188342,0,0,1
18,105.4413435,2037,0,12,1491.695056,1229.501235,14,124.30792133333334,0,0,0
18,48.1435366,14,0,31,5405.099395,2671.166061,14,600.5665994444445,0,1,0
18,200.0797441,1262,0,35,3687.965244,1381.313763,21,216.939132,0,0,0
17,39.26768394,2470,0,94,5240.270348,934.3308189,24,218.34459783333327,0,0,0
68,105.9984774,414,366,32,4189.288735,2504.912266,26,232.7382630555556,0,0,0
4,10.95009596,1306,0,0,4527.329975,1101.300098,1,0.0,0,1,0
117,198.8783942,1178,3,0,3284.939577,2477.603654,18,234.6385412142857,0,0,0
12,17.50294069,95,52,0,1454.231067,367.2254091,17,111.86392823076925,0,0,0
37,310.7165421,404,85,0,4676.979512,1919.079495,16,334.06996514285714,0,1,0
58,93.97245367,2901,0,0,6318.28532,2095.168064,23,274.70805739130435,0,0,0
7,35.69160097,1073,79,5,7993.507748,563.7478248,11,1141.9296782857143,0,1,1
0,13.00896815,140,16,14,2757.224756,933.2095434,29,98.47231271428572,0,1,0
25,67.11055303,994,112,72,1133.100893,627.1422236,1,1133.100893,0,1,0
37,219.8581084,1587,47,0,1822.786997,789.5356772,20,95.9361577368421,0,0,0
76,153.8954586,392,44,0,1188.06027,903.6684649,6,198.010045,0,0,0
144,195.4185524,750,48,0,3824.631689,1224.176695,25,254.97544593333333,0,0,0
107,275.5189886,49,350,25,4572.035548,3162.000739,12,415.63959527272726,0,1,1
52,289.421246,2330,51,60,2417.511268,1758.269342,7,402.9185446666667,0,0,0
45,191.4773308,2262,142,19,6175.824584,1337.949692,16,385.9890365,0,0,0
41,321.9512428,1107,25,24,8513.537039,702.5200925,24,354.73070995833336,0,0,0
16,253.5242271,3294,79,0,2319.51412,1262.081833,6,773.1713733333332,0,1,1
142,439.0930476,2261,0,1,3052.486751,901.9321222,24,179.5580441764706,0,0,1
70,141.6184647,2246,264,0,3214.955024,2230.030119,9,357.2172248888889,0,0,0
28,75.88880976,3060,119,79,6565.79758,4140.010851,19,656.5797580000001,0,0,1
75,210.9415899,2724,28,0,2812.974592,1049.778065,13,216.3826609230769,0,0,0
7,74.11356074,1982,118,69,2464.481842,865.944388,6,410.7469736666667,0,1,0
17,44.77195732,2169,28,0,6693.155384,657.0438869,7,956.1650548571428,0,0,0
118,379.6471825,317,0,0,4325.664397,881.0300215,27,196.62110895454543,1,0,0
130,198.1912609,2627,66,19,1899.495433,599.3153696,17,135.6782452142857,0,0,1
25,92.9143255,1666,22,0,2833.563989,1217.150196,10,708.39099725,0,0,0
108,144.6960418,498,362,0,1428.270581,1149.78282,26,59.51127420833333,1,0,0
110,149.9596878,2880,0,57,2027.340636,1351.973511,1,0.0,0,1,1
61,199.9926893,1371,256,0,3892.781135,980.4574814,9,556.1115907142857,0,0,1
7,42.37024314,2801,173,10,4128.088141,1989.782571,20,344.00734508333335,0,1,0
51,172.3183327,1080,72,0,3323.471711,884.7679038,10,664.6943422,0,0,0
11,69.68543304,2164,21,0,3569.885397,2873.450448,9,509.9836281428571,0,1,0
24,57.89020132,3176,92,0,759.460572,474.6291548,2,379.730286,0,1,0
132,393.1402215,1658,56,5,4660.078727,2535.043962,11,1165.01968175,0,1,0
25,56.41151067,2806,0,0,5337.519195,948.2128627,1,0.0,0,1,0
31,110.1976823,1952,242,41,5605.871787,1350.550511,8,934.3119645,0,0,0
75,135.140061,164,102,0,5358.052544,667.8387802,14,446.5043786666667,0,0,0
25,225.5673893,1885,354,86,1353.391575,506.1761637,16,123.03559772727272,0,1,0
64,140.8407747,2861,43,3,735.2750863,552.4779518,16,73.52750863,0,0,0
90,145.8808103,2976,26,3,931.6500882,677.6495371,18,58.2281305125,0,1,0
17,63.0348837,2381,0,0,2340.67447,1666.190141,1,0.0,0,1,0
16,89.79559963,1518,0,0,4711.794305,2891.106242,25,235.58971525,0,0,0
63,98.75446945,508,0,12,3068.292175,2271.805181,14,340.92135277777777,0,0,0
10,260.2329028,2887,59,0,1918.597699,983.1612036,15,147.58443838461537,0,0,0
57,107.07129,2927,208,0,4581.030635,1744.18221,0,0.0,0,1,0
44,170.6396996,312,0,0,1877.850564,1157.517302,31,81.64567669565217,0,0,0
37,258.892768,1543,0,0,2417.112914,1893.428056,5,0.0,0,0,1
79,124.3921639,1023,171,42,1450.590205,250.7489345,20,96.70601366666666,0,0,0
80,450.4957549,2757,215,0,2345.102208,1097.211663,15,293.137776,0,0,0
14,148.0783703,2379,13,36,4790.79638,2773.211378,3,0.0,0,0,0
15,158.594188,3303,0,12,3001.083432,2225.335114,29,157.95175957894736,0,1,0
28,160.9701849,1464,0,30,3427.472862,2172.653944,22,180.3933085263158,0,0,1
191,205.7162784,65,96,29,2036.825946,1330.825771,6,407.3651892,0,1,0
78,123.0529171,817,395,0,1559.413077,1049.569402,0,0.0,0,0,1
79,178.1325778,3458,426,28,2605.209037,1709.616419,24,108.55037654166668,0,1,0
5,119.1833616,2844,0,0,2810.425207,428.2311683,11,562.0850413999999,0,0,0
56,98.41967327,1546,92,0,3993.167286,2429.100215,21,307.1667143076923,0,0,0
83,196.7690548,863,0,0,4899.172576,3494.83688,0,0.0,0,0,0
6,13.35982763,541,235,0,1180.185438,916.6143888,2,590.092719,0,0,0
95,153.14091,655,0,0,1400.545198,1149.751396,13,233.42419966666668,0,0,1
76,184.7526887,136,77,71,4020.85054,609.8815897,2,0.0,0,0,1
176,244.9853333,2264,153,0,4148.39358,1395.6451,25,230.46631,0,0,0
123,314.9685018,789,0,0,4181.688448,1339.638165,5,0.0,0,0,0
11,43.79300449,3031,69,0,4861.306172,2329.771167,16,373.9466286153846,0,1,0
1,17.0254143,3324,14,0,6142.042479,2756.687795,31,267.04532517391306,0,1,0
20,21.06903384,2370,0,4,1686.792672,497.5082866,27,80.32346057142857,0,0,0
99,207.0789682,222,356,8,3763.518562,2041.472403,19,235.219910125,0,0,0
26,280.3391922,1465,42,0,3470.617696,851.2502988,7,867.654424,0,0,1
30,48.41242291,1553,96,0,2325.728353,1545.785937,20,155.04855686666667,0,0,0
19,45.16431238,3219,2,72,691.7595897,295.6781605,21,53.21227613076923,0,0,0
75,132.8009869,2397,48,0,1955.282599,1291.568124,15,130.35217326666665,0,0,0
2,8.684183225,684,121,0,6181.362198,2262.124002,10,618.1362197999999,0,0,0
34,91.9694718,1859,82,0,1487.007321,1084.28955,4,0.0,0,0,0
8,112.2302907,823,0,0,4058.501581,891.6655129,21,270.56677206666666,0,1,0
20,162.2213771,1144,0,0,2496.214584,868.7348727,31,89.15052085714285,0,0,0
58,105.1509514,886,285,37,8803.214674,3373.137779,26,400.1461215454546,0,0,0
154,265.1315852,822,0,0,4841.369153,2350.589998,12,484.1369153,0,0,0
24,333.1114619,493,67,12,4295.201659,1310.385237,25,195.2364390454545,0,1,0
152,200.7848131,559,295,0,3394.50833,2558.213183,27,130.5580126923077,1,0,0
68,225.0421201,3240,0,71,8658.30318,2070.802977,30,346.33212720000006,0,1,0
40,163.1673403,212,0,9,3317.139895,937.1424525,8,473.87712785714285,0,1,1
134,259.7393744,1145,9,17,2777.272667,1453.432973,30,146.17224563157896,0,0,0
110,359.0768093,3476,0,0,5761.809716,710.7241353,31,221.608066,1,1,0
50,313.739026,3398,0,6,1126.602544,913.593013,12,93.88354533333334,0,1,0
80,219.738978,2678,73,24,1284.326394,933.3606773,4,321.0815985,0,0,1
0,472.0787853,1746,126,0,3148.136679,1685.365455,20,174.8964821666667,0,1,0
80,184.9066534,905,15,74,3482.105429,1570.734059,25,183.2687067894737,0,0,1
63,122.6336394,1685,110,0,2225.989412,1354.640286,29,89.03957648,0,0,0
36,111.7963909,2347,190,4,3178.426223,555.5710191,25,151.35362966666668,0,0,1
173,324.2833863,3260,26,6,2310.617535,954.7962396,17,177.73981038461537,0,1,0
8,76.10313756,3256,133,17,1465.118813,649.1892041,9,366.27970325,0,0,0
98,127.3245796,2486,77,0,1439.57776,482.8714492,29,62.590337391304345,0,0,0
39,295.5713455,734,112,12,5613.558762,3959.002178,10,561.3558762,0,0,0
95,123.6082908,2454,30,49,6958.976861,4401.054541,23,331.3798505238095,0,0,0
46,186.7403326,2951,47,17,4043.881657,2452.216386,26,237.8753915882353,0,1,0
19,182.2401451,1425,0,19,3124.48438,1493.018285,28,148.78497047619047,0,1,0
25,281.6700868,1368,0,40,3921.105343,956.0146924,22,261.4070228666667,0,1,0
123,240.1638336,2353,184,48,2663.476015,2019.822741,11,242.1341831818182,0,1,0
123,166.8354735,3477,316,0,4283.2528,991.6385622,14,611.8932571428571,0,0,1
22,64.61634018,365,33,0,5198.296253,3587.688939,30,236.28619331818183,0,0,0
5,42.49012514,2928,0,28,713.8980997,110.396834,8,89.2372624625,0,1,0
19,346.2955828,3343,254,0,2125.988588,839.6492909,25,101.23755180952382,0,1,0
187,352.0432143,2658,289,10,1990.798345,526.9928074,21,153.13833423076923,0,1,0
62,79.97284799,226,63,37,3658.683749,120.618315,18,261.3345535,0,0,0
13,90.15953104,1650,83,0,6539.494328,2250.189109,15,503.0380252307692,0,1,0
15,121.9609736,914,20,25,3865.428863,1096.339373,19,203.44362436842107,0,0,0
23,258.4028931,2253,237,7,1791.489691,1192.963892,12,162.8626991818182,0,0,0
8,24.16142824,3142,0,0,2184.993382,793.0568481,7,312.1419117142857,0,0,0
37,155.9924948,2624,46,0,1652.802316,836.7171729,29,86.98959557894737,0,0,0
