ndaysafteronboarding,activitydays,android,label
3234,21,0,1
591,23,0,1
1584,11,0,1
3291,25,0,1
416,9,0,1
2033,17,0,1
3189,10,0,1
2380,18,0,1
356,14,0,1
145,15,0,1
3380,4,0,1
1109,3,0,1
3239,0,0,1
2814,2,0,1
1414,7,1,1
400,9,0,1
1204,20,0,1
232,5,0,1
1652,2,1,1
2142,8,0,1
1589,18,0,1
1907,9,0,1
380,14,0,1
3166,4,0,1
1124,6,0,1
345,13,0,1
1698,5,0,1
1676,17,0,1
214,16,0,1
1090,13,0,1
3060,6,0,1
2481,16,1,1
442,12,0,1
873,7,0,1
288,4,1,1
3472,14,0,1
636,9,0,1
3246,0,0,1
3217,14,0,1
528,16,0,1
2086,15,1,1
1211,15,0,1
1456,19,0,1
916,25,0,1
2884,27,0,1
1726,16,0,1
170,7,0,1
2671,22,0,1
1771,11,0,1
551,17,0,1
1266,18,0,1
3213,10,0,1
739,9,0,1
515,5,0,1
552,14,0,1
1892,11,0,1
2982,10,0,1
774,25,0,1
450,7,0,1
2274,5,0,1
1801,4,0,1
2568,3,0,1
165,20,1,1
2813,9,1,1
149,6,0,1
1243,23,0,1
222,8,1,1
1043,14,1,1
1548,9,0,1
1502,14,0,1
1025,9,1,1
1707,6,0,1
2409,2,0,1
2332,27,0,1
844,21,1,1
191,3,0,1
1072,13,1,1
705,23,0,1
3349,6,0,1
825,15,1,1
3245,10,0,1
1428,0,1,1
65,15,1,1
100,18,0,1
2317,13,0,1
135,5,0,1
2601,17,0,1
398,14,0,1
470,10,1,1
1051,14,0,1
2742,12,0,1
206,10,0,1
1045,12,0,1
2918,15,0,1
680,12,0,1
1830,1,0,1
1214,10,0,1
247,10,0,1
3281,5,0,1
611,22,0,1
3088,5,0,1
1142,22,0,1
279,5,1,1
2305,1,0,1
1750,24,0,1
1793,16,0,1
1529,10,0,1
265,15,0,1
1516,9,0,1
1366,8,0,1
1083,14,0,1
485,16,0,1
1876,23,0,1
141,3,0,1
1497,10,0,1
2585,3,0,1
1511,25,0,1
193,13,1,1
138,0,0,1
3109,1,0,1
635,15,0,1
2960,21,0,1
1064,20,0,1
1803,16,0,1
1891,7,0,1
1165,4,0,1
588,1,0,1
63,15,1,1
1958,7,1,1
378,24,0,1
2034,6,0,1
278,4,0,1
1587,7,0,1
1464,11,0,1
2905,14,0,1
3221,4,0,1
2699,23,0,1
560,18,0,1
2047,4,0,1
2263,5,0,1
3009,6,0,1
1275,11,0,1
1749,6,0,1
836,22,0,1
1797,3,0,1
2645,19,0,1
3382,8,0,1
206,10,0,1
1649,10,0,1
2148,10,0,1
2099,28,0,1
3282,10,0,1
106,26,0,1
1065,10,1,1
778,9,0,1
330,14,1,1
1170,17,0,1
3419,12,0,1
581,22,0,1
354,24,1,1
745,20,1,1
2091,19,0,1
3056,1,0,1
3003,3,0,1
345,20,0,1
1520,11,1,1
1712,26,0,1
1933,9,0,1
2880,6,1,1
520,7,0,1
793,1,0,1
553,17,0,1
1742,16,0,1
1216,14,0,1
1810,4,0,1
2134,23,0,1
3266,1,0,1
405,2,0,1
2910,3,0,1
1223,21,0,1
2835,22,0,1
1113,22,0,1
2709,11,0,1
1120,8,0,1
1622,18,0,1
156,22,0,1
2641,3,0,1
3471,12,0,1
265,17,0,1
1160,14,1,1
3463,7,0,1
191,18,0,1
1727,15,0,1
325,13,1,1
648,11,0,1
3399,5,0,1
704,5,0,1
278,24,0,1
103,7,0,1
444,11,0,1
1568,0,0,1
1643,8,0,1
2087,16,0,1
273,20,0,1
2245,8,0,1
316,27,0,1
1572,8,1,1
575,21,0,1
485,1,0,1
2472,13,0,1
879,10,0,1
578,2,0,1
530,15,0,1
615,0,1,1
197,3,0,1
2935,14,0,1
593,8,0,1
3017,4,0,1
3029,4,0,1
1590,10,0,1
1707,6,0,1
575,2,0,1
2588,7,0,1
79,2,0,1
917,9,0,1
2593,3,0,1
204,8,0,1
200,14,1,1
736,26,1,1
2883,16,0,1
1531,4,0,1
3029,9,0,1
208,14,0,1
1474,9,0,1
2576,10,0,1
2058,11,0,1
603,2,0,1
1528,17,0,1
45,11,0,1
415,10,0,1
872,14,0,1
3126,7,1,1
395,1,0,1
1572,14,0,1
1321,20,0,1
706,14,0,1
2519,2,0,1
733,7,0,1
492,14,0,1
281,24,0,1
2310,8,1,1
2866,10,0,1
2088,24,0,1
1665,7,0,1
625,17,0,1
1468,13,0,1
1787,15,0,1
56,11,0,1
1393,7,0,1
1489,3,0,1
1171,7,0,1
1400,12,0,1
941,2,0,1
3183,4,0,1
334,2,0,1
1194,12,0,1
2107,14,0,1
475,21,0,1
1576,6,0,1
3228,9,0,1
891,16,0,1
1356,8,0,1
1073,24,0,1
344,12,1,1
120,12,0,1
3336,1,0,1
2244,1,0,1
2352,9,0,1
2297,8,0,1
3464,12,0,1
1909,5,0,1
212,9,0,1
226,6,0,1
3017,7,0,1
119,8,0,1
335,16,0,1
326,4,0,1
2383,17,0,1
975,5,0,1
2325,1,0,1
3223,21,0,1
477,19,0,1
996,2,0,1
150,4,0,1
3128,10,0,1
2035,0,1,1
699,9,0,1
1699,7,1,1
2276,20,0,1
1620,23,1,1
165,15,1,1
1019,13,0,1
3215,14,0,1
2813,8,0,1
350,3,0,1
601,3,0,1
2958,13,0,1
903,11,0,1
591,11,0,1
833,18,0,1
1858,10,1,1
59,10,0,1
2280,10,1,1
1295,0,0,1
683,26,1,1
724,5,1,1
1356,10,1,1
1568,20,0,1
705,5,0,1
1334,5,0,1
145,1,0,1
588,9,0,1
2047,8,0,1
280,10,0,1
226,29,0,1
740,9,0,1
2160,16,0,1
3148,5,0,1
1244,15,1,1
1298,16,0,1
937,9,0,1
820,15,0,1
1594,21,0,1
994,7,0,1
2611,7,1,1
278,10,0,1
2021,8,1,1
1486,8,0,1
1292,16,1,1
789,7,0,1
1531,5,0,1
1568,11,0,1
496,9,0,1
1213,17,0,1
2203,2,0,1
2388,24,0,1
3151,14,1,1
532,27,0,1
431,11,0,1
1193,13,0,1
701,12,0,1
439,16,0,1
1580,7,0,1
1349,6,0,1
853,17,0,1
283,8,0,1
175,20,1,1
201,10,0,1
1463,16,0,1
52,16,1,1
2989,0,0,1
859,7,0,1
804,21,0,1
2085,5,0,1
2627,12,0,1
713,5,0,1
241,17,0,1
1010,14,0,1
3268,4,0,1
59,2,0,1
2269,13,0,1
398,19,1,1
2941,22,1,1
3250,10,0,1
435,5,0,1
2917,15,0,1
2472,15,0,1
3309,9,0,1
1303,0,0,1
273,22,0,1
2504,5,0,1
2953,21,0,1
2121,5,0,1
2072,19,0,1
3449,16,0,1
1104,0,0,1
401,15,0,1
66,6,0,1
1560,21,0,1
757,14,0,1
920,10,0,1
2930,2,0,1
1121,12,0,1
345,18,0,1
1437,9,0,1
517,17,0,1
1501,14,0,1
1865,3,0,1
299,3,0,1
282,20,0,1
680,8,0,1
1872,6,1,1
2980,9,0,1
2534,3,0,1
2183,27,0,1
1559,16,0,1
2570,22,0,1
751,20,0,1
807,19,0,1
1463,13,1,1
117,6,0,1
2207,10,0,1
1885,10,1,1
1443,1,0,1
786,8,0,1
1352,12,0,1
428,14,0,1
1898,5,0,1
1469,0,0,1
2694,4,0,1
542,23,0,1
616,14,0,1
3106,21,0,1
3219,10,0,1
2060,2,0,1
1776,19,0,1
1728,6,0,1
491,10,0,1
930,8,0,1
2088,9,0,1
2715,11,0,1
2666,3,0,1
2735,10,0,1
538,7,0,1
2140,6,0,1
383,3,0,1
3246,0,0,1
323,6,1,1
3287,3,0,1
757,4,0,1
1223,6,0,1
2504,4,0,1
2204,13,0,1
2685,7,0,1
568,15,0,1
326,10,0,1
497,0,0,1
1354,3,0,1
1828,19,1,1
1651,8,0,1
2771,22,0,1
2369,22,0,1
1201,19,0,1
2135,15,0,1
1110,7,1,1
298,12,0,1
399,10,1,1
3303,11,1,1
760,24,0,1
703,2,1,1
1905,8,0,1
936,17,0,1
2732,2,0,1
2219,19,0,1
488,10,1,1
40,0,0,1
1741,19,0,1
1611,19,0,1
123,2,0,1
774,12,1,1
1167,9,0,1
227,11,0,1
2956,4,0,1
1822,4,1,1
1120,23,0,1
185,9,0,1
849,1,0,1
1274,21,0,1
1409,10,0,1
2173,9,0,1
1405,19,0,1
1553,13,0,1
1947,12,0,1
585,8,0,1
371,18,0,1
255,25,0,1
387,19,0,1
668,17,0,1
2442,9,0,1
3041,8,0,1
2232,12,0,1
2832,2,0,1
816,13,0,1
511,22,0,1
2245,8,0,1
1216,9,0,1
1359,7,1,1
1400,2,0,1
2857,14,0,1
2403,21,0,1
290,5,0,1
1104,10,0,1
396,11,0,1
2180,15,0,1
2997,2,1,1
657,4,0,1
3167,2,0,1
612,21,0,1
2846,23,0,1
3320,7,0,1
2273,9,0,1
2593,7,0,1
545,7,0,1
2662,3,0,1
114,0,0,1
2489,25,0,1
1291,15,0,1
3247,5,0,1
665,3,0,1
307,10,0,1
2771,5,0,1
2630,21,0,1
137,10,0,1
785,3,0,1
233,10,0,1
995,7,0,1
121,19,0,1
2658,10,0,1
548,19,0,1
85,12,1,1
1319,18,0,1
758,3,0,1
3170,16,0,1
748,20,0,1
1562,6,0,1
320,20,0,1
3217,7,0,1
1425,8,0,1
1296,22,0,1
1478,28,0,1
796,17,0,1
1837,18,0,1
115,16,0,1
3071,6,0,1
443,11,0,1
2581,27,0,1
1330,5,0,1
1108,13,0,1
950,14,0,1
616,11,0,1
2286,21,0,1
1617,17,0,1
945,9,0,1
703,11,0,1
291,7,0,1
1720,14,0,1
3111,14,0,1
1915,14,0,1
3258,21,0,1
2146,16,0,1
240,11,0,1
302,22,0,1
764,9,1,1
526,8,0,1
1857,7,0,1
2665,11,0,1
1389,13,0,1
202,3,0,1
1273,8,0,1
1778,0,0,1
1335,3,0,1
797,17,1,1
3283,0,0,1
1889,5,0,1
96,10,0,1
1081,18,0,1
179,15,0,1
735,27,1,1
275,15,1,1
3073,5,0,1
190,5,0,1
2406,12,0,1
1553,8,0,1
1678,18,0,1
104,16,0,1
1419,13,0,1
2989,14,0,1
2373,12,0,1
1117,3,0,1
3422,9,0,1
1146,17,0,1
612,29,0,1
3429,14,0,1
2445,16,1,1
3084,6,0,1
2180,12,0,1
2347,16,0,1
2826,3,0,1
345,10,0,1
817,24,0,1
2418,17,0,1
1245,11,1,1
1010,9,1,1
2615,4,0,1
693,14,0,1
294,3,0,1
266,16,0,1
3388,14,0,1
42,12,0,1
786,8,0,1
1689,18,0,1
3040,7,0,1
674,11,0,1
2330,17,0,1
2086,7,0,1
2089,5,0,1
2084,13,0,1
922,8,1,1
154,9,0,1
2420,9,0,1
1085,19,0,1
703,15,0,1
3413,21,0,1
984,10,0,1
544,26,0,1
3126,4,0,1
10,10,0,1
993,12,0,1
3002,5,0,1
1589,4,0,1
1525,8,1,1
2606,4,0,1
927,6,0,1
1948,5,0,1
1643,13,0,1
1770,7,0,1
805,9,0,1
3249,6,0,1
2626,8,0,1
259,9,0,1
3370,10,0,1
1480,16,0,1
1744,21,0,1
2975,10,0,1
1384,14,0,1
1067,12,0,1
410,23,0,1
2014,10,0,1
330,14,0,1
1578,24,0,1
1041,22,0,1
2429,11,0,1
173,3,0,1
2116,25,0,1
510,17,1,1
2785,14,0,1
1622,7,0,1
703,16,0,1
1495,4,1,1
1698,8,0,1
2067,21,0,1
2608,8,0,1
1532,3,0,1
3277,5,0,1
1638,17,0,1
1232,16,1,1
1125,13,1,1
399,0,0,1
1453,16,0,1
296,10,0,1
1990,0,0,1
1557,19,0,1
1874,0,0,1
129,25,0,1
2778,13,0,1
489,2,0,1
739,18,0,1
725,10,0,1
1541,9,0,1
86,16,1,1
2296,9,0,1
1590,5,0,1
1361,1,0,1
1418,22,1,1
2535,29,0,1
3276,6,1,1
724,18,0,1
297,7,0,1
100,17,0,1
2969,7,0,1
2919,10,1,1
1877,23,0,1
2031,20,1,1
500,17,0,1
3086,9,0,1
971,9,0,1
2220,11,1,1
1731,15,0,1
414,12,0,1
20,17,0,1
1189,9,0,1
2203,12,0,1
1227,2,0,1
555,16,0,1
320,15,1,1
1541,5,0,1
1204,2,0,1
410,2,0,1
279,20,0,1
3456,9,0,1
1619,22,0,1
159,5,1,1
2922,5,0,1
1302,7,1,1
2199,11,0,1
847,2,0,1
1208,5,1,1
1225,7,0,1
1101,21,0,1
295,23,0,1
95,5,0,1
2258,3,0,1
613,25,0,1
2084,13,1,1
2892,17,0,1
1584,13,0,1
449,6,0,1
898,0,0,1
2294,28,0,1
2512,11,0,1
3380,13,0,1
2108,11,0,1
673,18,0,1
2645,1,0,1
1124,8,0,1
3469,1,0,1
362,3,0,1
1239,16,1,1
169,22,0,1
1496,0,0,1
2852,27,0,1
1836,14,0,1
1248,9,0,1
641,26,0,1
3065,1,0,1
3018,6,0,1
1473,5,0,1
2666,12,1,1
860,3,0,1
3118,24,0,1
2089,12,1,1
2592,2,0,1
76,9,0,1
189,14,1,1
2684,12,0,1
1812,24,0,1
2794,12,0,1
641,5,0,1
3043,8,0,1
842,6,0,1
1381,8,0,1
1834,19,0,1
2103,22,0,1
649,5,0,1
1892,13,0,1
1549,13,1,1
124,4,0,1
3362,12,0,1
215,19,0,1
1890,6,0,1
3190,9,0,1
3109,10,1,1
729,5,0,1
3261,6,1,1
185,19,0,1
1129,7,0,1
668,17,1,1
1809,7,0,1
1899,2,0,1
3256,8,0,1
1371,12,0,1
2622,12,1,1
344,13,0,1
3026,11,0,1
434,1,0,1
2747,21,0,1
1505,12,0,1
114,6,0,1
479,11,1,1
2119,8,0,1
586,17,1,1
376,7,0,1
1895,20,0,1
403,15,0,1
1257,7,0,1
1311,7,0,1
1268,15,0,1
400,0,0,1
2460,8,0,1
2393,6,0,1
1059,15,0,1
366,13,0,1
811,21,0,1
663,19,0,1
2128,7,0,1
1491,9,0,1
2335,15,0,1
1473,15,0,1
2434,10,0,1
925,8,0,1
2553,0,0,1
1480,1,0,1
1391,9,0,1
3280,13,1,1
1667,8,0,1
1958,13,1,1
820,13,0,1
1109,11,0,1
67,15,0,1
1102,9,1,1
755,7,0,1
2452,14,0,1
911,5,0,1
1612,9,0,1
356,0,0,1
2815,5,0,1
213,8,1,1
705,3,0,1
1808,17,0,1
1185,3,0,1
676,22,0,1
2507,12,1,1
1413,7,0,1
2971,4,0,1
3204,16,0,1
426,11,0,1
775,6,1,1
244,14,0,1
1133,26,0,1
694,13,0,1
1304,7,0,1
1596,7,0,1
1286,6,0,1
64,2,0,1
2013,21,0,1
498,8,0,1
2350,4,0,1
2617,3,0,1
125,16,1,1
628,17,0,1
2622,15,0,1
2084,19,0,1
564,10,0,1
3241,14,0,1
3142,10,0,1
209,12,1,1
1647,3,1,1
543,20,0,1
789,19,0,1
555,5,0,1
3039,8,0,1
2518,10,0,1
1930,13,0,1
271,20,0,1
554,13,0,1
1933,11,0,1
1624,12,0,1
645,8,0,1
2164,12,0,1
1389,8,0,1
349,11,0,1
1747,20,0,1
1375,17,0,1
2250,26,0,1
3206,6,1,1
2516,10,0,1
216,18,0,1
1231,5,0,1
629,9,0,1
2098,8,0,1
1833,9,0,1
852,27,1,1
172,3,0,1
1124,7,1,1
1012,7,0,1
2647,3,0,1
845,22,0,1
2332,4,0,1
982,12,0,1
3097,2,0,1
329,15,0,1
1588,19,0,1
1099,6,0,1
1401,14,0,1
584,4,0,1
1283,10,0,1
1807,7,0,1
870,29,0,1
809,16,0,1
1746,17,0,1
835,12,0,1
2234,7,0,1
1026,5,0,1
2240,10,0,1
2240,15,1,1
844,22,1,1
2138,5,0,1
960,14,0,1
276,11,0,1
1074,9,0,1
1531,12,0,1
733,16,0,1
2337,12,0,1
1440,13,0,1
111,27,0,1
2444,8,0,1
67,21,0,1
3193,9,0,1
1617,2,0,1
240,2,0,1
2014,10,0,1
664,2,0,1
3074,1,1,1
409,23,0,1
1405,10,0,1
513,6,0,1
123,6,0,1
69,2,0,1
2406,2,0,1
3456,13,0,1
2690,4,0,1
2847,10,0,1
1191,8,1,1
2493,8,0,1
239,21,0,1
833,13,1,1
757,11,1,1
1014,2,0,1
3351,14,0,1
1525,5,0,1
1274,1,0,1
2993,16,0,1
2410,11,0,1
772,19,0,1
112,18,0,1
1371,3,0,1
1463,8,0,1
2745,3,0,1
1135,7,0,1
1941,19,0,1
886,8,0,1
903,7,0,1
1606,22,0,1
1426,6,0,1
289,9,0,1
38,12,0,1
2168,7,0,1
2184,28,0,1
2792,19,0,1
1813,7,0,1
2419,2,0,1
1271,20,0,1
252,18,0,1
852,5,0,1
1013,10,0,1
1124,16,0,1
1111,6,0,1
253,5,0,1
3247,9,0,1
541,5,0,1
719,5,0,1
261,16,0,1
1014,13,0,1
1093,15,0,1
436,24,0,1
1351,29,0,1
124,6,0,1
1489,10,0,1
3091,16,1,1
675,3,0,1
1526,3,0,1
92,2,0,1
1820,16,0,1
317,12,0,1
680,15,0,1
2710,16,0,1
852,5,0,1
2475,10,0,1
2027,10,0,1
1436,0,0,1
567,5,0,1
2232,7,0,1
368,5,0,1
173,6,0,1
2494,10,0,1
807,24,0,1
1864,4,0,1
1606,15,0,1
2763,21,1,1
2679,3,0,1
1504,22,0,1
1214,16,0,1
414,10,0,1
298,16,0,1
2388,11,0,1
125,6,0,1
2304,1,0,1
2095,11,1,1
343,1,0,1
3418,7,0,1
722,13,0,1
388,17,0,1
2284,14,0,1
671,5,1,1
590,12,0,1
852,2,0,1
762,7,0,1
1128,13,0,1
1384,27,0,1
1316,20,0,1
2008,9,0,1
942,2,0,1
3078,8,0,1
1246,19,0,1
3139,2,0,1
1036,21,0,1
2914,6,0,1
614,3,0,1
2261,6,0,1
353,16,0,1
2113,15,0,1
1573,12,0,1
3206,12,0,1
2928,14,0,1
1040,4,1,1
3283,22,0,1
1503,10,0,1
1625,5,0,1
2708,4,0,1
3347,18,1,1
1686,19,0,1
200,5,0,1
1032,21,0,1
2915,2,0,1
1365,16,1,1
1051,12,0,1
906,8,0,1
1121,10,1,1
1660,12,1,1
1973,5,0,1
2135,5,0,1
371,26,0,1
2186,11,0,1
2079,17,0,1
2376,18,0,1
1535,16,0,1
2717,6,0,1
107,26,0,1
1594,10,0,1
1070,25,0,1
2108,27,0,1
275,14,0,1
1395,8,0,1
1074,9,0,1
1319,15,0,1
108,4,0,1
1396,9,0,1
1110,9,1,1
1618,23,0,1
2621,2,0,1
861,15,0,1
1682,20,0,1
1296,0,0,1
1800,14,0,1
67,11,0,1
2821,2,0,1
1451,17,0,1
3368,6,0,1
3353,13,0,1
1215,3,1,1
512,3,0,1
1109,25,0,1
1204,7,0,1
1197,11,0,1
1025,9,0,1
1739,17,0,1
179,18,1,1
2077,1,0,1
364,4,0,1
2845,1,0,1
202,13,0,1
2112,14,0,1
1719,9,1,1
1457,3,0,1
457,10,1,1
1136,9,0,1
1037,2,0,1
409,13,1,1
1531,13,1,1
2454,24,1,1
3203,12,0,1
2826,0,0,1
528,13,0,1
3033,9,0,1
1350,4,0,1
3284,16,0,1
1732,15,0,1
424,24,0,1
985,13,1,1
2130,5,0,1
3206,8,0,1
1659,23,0,1
545,8,0,1
2916,15,0,1
1474,8,0,1
527,4,0,1
396,24,0,1
950,9,0,1
3227,6,0,1
1404,10,0,1
2341,14,0,1
110,16,0,1
1465,0,0,1
1093,6,0,1
2297,8,0,1
1113,24,0,1
433,7,0,1
329,21,0,1
2655,20,0,1
1265,7,0,1
102,0,1,1
635,18,0,1
479,19,1,1
1015,11,0,1
1329,8,0,1
78,19,0,1
954,15,0,1
368,9,0,1
2146,11,1,1
1562,6,0,1
1074,11,1,1
291,12,0,1
361,14,0,1
1132,4,0,1
517,20,0,1
598,17,0,1
2283,4,0,1
350,8,0,1
628,8,1,1
352,2,0,1
2361,2,0,1
805,7,0,1
349,2,0,1
256,10,0,1
1811,20,1,1
1304,3,0,1
3368,4,0,1
537,22,0,1
2997,9,0,1
628,1,0,1
2086,10,0,1
298,14,0,1
213,9,0,1
235,9,0,1
1074,14,0,1
2950,12,0,1
1970,2,0,1
552,20,0,1
468,9,1,1
2476,8,0,1
2410,3,0,1
2322,18,0,1
2491,9,0,1
2833,3,0,1
236,18,0,1
49,12,0,1
2086,13,0,1
2119,6,0,1
3049,15,0,1
3376,17,1,1
2346,13,0,1
213,10,0,1
229,5,0,1
1827,12,0,1
806,5,0,1
2461,30,0,1
1533,4,0,1
1628,7,0,1
1678,14,0,1
519,26,0,1
2884,3,0,1
3052,8,0,1
1972,17,0,1
798,13,0,1
225,8,0,1
2314,22,0,1
3386,6,1,1
1868,24,0,1
201,19,0,1
3416,9,0,1
289,23,0,1
243,2,0,1
2738,23,0,1
1567,20,0,1
1289,13,0,1
384,6,0,1
1122,7,0,1
2785,2,0,1
722,28,1,1
186,1,0,1
3320,23,0,1
1417,1,0,1
2467,1,0,1
3069,11,0,1
3047,25,0,1
729,18,0,1
226,13,1,1
117,9,0,1
2934,7,0,1
1377,11,0,1
791,8,0,1
2370,26,0,1
871,9,0,1
737,17,0,1
3490,23,0,1
2185,2,0,1
2615,3,0,1
151,11,0,1
72,14,0,1
669,3,0,1
2134,4,0,1
366,19,1,1
1305,8,0,1
478,14,0,1
2888,14,0,1
3166,5,0,1
1455,7,0,1
2280,7,0,1
664,18,0,1
984,7,0,1
74,11,1,1
1059,4,0,1
2413,8,0,1
1126,7,0,1
1401,16,0,1
1852,0,0,1
480,14,0,1
1292,14,0,1
653,5,0,1
1400,4,0,1
171,3,0,1
810,7,0,1
2381,15,0,1
637,12,1,1
1591,8,0,1
1098,21,0,1
1249,6,0,1
2920,5,0,1
3293,4,0,1
1952,11,1,1
1401,4,0,1
1841,2,0,1
287,29,0,1
2699,12,0,1
2986,5,1,1
295,9,1,1
1747,5,0,1
1675,19,0,1
286,24,0,1
78,5,0,1
2911,13,0,1
3238,7,0,1
83,8,0,1
1263,16,1,1
2269,13,0,1
3051,3,0,1
3096,17,1,1
1138,0,0,1
2640,6,0,1
105,8,1,1
2525,3,1,1
268,11,0,1
221,10,0,1
666,16,1,1
533,12,0,1
601,22,0,1
1857,10,0,1
2251,22,1,1
790,18,0,1
182,0,0,1
2999,11,0,1
773,6,0,1
1616,7,0,1
852,6,0,1
881,10,0,1
892,7,0,1
2112,4,0,1
403,15,0,1
2781,11,0,1
398,9,0,1
1014,21,0,1
1014,13,0,1
1328,5,0,1
2589,28,0,1
1565,20,0,1
311,25,0,1
1176,8,0,1
853,8,0,1
1534,3,0,1
484,3,0,1
555,3,0,1
3437,12,0,1
251,13,0,1
1335,5,0,1
982,19,0,1
2543,3,0,1
2302,0,0,1
1497,10,0,1
2754,5,0,1
265,11,0,1
1333,11,0,1
1002,7,0,1
2246,18,0,1
3409,13,0,1
2213,10,1,1
587,22,0,1
537,9,1,1
818,7,1,1
788,13,0,1
239,19,0,1
1014,4,0,1
1576,9,0,1
2199,17,1,1
2264,8,0,1
845,18,0,1
1281,2,0,1
203,4,0,1
3184,8,0,1
3396,11,1,1
315,19,1,1
762,6,0,1
2256,11,0,1
1061,9,1,1
2097,6,0,1
736,26,0,1
592,12,0,1
1050,1,0,1
1317,10,0,1
2466,3,1,1
1403,15,1,1
2557,0,0,1
2168,7,0,1
651,2,0,1
2716,4,0,1
142,26,0,1
1558,11,0,1
1087,14,0,1
1450,4,0,1
134,12,0,1
1446,7,0,1
613,4,0,1
2290,6,0,1
2831,0,0,1
149,17,0,1
1538,0,0,1
659,2,0,1
721,8,0,1
317,3,0,1
1100,5,0,1
2274,5,0,1
3163,3,0,1
715,8,0,1
277,3,1,1
1168,3,0,1
1096,22,0,1
1862,17,0,1
846,14,0,1
688,10,0,1
2520,3,0,1
711,14,0,1
785,8,0,1
2193,11,0,1
1126,22,0,1
580,17,1,1
1482,5,1,1
657,23,0,1
444,18,0,1
3196,13,0,1
341,18,0,1
362,16,0,1
1161,9,0,1
112,28,0,1
2745,4,0,1
3344,5,1,1
2177,13,0,1
3309,8,0,1
3149,26,0,1
2610,2,0,1
1621,14,1,1
1952,15,0,1
3338,9,0,1
642,8,0,1
1133,16,0,1
3284,6,0,1
100,5,0,1
3384,4,0,1
198,19,0,1
1111,10,0,1
583,4,0,1
296,20,0,1
2970,7,0,1
2463,12,0,1
81,1,0,1
1856,4,0,1
1507,19,0,1
1234,13,0,1
1376,8,0,1
932,6,0,1
2454,1,0,1
1061,17,0,1
2243,20,0,1
2374,1,0,1
3194,13,0,1
2375,8,0,1
1146,8,1,1
691,4,0,1
2999,14,0,1
582,12,0,1
2199,4,0,1
2479,11,0,1
1211,8,1,1
2407,3,0,1
1761,2,0,1
3421,11,1,1
936,3,0,1
548,12,1,1
2212,0,0,1
1262,23,0,1
2058,8,0,1
1482,7,0,1
93,14,0,1
1121,6,0,1
1938,10,0,1
2843,1,0,1
224,8,0,1
999,10,1,1
1649,11,0,1
2281,23,0,1
1569,20,0,1
469,8,0,1
2271,5,0,1
2357,4,0,1
3029,9,1,1
2409,26,0,1
3004,3,0,1
2084,2,0,1
1416,16,1,1
500,2,0,1
863,11,0,1
2603,21,0,1
212,8,1,1
1060,15,0,1
1852,4,0,1
1362,15,0,1
2828,17,0,1
1465,9,0,1
17,9,0,1
2396,17,0,1
3324,23,0,1
612,21,0,1
1737,7,0,1
2099,6,0,1
1208,11,0,1
1242,16,1,1
3057,10,0,1
2124,0,0,1
2499,1,1,1
2205,9,0,1
178,11,0,1
828,19,0,1
624,16,1,1
1182,26,0,1
1414,17,1,1
170,20,0,1
2940,6,0,1
1269,19,0,1
680,23,0,1
1403,10,0,1
467,5,0,1
1449,10,0,1
239,18,0,1
1002,12,0,1
236,5,0,1
1624,10,1,1
382,23,1,1
989,1,1,1
1067,6,0,1
344,9,0,1
1632,14,0,1
804,7,0,1
2069,17,1,1
302,1,0,1
104,19,0,1
1082,12,0,1
1675,23,0,1
3232,16,0,1
2347,10,0,1
3155,10,0,1
1635,18,0,1
354,27,0,1
242,18,1,1
1202,18,0,1
856,6,0,1
2282,9,1,1
401,9,0,1
101,16,0,1
3392,8,0,1
2894,26,0,1
2335,17,0,1
3141,5,0,1
748,12,0,1
3249,5,0,1
1676,1,1,1
987,17,0,1
549,5,0,1
1681,8,1,1
1389,8,0,1
627,29,0,1
1986,15,0,1
1553,14,0,1
1127,6,0,1
2602,21,0,1
756,10,0,1
2193,17,1,1
521,4,0,1
2750,9,0,1
610,5,0,1
1382,12,0,1
1645,12,0,1
621,14,0,1
3163,10,0,1
2913,6,0,1
1014,21,0,1
71,20,1,1
522,14,0,1
2793,11,0,1
2039,9,0,1
1276,2,0,1
1848,6,0,1
2336,29,0,1
1671,6,0,1
1107,5,0,1
393,25,0,1
1220,2,0,1
255,10,1,1
646,8,0,1
74,8,0,1
67,20,0,1
713,16,0,1
966,19,0,1
671,10,0,1
1170,23,1,1
469,5,0,1
723,8,0,1
939,9,0,1
3463,6,0,1
895,9,0,1
392,12,1,1
2411,7,0,1
3182,9,1,1
959,6,0,1
1371,5,0,1
1376,24,0,1
800,28,0,1
2126,4,0,1
181,14,1,1
965,1,0,1
454,10,0,1
1643,13,0,1
407,12,0,1
556,16,0,1
2440,1,0,1
1717,11,1,1
904,14,0,1
538,20,0,1
2858,16,1,1
1430,24,0,1
3003,0,1,1
313,4,0,1
480,5,0,1
2140,16,0,1
3007,8,0,1
928,15,0,1
3187,8,0,1
1552,7,0,1
2086,10,0,1
936,9,0,1
2611,0,0,1
2437,21,0,1
61,8,0,1
596,26,0,1
2073,24,0,1
823,5,0,1
907,6,0,1
3080,7,0,1
3434,13,0,1
2180,1,0,1
509,16,0,1
1507,10,0,1
1277,16,0,1
305,13,1,1
99,7,0,1
185,16,0,1
84,27,0,1
2094,8,0,1
3278,23,0,1
757,2,0,1
1380,7,0,1
1204,7,0,1
2805,17,0,1
2135,7,1,1
902,1,0,1
