ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
13265,churned,157,127,268.797539,1545,396,0,3473.191785,1800.725462,12,12,iPhone
13266,retained,40,34,253.5675859,1011,113,13,2329.842878,1936.012371,28,27,Android
13267,retained,2,2,3.943483348,2781,167,1,1150.161178,655.3109997,12,11,iPhone
13268,retained,19,15,219.2220147,2206,0,27,5185.247236,2833.832533,24,19,iPhone
13269,retained,10,10,27.70733038,1003,0,82,2113.170515,752.1099857,3,0,iPhone
13270,retained,6,5,7.028706776,2343,583,0,5473.745795,2874.15256,29,24,iPhone
13271,retained,54,50,608.6285583,959,0,30,1695.891014,799.4082586,5,5,iPhone
13272,retained,86,69,431.0100677,30,267,19,3342.042206,2190.381629,30,20,Android
13273,retained,280,280,417.8329343,298,0,3,2911.488999,249.7195071,2,2,iPhone
13274,retained,1,1,135.6021056,391,276,0,3628.70407,2412.233069,24,17,Android
13275,retained,44,44,475.3458425,844,0,0,963.6583718,482.8054947,17,14,iPhone
13276,retained,40,34,43.20460518,2977,96,0,2815.626209,1955.684947,19,18,iPhone
13277,churned,25,24,106.0201559,887,47,33,3061.172706,1071.037164,1,0,iPhone
13278,retained,7,6,37.54328926,1107,375,0,3752.483997,502.4203604,22,18,iPhone
13279,retained,51,41,55.33565887,2889,0,12,8598.772683,2376.911729,4,4,iPhone
13280,retained,33,28,106.3157721,33,76,0,4903.569025,3923.580704,30,28,Android
13281,retained,33,29,216.0298861,3425,7,121,4625.803124,1201.744336,13,10,iPhone
13282,retained,332,266,353.8551057,947,120,1,3222.683477,829.3249773,2,0,iPhone
13283,churned,24,23,168.3006003,1159,147,140,3797.944907,1741.831395,2,0,iPhone
13284,retained,21,17,808.7292791,1670,316,0,4393.611169,3284.046168,8,8,iPhone
13285,retained,5,4,44.6322877,1635,37,96,3096.233713,548.8110522,8,4,iPhone
13286,retained,118,96,341.1067666,1035,288,47,980.8908353,508.6998336,13,9,iPhone
13287,retained,19,18,25.87577609,1626,0,0,8756.116231,2439.749801,18,14,Android
13288,churned,33,33,316.2725954,1514,8,1,6459.599591,3112.034625,1,1,iPhone
13289,,15,12,65.99251532,127,259,0,5161.675168,946.707872,2,0,iPhone
13290,churned,131,105,143.0272053,751,221,4,3523.915102,1196.520449,5,5,Android
13291,retained,504,405,516.1168519,1263,108,0,4364.697609,3411.247404,25,18,iPhone
13292,retained,128,103,226.3855463,423,188,0,2524.355167,1729.807436,21,17,iPhone
13293,retained,31,25,53.99348199,2863,33,19,2766.098077,1745.053283,3,2,iPhone
13294,retained,72,72,120.0242867,1384,80,0,2281.004311,1867.504921,27,17,iPhone
13295,retained,323,285,447.7796557,2713,5,10,6616.227317,3625.660554,30,25,Android
13296,churned,103,84,319.0762174,632,166,50,2505.875973,600.387586,17,17,Android
13297,churned,153,123,170.9419353,3007,0,11,2355.550583,1744.521692,5,5,iPhone
13298,retained,55,44,174.270525,1760,16,0,4531.705797,2046.470397,8,3,iPhone
13299,retained,36,29,336.2084153,3260,27,117,5344.818405,1053.925211,4,1,Android
13300,retained,240,192,396.9061836,3095,75,0,2040.138774,527.5872244,23,16,iPhone
13301,retained,131,108,229.3691593,1472,90,0,1246.014459,769.1332282,2,2,iPhone
13302,retained,40,32,334.8468296,3357,39,0,9516.278451,1268.135172,25,20,iPhone
13303,retained,96,77,166.9305395,1166,23,5,2292.177661,1572.195572,18,14,iPhone
13304,retained,34,28,98.98247932,1743,0,120,1794.882111,894.7477711,13,8,iPhone
13305,retained,72,58,112.2319563,1030,99,0,3988.015594,3175.725253,22,18,iPhone
13306,retained,45,45,121.6675718,2966,0,70,2363.328902,1811.909414,5,3,Android
13307,retained,19,15,338.028899,2660,174,0,8974.615908,663.5169346,22,19,iPhone
13308,retained,124,99,127.476581,2758,224,59,2474.440729,332.6314539,19,19,iPhone
13309,retained,8,7,281.9585795,1691,11,6,3724.85969,3072.835874,18,10,iPhone
13310,churned,68,55,178.8558968,2471,61,181,556.6899945,462.7803346,11,11,iPhone
13311,churned,88,73,209.131559,1118,178,0,2800.08422,580.9638932,6,6,iPhone
13312,retained,6,5,125.5317544,1715,18,149,5292.002318,2259.640913,12,11,iPhone
13313,retained,33,27,54.2810662,128,124,17,6573.120749,5196.591208,13,8,iPhone
13314,retained,160,130,333.437185,1595,237,13,2332.361602,1774.593281,4,0,iPhone
13315,retained,207,166,220.4888609,475,42,19,641.5257267,486.769019,22,16,iPhone
13316,retained,70,70,86.04053564,1363,624,0,3286.109378,2703.831835,12,8,Android
13317,retained,48,40,242.8397607,284,635,143,3658.050302,2008.997675,8,8,Android
13318,,83,68,203.4762876,2929,412,0,3569.582421,725.406008,1,1,Android
13319,retained,27,27,64.04534421,2674,145,60,8313.181145,2937.773503,6,5,iPhone
13320,retained,15,12,173.0512581,532,0,0,6815.860246,1436.04777,28,22,iPhone
13321,retained,129,108,133.7299947,2565,125,40,1866.880614,1001.301161,21,17,iPhone
13322,churned,33,26,106.5258872,832,249,60,8007.956415,3531.370387,18,12,Android
13323,retained,73,61,136.8230587,3464,1,49,4935.676789,3152.986638,23,21,iPhone
13324,retained,99,83,122.6037693,2538,0,98,1584.734234,663.8382241,26,17,iPhone
13325,churned,33,29,127.0762203,2624,214,53,1214.432039,527.9094938,3,0,iPhone
13326,retained,45,39,111.1351433,2633,92,0,2673.940762,2106.510552,2,2,Android
13327,retained,90,85,147.4679071,293,73,21,967.3058776,367.7635067,24,16,Android
13328,retained,42,34,49.99055532,2288,0,92,7993.223464,5231.457603,25,17,iPhone
13329,retained,1,1,148.3598976,1890,75,6,1768.407982,582.4838607,14,10,iPhone
13330,churned,64,52,80.4603498,2091,673,9,3778.091607,2479.391138,6,2,iPhone
13331,,24,20,40.54478255,2333,0,66,1930.358933,1001.397106,5,1,iPhone
13332,churned,20,19,61.09000294,1740,103,51,2684.978992,2097.602856,5,5,iPhone
13333,churned,63,51,194.8979435,2910,221,23,1594.986748,1288.583993,5,5,Android
13334,retained,74,61,344.119834,1623,297,59,2067.935867,826.1651556,7,3,iPhone
13335,,96,78,98.73738257,296,0,138,2734.254118,1632.835957,15,10,Android
13336,retained,20,19,179.4911678,720,145,0,2451.657584,1251.300387,24,20,iPhone
13337,churned,46,38,110.0975563,2005,45,65,4493.683147,2644.009301,2,0,Android
13338,retained,8,8,86.034925,2827,97,29,4155.408929,1418.604673,18,13,iPhone
13339,retained,7,7,59.09784374,2930,6,71,5665.992019,3192.431095,29,21,iPhone
13340,retained,4,3,186.8486904,1342,29,0,4843.544181,1481.940668,1,1,iPhone
13341,,18,15,85.75859229,671,307,84,3763.849702,714.2017789,30,27,Android
13342,retained,29,25,87.24241225,2282,21,0,2217.452454,1024.692377,28,27,iPhone
13343,retained,125,100,137.9949582,1262,13,30,8270.798508,3514.899108,21,15,iPhone
13344,churned,84,67,210.3085288,3071,99,28,10654.09466,2772.483382,8,7,iPhone
13345,retained,46,37,161.9550618,2822,127,7,4790.806854,3094.980748,17,16,Android
13346,churned,158,137,190.6671577,795,0,0,6658.175838,5378.80124,21,15,Android
13347,retained,57,47,162.5807975,2534,84,127,1504.41859,1073.020185,25,18,Android
13348,retained,11,10,58.24992866,1697,38,0,2881.279157,921.5654618,8,2,iPhone
13349,churned,55,55,148.3026355,848,62,23,5846.448315,1345.945853,18,11,iPhone
13350,retained,135,134,200.1973731,736,124,0,6147.945268,4729.999009,26,25,Android
13351,churned,63,59,308.1454995,2542,857,0,2975.062932,1605.54889,5,5,iPhone
13352,retained,7,6,32.15069109,2685,0,0,6031.399895,4491.201974,15,12,iPhone
13353,retained,114,92,218.1243055,355,26,0,5428.758874,1984.681396,2,0,iPhone
13354,retained,56,45,243.720232,1480,0,35,5657.864872,4660.502879,13,12,Android
13355,retained,103,83,107.2924653,1440,0,7,1244.689485,628.1315298,13,8,Android
13356,retained,79,65,93.04734857,2514,225,0,3723.658142,954.0686666,25,23,iPhone
13357,retained,57,46,65.3569135,2526,0,30,2070.621799,83.80631668,1,1,iPhone
13358,retained,52,43,64.68962886,3267,0,41,3920.291271,1143.350165,2,0,iPhone
13359,retained,76,76,130.3057567,1750,167,62,1810.45757,1308.15792,6,3,Android
13360,retained,1,1,57.32501199,2709,23,0,11522.33237,4988.639727,13,9,Android
13361,retained,57,49,196.9243308,1970,52,10,5019.189153,2013.215347,11,6,iPhone
13362,retained,118,95,125.5055682,3002,321,88,5565.28669,897.4153603,6,5,Android
13363,retained,157,127,368.169296,922,490,21,5717.519395,1656.85274,1,0,iPhone
13364,,37,29,252.7520988,1639,245,0,5141.62946,2205.685382,6,5,iPhone
13365,retained,15,12,95.55095622,801,250,4,2031.247401,1326.508435,4,2,Android
13366,retained,72,58,317.5375686,2760,0,26,771.0249524,462.0847417,3,0,Android
13367,retained,16,14,62.51131855,637,6,16,2104.821161,935.9709675,27,17,iPhone
13368,retained,189,152,489.7421067,923,17,0,6677.453592,4428.760288,20,11,Android
13369,retained,64,59,202.8096575,1568,612,60,2776.291238,586.6929782,4,4,Android
13370,,22,19,309.7786388,725,97,0,823.5690048,582.9297229,8,6,iPhone
13371,retained,119,97,373.1466881,697,123,5,3830.679458,1803.287879,9,6,iPhone
13372,churned,154,123,268.6953726,2075,111,0,910.1481923,481.1758637,13,8,iPhone
13373,churned,22,18,271.4521883,759,109,15,1769.059652,301.3970172,4,2,iPhone
13374,retained,44,36,74.58578022,1019,0,33,11764.28136,4614.734339,16,15,Android
13375,retained,20,18,35.9441958,1681,33,27,2658.767441,881.1558113,12,12,iPhone
13376,retained,120,96,123.6520959,858,366,0,2298.856612,1467.211787,29,26,Android
13377,retained,23,18,192.8902663,1367,277,6,13328.4182,5720.364921,28,18,iPhone
13378,retained,11,11,134.9153223,2761,366,0,5810.512994,4019.044348,16,16,iPhone
13379,retained,15,12,32.61508595,2067,0,5,1018.889833,848.0631638,15,15,iPhone
13380,retained,23,22,54.93532404,2939,114,0,7783.787101,405.0497825,26,17,Android
13381,retained,92,85,283.1471387,2177,0,123,2155.20097,1431.346833,7,1,Android
13382,retained,122,98,178.071659,2180,344,5,895.5318374,691.4975606,27,17,iPhone
13383,retained,168,135,303.3592891,2907,0,0,2440.91169,138.5750733,20,19,iPhone
13384,retained,73,73,446.3062645,2329,198,0,2432.58136,1402.258955,17,12,Android
13385,retained,18,16,352.9557055,2831,533,38,6078.386441,4119.136536,5,5,iPhone
13386,retained,53,43,184.2824536,2252,216,20,1657.096109,1027.380132,3,0,Android
13387,retained,7,6,32.49017707,685,72,124,2696.42767,390.7439118,1,0,iPhone
13388,retained,71,57,302.7050405,2574,345,0,8562.926675,6228.32458,4,0,Android
13389,retained,1,1,24.39571417,1667,114,0,2422.77642,1980.952377,3,0,iPhone
13390,retained,82,66,146.4263629,1450,35,77,2673.862807,304.2833317,26,18,Android
13391,churned,182,146,221.8049445,239,126,0,1730.485237,1288.755808,12,8,iPhone
13392,retained,74,68,109.2635679,2153,0,0,9374.975846,1615.418727,8,6,iPhone
13393,retained,33,26,60.15906529,708,145,0,6330.404071,244.535786,20,17,iPhone
13394,retained,80,64,151.112202,582,65,1,6438.380915,3534.047307,28,22,iPhone
13395,retained,111,89,207.1152999,2674,0,0,2700.544472,2186.905195,26,18,Android
13396,retained,9,7,105.8275847,1351,15,0,7242.071114,930.3942022,30,23,Android
13397,retained,26,23,75.21891294,2409,242,66,2608.271064,2169.258029,4,4,iPhone
13398,retained,78,63,303.3174565,2071,450,0,1509.194092,681.1465072,23,15,iPhone
13399,retained,62,50,116.3423633,1376,89,0,5658.523998,3172.653509,12,12,Android
13400,retained,1,0,8.180371756,2828,23,17,3287.377895,1632.450086,2,2,iPhone
13401,retained,91,81,102.873991,2294,111,0,4455.908978,1133.199421,13,11,iPhone
13402,retained,49,49,229.6501623,605,304,0,4130.773075,2044.053225,28,19,iPhone
13403,churned,82,66,322.0532203,2909,418,28,2744.015662,2102.82318,1,1,iPhone
13404,retained,161,161,193.1166627,491,181,0,8237.412729,1530.610912,15,9,iPhone
13405,retained,36,30,283.0364043,133,78,0,2160.475468,152.5542911,31,28,iPhone
13406,retained,6,6,30.51789796,2167,0,5,1434.14753,989.9327448,7,5,Android
13407,retained,10,8,32.4405699,1020,65,0,9243.332696,1158.101439,10,7,iPhone
13408,retained,103,82,262.5558197,678,9,0,3096.690122,1202.04053,5,1,Android
13409,retained,8,8,148.9563878,2119,0,112,3309.263294,2643.908691,16,15,iPhone
13410,retained,37,30,737.9593851,284,92,0,843.6678659,229.6353913,14,9,iPhone
13411,,16,16,74.35445965,2700,109,7,4689.512831,1238.079434,19,18,iPhone
13412,retained,14,11,206.6556087,828,0,0,7840.022352,284.3687598,6,3,iPhone
13413,retained,117,95,119.7654835,1743,31,23,1980.034942,683.8787939,24,22,iPhone
13414,churned,41,33,285.8554966,3042,606,29,5893.307691,4161.451735,2,0,iPhone
13415,retained,205,205,419.1077471,425,121,95,2957.675255,1451.900442,8,8,iPhone
13416,,167,134,236.1792267,1353,102,37,3281.568192,2436.49469,18,10,iPhone
13417,churned,18,15,124.9050011,928,30,7,3357.861426,675.8344336,6,6,iPhone
13418,retained,25,20,405.0123311,1052,159,53,4462.029727,1368.119626,11,4,iPhone
13419,retained,55,46,165.2400546,3032,85,0,2662.872959,1058.542612,30,28,iPhone
13420,retained,32,25,42.14902365,624,37,14,1225.846593,828.3526105,27,24,iPhone
13421,,142,114,289.4392225,2246,5,51,5827.327884,2617.711655,14,10,iPhone
13422,retained,5,5,286.2524658,1995,0,46,1670.920452,414.6947052,19,16,iPhone
13423,retained,32,29,77.3095714,1821,144,87,3371.376574,2655.755539,18,16,Android
13424,retained,3,3,58.26260715,2336,21,0,2471.51541,871.5502002,21,16,Android
13425,retained,35,28,168.618817,1278,64,0,1476.94144,765.4623383,8,7,iPhone
13426,retained,103,86,331.6232517,654,97,59,1603.516107,794.9184853,28,26,Android
13427,retained,118,97,220.7151951,2483,0,0,7401.419698,1175.646171,4,4,Android
13428,churned,40,32,97.87688188,1308,77,79,3657.952479,537.5837916,14,9,Android
13429,retained,164,164,169.336742,871,22,16,3811.903697,2058.155571,19,10,Android
13430,retained,380,304,446.8706326,3217,94,4,3288.833122,648.3761373,30,27,iPhone
13431,retained,8,8,13.24704691,1580,147,18,5337.409812,4303.146027,8,5,iPhone
13432,retained,51,42,71.24032254,1020,111,7,2141.732309,1675.539129,13,13,Android
13433,retained,25,21,90.61648827,2488,0,0,3038.968155,2323.975441,0,0,Android
13434,retained,112,98,194.182525,2482,355,0,3107.834009,901.1531258,26,24,iPhone
13435,retained,13,10,151.8849383,3235,89,0,7725.227704,1404.32809,30,22,iPhone
13436,retained,34,28,243.3042813,3276,252,13,3369.036435,2303.599046,24,22,iPhone
13437,retained,11,10,73.06141722,31,265,0,3053.627298,1831.048352,25,25,Android
13438,retained,140,117,161.7098441,1878,0,18,4820.11019,3430.650455,14,12,Android
13439,retained,217,173,388.6046155,1786,94,0,3872.019828,1328.956569,7,7,Android
13440,churned,16,13,54.92976722,1155,0,41,5567.042405,784.8699387,1,1,iPhone
13441,retained,35,28,193.1184686,1879,414,113,3019.833069,2310.545301,22,21,iPhone
13442,retained,149,131,317.4450558,153,30,0,1450.613771,994.3080589,28,25,iPhone
13443,retained,32,26,210.2727683,2974,0,0,4570.327584,3251.082979,12,12,Android
13444,churned,148,142,151.9907834,1167,334,10,2553.34973,969.5696864,7,3,Android
13445,retained,89,71,104.5923148,2720,177,208,2085.554718,1473.629792,29,26,iPhone
13446,,52,44,90.84767071,536,0,62,7209.524506,5820.82647,12,8,Android
13447,retained,83,67,116.3775407,3482,0,14,1877.07888,905.3988319,12,9,iPhone
13448,retained,196,159,254.3279534,960,2,12,9491.575951,981.0715581,2,0,Android
13449,churned,144,117,250.3261657,915,66,2,1419.161548,201.1006713,13,11,Android
13450,churned,6,6,177.6615325,1040,0,0,10281.6399,2895.596133,8,7,Android
13451,,169,138,190.9031325,3349,1,27,4695.889964,1251.574796,4,4,Android
13452,retained,40,40,65.79300752,2316,50,34,1698.694628,1354.306339,20,20,Android
13453,retained,69,69,439.9204969,2748,0,72,3939.340078,1662.148144,6,5,iPhone
13454,retained,20,16,447.3677995,3078,0,26,3972.186815,818.6885587,25,18,Android
13455,retained,6,5,43.45438978,3234,30,5,2445.97693,508.7929812,21,17,iPhone
13456,retained,54,44,145.3766085,2165,120,122,6169.262295,501.9698907,24,20,Android
13457,retained,19,16,211.5834884,478,545,41,2504.22538,1016.104077,29,28,Android
13458,retained,69,56,108.6712343,227,116,0,5509.07693,824.4774617,2,0,iPhone
13459,retained,50,40,51.18187453,2287,18,5,2069.690356,1609.778998,21,18,Android
13460,retained,55,44,192.2866179,500,53,0,2240.251352,1340.647154,19,17,Android
13461,retained,111,89,223.1137643,2195,79,97,1734.756192,711.2204196,30,27,iPhone
13462,churned,78,66,179.1285259,1264,16,0,5150.561072,3796.568834,1,0,iPhone
13463,retained,42,41,379.3305835,553,144,58,2894.495262,1268.151673,21,17,iPhone
13464,retained,277,222,484.0624663,2425,85,126,4478.380393,1741.741085,26,16,iPhone
13465,retained,212,176,245.5062912,2427,0,0,5927.737697,1407.108295,12,12,iPhone
13466,retained,13,10,103.9887269,2502,15,0,2224.759149,1659.703319,4,2,iPhone
13467,churned,20,19,393.2461707,2042,0,0,9110.990375,3526.167433,2,0,Android
13468,retained,297,251,531.2917593,850,3,150,743.7765011,479.7157744,25,20,iPhone
13469,retained,93,74,249.688198,1860,0,0,5510.352105,2239.801409,28,18,iPhone
13470,retained,148,148,162.3795239,1827,0,0,1534.980488,470.5817869,21,15,iPhone
13471,retained,13,10,112.2867183,192,104,53,2115.510361,431.440757,8,8,iPhone
13472,retained,20,16,132.5850629,1215,21,6,3871.790312,2673.104872,25,22,iPhone
13473,churned,72,68,133.5274123,3159,0,34,4234.031722,3131.366964,4,4,iPhone
13474,retained,42,34,88.04201309,1033,102,110,7982.830995,361.0939764,23,17,Android
13475,retained,29,29,104.4179247,650,196,0,3778.696502,1606.962868,24,23,Android
13476,,100,80,197.673628,1101,41,0,6479.197799,2797.834239,13,8,Android
13477,,34,29,102.010517,2414,32,51,4136.031819,737.6649961,29,25,iPhone
13478,retained,68,56,77.08239391,1450,127,21,3543.688571,1176.894154,17,13,Android
13479,retained,23,23,40.3361093,3195,42,44,1160.626746,573.0966802,13,13,iPhone
13480,churned,40,33,123.6160258,1870,0,163,4218.93671,1933.059598,8,8,Android
13481,retained,7,7,225.4496476,53,0,0,2310.366968,1501.061219,21,15,iPhone
13482,retained,55,45,185.7066549,8,0,0,1910.889564,1521.581183,8,8,Android
13483,,70,70,218.9142248,1794,247,38,7524.440424,1676.336697,12,12,iPhone
13484,churned,35,28,50.86045251,1244,279,0,5858.917932,4579.401285,15,10,iPhone
13485,retained,35,32,54.11291996,385,0,0,3670.154889,2315.489063,20,11,iPhone
13486,retained,40,32,44.39695345,3108,372,0,2701.533648,1122.611681,1,1,iPhone
13487,retained,9,7,125.6494753,2703,90,0,5707.415792,3331.100517,22,15,iPhone
13488,retained,58,48,125.5926126,182,502,0,1900.100739,409.9814413,19,12,iPhone
13489,retained,159,127,258.1101846,2011,0,40,8595.315678,5320.373623,8,8,Android
13490,retained,47,41,193.805177,3423,465,269,1811.230633,1467.401184,21,12,iPhone
13491,retained,60,51,185.6952062,1712,0,0,10361.02912,6602.987004,6,6,iPhone
13492,retained,63,53,554.0338082,1549,166,0,3184.515024,519.8973489,29,24,Android
13493,retained,18,15,81.83950191,3363,72,129,5753.371172,1506.564202,30,22,Android
13494,retained,102,82,208.7325631,1973,0,179,6276.453258,4055.396041,28,23,Android
13495,retained,7,7,239.0529562,305,0,48,812.4540345,420.3565646,7,4,Android
13496,churned,4,4,77.78388831,3259,367,39,967.8375221,452.3290414,21,20,Android
13497,retained,107,86,236.0269705,119,262,0,1118.452189,207.0812887,28,22,iPhone
13498,churned,190,153,226.6993404,1754,31,0,12229.7739,10040.56896,1,1,iPhone
13499,retained,119,96,240.3912091,2978,19,156,5217.272345,4022.359075,23,23,Android
13500,churned,61,49,101.4661896,39,129,12,4226.897224,2790.46712,0,0,Android
13501,,56,46,69.53422854,1119,7,0,2127.120812,1561.777143,22,18,Android
13502,churned,59,59,254.4343033,2313,106,135,10364.47289,8432.144271,1,1,iPhone
13503,retained,40,33,181.9238244,2432,67,0,573.8203969,374.6355227,24,17,iPhone
13504,retained,45,45,143.2413255,2179,131,33,678.5518737,242.457968,6,2,Android
13505,,131,105,139.2342437,819,0,34,5144.643625,2458.612703,29,28,iPhone
13506,retained,81,65,152.308271,217,89,0,2825.273466,1124.20538,6,4,iPhone
13507,retained,93,92,104.6918882,88,261,39,8305.039622,3944.708672,26,17,Android
13508,retained,65,65,244.4441447,295,15,0,2891.270336,1013.817097,7,7,Android
13509,retained,54,45,79.58383003,3301,47,74,3744.016724,2395.354114,9,5,iPhone
13510,retained,25,20,83.97505208,1794,19,23,1196.893675,182.8288344,6,3,Android
13511,retained,38,32,342.1065206,1007,0,39,8791.03513,1457.365896,26,22,iPhone
13512,churned,24,20,128.6567355,1904,27,43,871.7303887,589.7240546,17,13,iPhone
13513,retained,148,119,329.6510296,2245,0,0,6235.669037,729.1881813,17,14,iPhone
13514,retained,1,1,129.9263572,2571,134,23,7595.905685,5719.169461,22,16,iPhone
13515,retained,243,199,529.8943956,3359,5,0,1652.671776,1251.658142,21,15,iPhone
13516,retained,232,191,238.4764498,1047,36,0,9148.535634,2764.158608,12,12,Android
13517,retained,120,96,335.6646691,545,177,0,7893.251952,3785.995346,23,22,iPhone
13518,retained,12,11,100.5903227,33,15,20,2354.214514,1078.604274,19,13,iPhone
13519,retained,53,44,54.00078698,1257,182,0,1420.687902,984.2231796,28,25,iPhone
13520,retained,133,109,216.397217,2468,63,0,3065.486375,830.6174502,21,19,iPhone
13521,retained,10,8,59.26459478,283,109,0,2971.127561,1939.8105,15,15,iPhone
13522,retained,69,57,129.5271233,3191,101,17,3582.589443,1374.811218,21,17,Android
13523,retained,13,11,193.8104004,2963,82,0,4389.893561,3353.705983,3,3,iPhone
13524,retained,20,17,30.84540563,1540,168,31,3788.650809,992.6520902,10,10,iPhone
13525,churned,98,79,281.4095279,1834,37,41,3138.520496,2557.255964,10,6,Android
13526,retained,371,305,471.4622994,1371,105,22,6154.763176,742.6453678,26,18,iPhone
13527,retained,114,111,123.3902262,1696,200,6,3272.802946,2457.739201,16,13,iPhone
13528,retained,20,20,26.47604531,912,109,16,1801.925776,956.5482904,25,17,iPhone
13529,churned,89,89,142.388832,1505,73,41,725.6306191,385.7559471,22,20,Android
13530,retained,18,15,136.0283054,2392,240,39,4400.026098,2880.516562,1,0,iPhone
13531,retained,13,10,38.36515508,392,0,20,3101.296889,1963.757585,17,10,iPhone
13532,churned,68,54,78.17522864,3052,0,0,2358.60182,1401.079825,4,0,iPhone
13533,churned,230,187,243.02612,1293,194,44,3661.89725,2699.741028,8,8,Android
13534,retained,378,303,473.6926106,2031,0,0,2894.742202,2336.128129,28,22,Android
13535,retained,75,61,87.0189822,2525,0,21,3746.348734,3059.690803,4,0,iPhone
13536,retained,16,14,224.9786097,1798,360,0,3006.267899,1874.337289,15,11,iPhone
13537,retained,146,119,291.5198954,3060,0,25,5469.12849,3238.618894,27,26,iPhone
13538,retained,8,7,41.58033112,638,232,0,2674.916714,1077.580117,10,10,Android
13539,retained,212,172,392.5257357,1488,0,0,4065.401529,2665.234323,24,21,iPhone
13540,churned,101,81,318.3931462,2285,104,5,2106.67344,1453.60922,14,9,Android
13541,churned,28,23,223.704558,2787,0,29,5246.275046,2442.545826,5,5,iPhone
13542,retained,87,87,224.2170985,1015,3,61,3190.469923,494.062372,23,19,Android
13543,retained,75,60,296.5373782,1871,155,5,4884.790652,3098.676887,19,14,iPhone
13544,retained,7,7,61.70783112,1754,389,272,2676.576251,2036.648292,16,14,iPhone
13545,churned,13,12,42.99963493,188,0,16,1985.097149,349.2017909,4,3,Android
13546,churned,43,35,199.9666109,1931,607,10,2928.930281,526.5181217,12,12,iPhone
13547,retained,467,378,519.9528112,3190,0,37,7118.493005,5619.286058,30,27,iPhone
13548,retained,22,18,247.7626355,503,365,0,8545.449168,3621.377903,23,19,Android
13549,churned,14,13,30.96746515,1252,0,0,3720.727924,2439.335779,15,8,iPhone
13550,retained,27,27,330.8314484,24,174,167,2253.074636,1683.705848,24,23,Android
13551,retained,127,104,172.1306915,2492,0,0,7656.74426,1515.311604,1,1,iPhone
13552,retained,11,9,47.70014577,3202,9,0,4394.318078,3439.307555,26,23,iPhone
13553,churned,27,21,183.1260131,2146,160,35,432.6840637,292.7388881,10,3,Android
13554,retained,21,18,46.65346493,188,41,0,1761.465986,1066.242557,11,9,Android
13555,retained,50,41,490.163177,2502,411,16,4030.344752,1954.73304,6,5,iPhone
13556,retained,2,2,23.15825282,2489,186,0,2779.001452,2188.538399,17,17,iPhone
13557,retained,36,30,66.60886478,3092,19,0,1111.100465,631.9456508,7,7,iPhone
13558,churned,98,98,317.303486,2397,246,69,5896.960407,3901.859684,3,3,iPhone
13559,churned,123,99,326.9312359,1367,0,56,4152.483633,1031.38059,16,11,Android
13560,churned,105,85,224.6614189,2520,143,123,3230.317053,375.6947336,2,2,Android
13561,churned,68,55,240.1235462,233,219,25,2421.116952,834.4593932,1,1,iPhone
13562,churned,19,19,59.37016171,1572,0,0,7608.780262,5990.424291,15,11,Android
13563,retained,152,135,504.1268479,3206,50,18,1505.958226,1130.144445,20,19,iPhone
13564,retained,142,114,256.2091657,223,49,15,2978.432875,2442.725004,31,27,Android
13565,churned,71,71,91.94433522,3341,3,0,1799.958864,1149.226235,22,16,iPhone
13566,churned,7,7,76.53074669,267,43,1,2860.532773,1882.757152,13,8,Android
13567,retained,243,195,392.3747347,2729,7,78,3672.245296,2696.328062,14,14,Android
13568,retained,221,177,364.036308,2498,48,12,3002.432382,1625.544617,30,19,iPhone
13569,churned,49,39,60.3751962,3463,138,12,5349.198044,419.7329425,6,6,iPhone
13570,retained,52,43,77.61215691,1804,27,22,3811.229683,2433.945147,2,2,Android
13571,retained,88,71,226.4331688,3409,164,0,2377.684796,573.5773322,14,14,iPhone
13572,retained,65,52,155.9819601,2301,0,83,5036.656476,3345.117523,20,19,Android
13573,retained,85,73,135.9583677,1058,25,0,3149.917084,2489.660839,20,12,iPhone
13574,retained,175,140,229.5472023,2768,0,0,4808.342279,1356.534325,20,15,iPhone
13575,retained,77,62,202.4861304,979,402,0,8735.578167,3435.623039,20,18,iPhone
13576,retained,154,123,271.5707646,2719,0,96,3398.01087,773.3062867,31,21,iPhone
13577,churned,98,79,108.7544156,862,71,0,3680.014909,1724.956762,2,1,Android
13578,churned,84,68,96.43062701,1071,284,233,4486.945741,2273.699531,2,2,Android
13579,churned,111,97,300.7086575,1514,6,59,2211.630536,1401.204462,4,2,iPhone
13580,retained,80,80,169.326736,2890,396,0,1194.700189,927.636298,12,6,Android
13581,retained,61,49,188.8087187,1667,0,9,6073.479029,1434.764629,19,19,iPhone
13582,retained,30,25,45.50791893,1232,168,42,2584.471406,596.9097053,1,1,iPhone
13583,retained,73,59,129.4165978,1432,410,0,6446.593682,3550.224637,27,24,iPhone
13584,retained,50,47,453.0707408,1797,303,2,1532.674386,232.3660396,5,4,iPhone
13585,retained,51,43,59.13643202,3364,398,17,2309.686391,1442.712975,24,17,iPhone
13586,retained,49,41,54.93491968,3235,331,68,1836.184358,796.3072619,15,15,Android
13587,churned,70,57,187.1161,2214,3,0,2633.708309,1010.162709,1,0,iPhone
13588,retained,18,15,64.87613787,2325,178,59,6883.737396,1281.044309,8,8,iPhone
13589,retained,6,6,35.22531845,1142,0,17,4570.738745,2865.884888,4,2,iPhone
