Company,Valuation,Date Joined,Industry,City,Country/Region,Continent,Year Founded,Funding,Select Investors
XtalPi,$2B,8/11/21,Artificial intelligence,Shenzhen,China,Asia,2014,$786M,"Tencent Holdings, 5Y Capital, Sequoia Capital China"
Zilch,$2B,11/10/21,Fintech,London,United Kingdom,Europe,2018,$339M,"Gauss Ventures, Ventura Capital, dmg ventures"
56PINGTAI,$1B,1/25/21,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2013,$188M,"QF Capital, QC Capital, Unicom Innovation Venture Capital"
Alzheon,$1B,9/30/20,Health,Framingham,United States,North America,2013,$94M,"ARCH Venture Partners, Ally Bridge Group"
Aprogen,$1B,5/31/19,Health,Seongnam-Si,South Korea,Asia,2000,$62M,"Lindeman Asia Investment, Nichi-Iko Pharmaceutical"
Axtria,$1B,5/13/21,Data management & analytics,Berkeley Heights,United States,North America,2009,$206M,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India"
Cell C,$1B,8/7/17,Mobile & telecommunications,Midrand,South Africa,Africa,2000,$547M,"Blue Label Telecoms, Net1 UEPS Technologies"
China Cloud,$1B,6/11/18,Hardware,Wuxi,China,Asia,2010,$523M,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management"
CredAvenue,$1B,3/7/22,Fintech,Chennai,India,Asia,2017,$227M,"Insight Partners, B Capital Group, Lightspeed Venture Partners"
DeepBlue Technology,$1B,4/16/18,Artificial intelligence,Shanghai,China,Asia,2014,$79M,"DESUN Capital, Yunfeng Capital, Meridian Capital"
dMed Biopharmaceutical,$1B,7/12/21,Health,Shanghai,China,Asia,2016,$214M,"Qiming Venture Partners, Vivo Capital, Sequoia Capital China"
Einride,$1B,12/31/21,Auto & transportation,Stockholm,Sweden,Europe,2016,$151M,"Temasek, BUILD Capital Partners, Northzone Ventures"
EQRx,$1B,1/11/21,Health,Cambridge,United States,North America,2020,$700M,"Nextech Invest, Casdin Capital, Google Ventures"
Everly Health,$1B,12/3/20,E-commerce & direct-to-consumer,Austin,United States,North America,2015,$231M,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures"
Fair,$1B,12/20/18,Auto & transportation,Santa Monica,United States,North America,2016,$2B,"CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group"
Flipboard,$1B,7/22/15,Internet software & services,Palo Alto,United States,North America,2010,$211M,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners"
Globality,$1B,1/22/19,Artificial intelligence,Menlo Park,United States,North America,2015,$310M,SoftBank Group
Hosjoy,$1B,10/18/18,E-commerce & direct-to-consumer,Nanjing,China,Asia,2009,$139M,"U.S.-China Green Fund, Founder H Fund, Richland Equities"
Huisuanzhang,$1B,5/24/21,Fintech,Beijing,China,Asia,2015,$227M,"IDG Capital, Gaocheng Capital, Chuanrong Capital"
HuJiang,$1B,10/29/15,Edtech,Shanghai,China,Asia,2001,$223M,"China Minsheng Investment, Baidu, Wanxin Media"
Hyperchain,$1B,4/11/21,Fintech,Hangzhou,China,Asia,2016,$249M,"Yinhong Equity Investment Fund, E Fund, Ideal International"
iTutorGroup,$1B,11/18/15,Edtech,Shanghai,China,Asia,1998,$315M,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital"
JimuBox,$1B,4/21/15,Fintech,Beijing,China,Asia,2013,$131M,"Matrix Partners China, Ventech China, Shunwei Capital Partners"
Juma Peisong,$1B,11/26/18,"Supply chain, logistics, & delivery",Chengdu,China,Asia,2011,$281M,"Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital"
Justworks,$1B,1/28/20,Internet software & services,New York,United States,North America,2012,$143M,"Index Ventures, Thrive Capital, Bain Capital Ventures"
Keenon Robotics,$1B,9/15/21,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2010,$229M,"Yunqi Partners, SoftBank Group, iVision Ventures"
Kuaigou Dache,$1B,7/13/18,"Supply chain, logistics, & delivery",Tianjin,China,Asia,2014,$650M,"Sequoia Capital China, InnoVision Capital, Qianhai Fund of Funds"
LifeMiles,$1B,7/13/15,Other,Bogota,Colombia,South America,2011,$344M,Advent International
LinkSure Network,$1B,1/1/15,Mobile & telecommunications,Shanghai,China,Asia,2013,$52M,N/A
MobiKwik,$1B,10/13/21,Fintech,Gurugram,India,Asia,2009,$249M,"Sequoia Capital India, The Times Group, GMO VenturePartners"
Modernizing Medicine,$1B,5/10/17,Health,Boca Raton,United States,North America,2010,$394M,"Warburg Pincus, Summit Partners, Sands Capital"
OVH,$1B,8/15/16,Other,Roubaix,France,Europe,1999,$1B,"KKR, TowerBrook Capital Partners"
Phenom People,$1B,4/7/21,Internet software & services,Ambler,United States,North America,2011,$163M,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures"
Pipa Coding,$1B,3/25/21,Edtech,Beijing,China,Asia,2017,$268M,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management"
Qingting FM,$1B,6/2/21,Internet software & services,Shanghai,China,Asia,2011,$164M,"China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group"
Rad Power Bikes,$1B,10/28/21,Auto & transportation,Seattle,United States,North America,2007,$329M,"Durable Capital Partners, Cercano Management, T. Rowe Price"
Shukun Technology,$1B,8/16/21,Artificial Intelligence,Beijing,China,Asia,2017,$211M,"Marathon Venture Partners, Huagai Capital, China Creation Ventures"
Shulan Health,$1B,3/1/21,Health,Hangzhou,China,Asia,2015,$43M,Qiming Venture Partners
SITECH DEV,$1B,5/16/19,Other,Guiyang,China,Asia,2017,Unknown,China Prosperity Capital
Snapdeal,$1B,5/21/14,E-commerce & direct-to-consumer,New Delhi,India,Asia,2008,$2B,"SoftBankGroup, Blackrock, Alibaba Group"
SumUp,$1B,7/16/19,Fintech,London,United Kingdom,Europe,2011,$1B,"American Express Ventures, Goldman Sachs, Bain Capital Credit"
TalkingData,$1B,1/6/21,Mobile & telecommunications,Beijing,China,Asia,2013,$310M,"N5 Capital, CR Capital Mgmt, JD Digits"
TUNGEE,$1B,12/15/21,Artificial Intelligence,Guangzhou,China,Asia,2016,$171M,"UNITY VENTURES, Qiming Venture Partners, GGV Capital"
UISEE Technology,$1B,1/25/21,"Supply chain, logistics, & delivery",Beijing,China,Asia,2016,$154M,"Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures"
Valgen Medtech,$1B,5/6/21,Health,Hangzhou,China,Asia,2015,$188M,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners"
Vectra Networks,$1B,4/29/21,Artificial intelligence,San Jose,United States,North America,2011,$352M,"IA Ventures, Khosla Ventures, AME Cloud Ventures"
Venafi,$1B,12/10/20,Cybersecurity,Salt Lake City,United States,North America,2000,$174M,"Pelion Venture Partners, Foundation Capital, Thoma Bravo"
Wacai,$1B,7/18/18,Mobile & telecommunications,Hangzhou,China,Asia,2009,$369M,"Qiming Venture Partners, China Broadband Capital, CDH Investments"
WeBull,$1B,2/18/21,Fintech,Changsha,China,Asia,2016,$230M,"Bojiang Capital, Hongdao Capital, Mobai Capital"
WTOIP,$1B,4/8/18,Internet software & services,Guangzhou,China,Asia,2013,$307M,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital"
Xiaobing,$1B,7/12/21,Fintech,Beijing,China,Asia,2020,Unknown,"NetEase Capital, Northern Light Venture Capital, Microsoft"
Xiaoe Tech,$1B,6/15/21,Internet software & services,Shenzhen,China,Asia,2015,$149M,"GGV Capital, Hillhouse Capital Management, IDG Capital"
Yiguo,$1B,11/9/16,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2005,$800M,"Alibaba Group, KKR, Goldman Sachs"
Yimidida,$1B,1/14/19,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,$554M,"Source Code Capital, Global Logistic Properties, K2VC"
Yipin Shengxian,$1B,3/11/19,E-commerce & direct-to-consumer,Hefei,China,Asia,2017,$658M,"Eastern Bell Capital, Capital Today, Longzhu Capital"
Ynsect,$1B,2/21/19,Other,Evry,France,Europe,2011,$393M,"Astanor Ventures, Upfront Ventures, IDInvest Partners"
Hello TransTech,$1B,6/1/18,Auto & transportation,Shanghai,China,Asia,2016,$2B,"Ant Financial Services Group, GGV Capital"
Miaoshou Doctor,$1B,6/27/19,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,$947M,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings"
ECARX,$1B,10/26/20,Auto & transportation,Wuhan,China,Asia,2016,$394M,"Geely, SIG Asia Investments, China State Capital Venture Capital Fund"
Eat Just,$1B,11/30/17,Consumer & retail,San Francisco,United States,North America,2011,$440M,"Khosla Ventures, Horizons Ventures, Founders Fund"
Trumid,$1B,7/15/20,Fintech,New York,United States,North America,2014,$660M,"T. Rowe Price, Dragoneer Investment Group, BlackRock"
Qualia,$1B,12/21/20,Fintech,San Francisco,United States,North America,2015,$160M,"8VC, Menlo Ventures, Tiger Global Management"
Beisen,$1B,5/11/21,Internet software & services,Beijing,China,Asia,2002,$388M,"Matrix Partners China, Sequoia Capital China, Genesis Capital"
Earnix,$1B,2/21/21,Fintech,Giv'atayim,Israel,Asia,2001,$98M,"Jerusalem Venture Partners, Israel Growth Partners, Insight Partners"
Kujiale,$1B,10/25/19,Internet software & services,Hangzhou,China,Asia,2011,$235M,"GGV Capital, IDG Capital, Linear Venture"
Orca Security,$1B,3/23/21,Cybersecurity,Portland,United States,North America,2019,$632M,"YL Ventures, Redpoint Ventures, GGV Capital"
Apus Group,$1B,1/16/15,Mobile & telecommunications,Beijing,China,Asia,2014,$116M,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital"
Forte Labs,$1B,5/12/21,Fintech,San Francisco,United States,North America,2018,$910M,"Iris Capital, Accel, Elaia Partners"
CureFit,$1B,11/10/21,Health,Bengaluru,India,Asia,2016,$665M,"Chiratae Ventures, Accel, Kalaari Capital"
DT Dream,$1B,6/8/17,Data management & analytics,Hangzhou,China,Asia,2015,$267M,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital"
fabric,$1B,2/24/22,E-commerce & direct-to-consumer,Bellevue,United States,North America,2017,$294M,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures"
JOLLY Information Technology,$1B,5/29/18,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2008,$96M,"Legend Capital, CDH Investments, Sequoia Capital China"
K Health,$1B,1/19/21,Health,New York,United States,North America,2016,$271M,"Max Ventures, Mangrove Capital Partners, 14W"
Mofang Living,$1B,4/13/16,E-commerce & direct-to-consumer,Shanghai,China,Asia,2009,$650M,"Warburg Pincus, Aviation Industry Corporation of China"
Spendesk,$1B,1/18/22,Fintech,Paris,France,Europe,2015,$314M,"Index Ventures, Eight Roads Ventures, General Atlantic"
TaxBit,$1B,8/4/21,Fintech,Draper,United States,North America,2018,$236M,"Insight Partners, Coinbase Ventures, PayPal Ventures"
XiaoZhu,$1B,11/1/17,Travel,Beijing,China,Asia,2012,$572M,"Morningside Ventures, Capital Today, JOY Capital"
Yijiupi,$1B,9/20/18,Consumer & retail,Beijing,China,Asia,2014,$511M,"Source Code Capital, Meituan Dianping, Tencent Holdings"
YunQuNa,$1B,6/29/21,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,$207M,"Source Code Capital, Coatue Management, DCM Ventures"
Bordrin Motors,$1B,6/3/19,Auto & transportation,Shanghai,China,Asia,2016,$362M,"China Grand Prosperity Investment, CSC Group"
Aleo,$1B,2/7/22,Cybersecurity,San Francisco,United States,North America,2019,$228M,"Slow Ventures, Andreessen Horowitz, SoftBank Group"
Coocaa,$1B,3/16/18,Hardware,Shenzhen,China,Asia,2006,$218M,"Baidu, Tencent Holdings"
Gymshark,$1B,8/14/20,E-commerce & direct-to-consumer,Solihull,United Kingdom,Europe,2012,$262M,General Atlantic
M1 Finance,$1B,7/14/21,Fintech,Chicago,United States,North America,2015,$323M,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital"
Ouyeel,$1B,6/27/19,Internet software & services,Shanghai,China,Asia,2015,$432M,Taigang Venture Capital
SonderMind,$1B,7/28/21,Health,Denver,United States,North America,2014,$183M,"Kickstart Fund, General Catalyst, Drive Capital"
Astranis Space Technologies,$1B,4/14/21,Mobile & telecommunications,San Francisco,United States,North America,2015,$303M,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund"
Away,$1B,5/15/19,E-commerce & direct-to-consumer,New York,United States,North America,2015,$181M,"Global Founders Capital, Comcast Ventures, Forerunner Ventures"
Cabify,$1B,1/22/18,Auto & transportation,Madrid,Spain,Europe,2011,$407M,"Seaya Ventures, Otter Rock Capital, Rakuten"
Clarify Health,$1B,4/5/22,Health,San Francisco,United States,North America,2015,$328M,"KKR, Aspenwood Ventures, Spark Capital"
Coda,$1B,7/8/21,Internet software & services,Mountain View,United States,North America,2014,$240M,"Greylock Partners, General Catalyst, Khosla Ventures"
Deezer,$1B,8/2/18,Internet software & services,Paris,France,Europe,2007,$532M,"Orange Digital Ventures, Access Industries"
Degreed,$1B,4/13/21,Edtech,Pleasanton,United States,North America,2012,$318M,"Signal Peak Ventures, Owl Ventures, Jump Capital"
Deliverect,$1B,1/24/22,Fintech,Ghent,Belgium,Europe,2018,$237M,"Newion Partners, SmartFin Capital, OMERS Ventures"
Envoy,$1B,1/11/22,Internet software & services,San Francisco,United States,North America,2013,$170M,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital"
Epidemic Sound,$1B,3/11/21,Internet software & services,Stockholm,Sweden,Europe,2009,$509M,"EQT Partners, Blackstone"
Figment,$1B,12/20/21,Internet software & services,Toronto,Canada,North America,2018,$165M,"Bonfire Ventures, Two Sigma Ventures, FJ Labs"
Firebolt,$1B,1/26/22,Data management & analytics,Tel Aviv,Israel,Asia,2019,$264M,"TLV Partners, Zeev Ventures, Bessemer Venture Partners"
Five Star Business Finance,$1B,3/26/21,Other,Chennai,India,Asia,1984,$456M,"Sequoia Capital India, Tiger Global Management, Tencent"
GupShup,$1B,4/8/21,Internet software & services,San Francisco,United States,North America,2011,$384M,"Helion Venture Partners, Tiger Global management, CRV"
Kong,$1B,12/31/20,Internet software & services,San Francisco,United States,North America,2007,$169M,"New Enterprise Associates, CRV, Index Ventures"
Koudai,$1B,10/23/14,E-commerce & direct-to-consumer,Beijing,China,Asia,2010,$368M,"New Enterprise Associates, Tiger Global management, Tencent"
Panther Labs,$1B,12/2/21,Cybersecurity,San Francisco,United States,North America,2018,$141M,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners"
Papa,$1B,11/4/21,Health,Miami,United States,North America,2016,$241M,"Initialized Capital, Canaan Partners, Sound Ventures"
Pristyn Care,$1B,12/7/21,Health,Gurugram,India,Asia,2018,$177M,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital"
Rebel Foods,$1B,10/7/21,E-commerce & direct-to-consumer,Pune,India,Asia,2011,$521M,"Sequoia Capital India, Lightbox Ventures, Coatue Management"
Salt Security,$1B,2/10/22,Cybersecurity,Palo Alto,United States,North America,2016,$271M,"Y Combinator, S Capital, Tenaya Capital"
Scalable Capital,$1B,6/8/21,Fintech,Munich,Germany,Europe,2014,$314M,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures"
SparkCognition,$1B,1/25/22,Artificial intelligence,Austin,United States,North America,2013,$286M,"March Capital Partners, Temasek, Doha Venture Capital"
Stash,$1B,2/3/21,Fintech,New York,United States,North America,2015,$426M,"Goodwater Capital, Entree Capital, Valar Ventures"
Symphony,$1B,5/16/17,Fintech,New York,United States,North America,2014,$511M,"BNP Paribas, Goldman Sachs, Google"
Tripledot,$1B,2/14/22,Mobile & telecommunications,London,United Kingdom,Europe,2017,$202M,"Lightspeed Venture Partners, Access Industries, Eldridge"
VideoAmp,$1B,10/21/21,Internet software & services,Los Angeles,United States,North America,2014,$382M,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners"
Yidian Zixun,$1B,10/17/17,Mobile & telecommunications,Beijing,China,Asia,2021,$151M,"Phoenix New Media, Tianjin Haihe Industry Fund"
Yotpo,$1B,3/18/21,Internet software & services,New York,United States,North America,2011,$436M,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital"
Neon,$1B,2/14/22,Fintech,Sao Paulo,Brazil,South America,2016,$720M,"Propel Venture Partners, Monashees+, BBVA"
Veepee,$1B,7/2/07,E-commerce & direct-to-consumer,La Plaine Saint-Denis,France,Europe,2001,Unknown,"Summit Partners, Qatar Holding"
Alloy,$1B,9/30/21,Fintech,New York,United States,North America,2015,$156M,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures"
Epirus,$1B,2/14/22,Other,Hawthorne,United States,North America,2018,$287M,"8VC, Bedrock Capital, Broom Ventures"
Klook,$1B,8/7/18,Travel,Central,Hong Kong,Asia,2014,$722M,"Sequoia Capital China, Goldman Sachs, Matrix Partners China"
Yaoshibang,$1B,6/15/21,Health,Guangzhou,China,Asia,2015,$496M,"Green Pine Capital Partners, Ivy Capital, DCM Ventures"
Signifyd,$1B,4/15/21,Fintech,San Jose,United States,North America,2011,$390M,"Menlo Ventures, Resolute Ventures, IA Ventures"
Motorway,$1B,11/29/21,E-commerce & direct-to-consumer,London,United Kingdom,Europe,2017,$276M,"Marchmont Ventures, BMW i Ventures, Index Ventures"
RIDI,$1B,1/24/22,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2008,$178M,"Atinum Investment, Company K Partners, GIC"
Athletic Greens,$1B,1/25/22,Health,New York,United States,North America,2010,$115M,"SC.Holdings, Not Boring Capital, Bolt Ventures"
GPclub,$1B,10/22/18,Other,Seoul,South Korea,Asia,2003,$67M,Goldman Sachs
Grove Collaborative,$1B,9/6/19,E-commerce & direct-to-consumer,San Francisco,United States,North America,2016,$475M,"MHS Capital, NextView Ventures, Mayfield Fund"
Tongdun Technology,$1B,4/25/19,Cybersecurity,Hangzhou,China,Asia,2013,$252M,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co."
Unisound,$1B,7/19/18,Artificial intelligence,Beijing,China,Asia,2012,$361M,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures"
Betterment,$1B,9/29/21,Fintech,New York,United States,North America,2010,$335M,"Bessemer Venture Partners, Menlo Ventures, Anthermis"
Cava Group,$1B,4/27/21,Other,Washington,United States,North America,2010,$738M,"SWaN & Legend Ventures, Revolution Growth, Invus Group"
CoinTracker,$1B,1/27/22,Fintech,San Francisco,United States,North America,2017,$102M,"Initialized Capital, General Catalyst, Kraken Ventures"
DistroKid,$1B,8/16/21,Internet software & services,New York,United States,North America,2013,Unknown,"Insight Partners, Silversmith Capital Partners, Spotify"
Domestika,$1B,1/27/22,Internet software & services,Berkeley,United States,North America,2012,$130M,"Zeev Ventures, GSV Ventures"
Flock Freight,$1B,10/20/21,"Supply chain, logistics, & delivery",Encinitas,United States,North America,2015,$399M,"SignalFire, GLP Capital Partners, Google Ventures"
InSightec,$1B,3/6/20,Health,Tirat Carmel,Israel,Asia,1999,$633M,"York Capital Management, GE Healthcare, Koch Disruptive Technologies"
Island,$1B,3/23/22,Internet software & services,Dallas,United States,North America,2020,$215M,"Insight Partners, Sequoia Capital, Stripes Group"
iTrustCapital,$1B,1/11/22,Fintech,Long Beach,United States,North America,2018,$128M,"Left Lane Capital, Walden Venture Capital"
Konfio,$1B,9/29/21,Fintech,Mexico City,Mexico,North America,2013,$378M,"Kaszek Ventures, QED Investors, International Finance Corporation"
LinkTree,$1B,3/16/22,Internet software & services,Melbourne,Australia,Oceania,2016,$166M,"AirTree Ventures, Insight Partners, Index Ventures"
Loadsmart,$1B,2/1/22,"Supply chain, logistics, & delivery",New York,United States,North America,2014,$336M,"Chromo Invest, Maersk Growth, BlackRock"
Lukka,$1B,1/14/22,Fintech,New York,United States,North America,2014,$201M,"Liberty City Ventures, Soros Fund Management, Summer Capital"
Manner,$1B,12/24/20,Other,Shanghai,China,Asia,2015,$10M,"Coatue Management, H Capital, Capital Today"
The Brandtech Group,$1B,11/19/19,Other,New York,United States,North America,2015,$610M,Undisclosed
TravelPerk,$1B,1/12/22,Travel,Barcelona,Spain,Europe,2015,$408M,"LocalGlobe, Kinnevik, Felix Capital"
YugaByte,$1B,10/28/21,Data management & analytics,Sunnyvale,United States,North America,2016,$291M,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures"
Intercom,$1B,3/27/18,Internet software & services,San Francisco,United States,North America,2011,$241M,"FirstMark Capital, Tiger Global Management"
OVO Energy,$1B,2/14/19,Other,Bristol,United Kingdom,Europe,2009,$324M,"Mitsubishi Corporation, Mayfair Equity Partners"
BigID,$1B,12/16/20,Cybersecurity,New York,United States,North America,2015,$246M,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners"
CaptivateIQ,$1B,1/26/22,Fintech,San Francisco,United States,North America,2014,$165M,"Sequoia Capital, Y Combinator, Accel"
Flipdish,$1B,1/13/22,Internet software & services,Dublin,Ireland,Europe,2015,$157M,"Tencent Holdings, Tiger Global Management, Global Founders Capital"
Honor Technology,$1B,10/5/21,Internet software & services,San Francisco,United States,North America,2014,$325M,"Andreessen Horowitz, Prosus Ventures, Thrive Capital"
Incode Technologies,$1B,12/7/21,Cybersecurity,San Francisco,United States,North America,2015,$257M,"Dila Capital, Framework Ventures, 3L"
Kuaikan Manhua,$1B,12/1/17,Internet software & services,Beijing,China,Asia,2014,$594M,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings"
Marshmallow,$1B,9/8/21,Fintech,London,United Kingdom,Europe,2017,$116M,"Passion Capital, Hedosophia, Outrun Ventures"
Mythical Games,$1B,11/4/21,Internet software & services,Sherman Oaks,United States,North America,2018,$260M,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group"
Route,$1B,1/21/22,"Supply chain, logistics, & delivery",Lehi,United States,North America,2018,$482M,"Madrona Venture Group, Banner Ventures, FJ Labs"
Tackle.io,$1B,12/21/21,Internet software & services,Boise,United States,North America,2016,$148M,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management"
Nexii,$1B,9/8/21,Other,Vancouver,Canada,North America,2020,$45M,"Trane Technologies, Honeywell"
GalaxySpace,$1B,11/17/20,Mobile & telecommunications,Beijing,China,Asia,2016,$14M,"Shunwei Capital Partners, 5Y Capital, Legend Capital"
Insider,$1B,2/28/22,Internet software & services,Istanbul,Turkey,Europe,2012,$167M,"Wamda Capital, Endeavor, Riverwood Capital"
Spiber,$1B,9/8/21,Other,Tsuruoka,Japan,Asia,2007,$520M,"Cool Japan Fund, JAFCO, The Carlyle Group"
Ada Support,$1B,5/7/21,Artificial intelligence,Toronto,Canada,North America,2016,$191M,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital"
AgentSync,$1B,12/7/21,Fintech,Denver,United States,North America,2018,$111M,"Craft Ventures, Caffeinated Capital, Operator Collective"
Alation,$1B,6/3/21,Internet software & services,Redwood City,United States,North America,2012,$192M,"Costanoa Ventures, Data Collective, Salesforce Ventures"
BigPanda,$1B,1/12/22,Artificial intelligence,Mountain View,United States,North America,2012,$317M,"Advent International, Battery Ventures, Sequoia Capital Israel"
CarDekho,$1B,10/13/21,E-commerce & direct-to-consumer,Jaipur,India,Asia,2008,$448M,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management"
Copado,$1B,9/13/21,Data management & analytics,Chicago,United States,North America,2013,$271M,"Insight Partners, Salesforce Ventures, Perpetual Investors"
DailyPay,$1B,5/18/21,Fintech,New York,United States,North America,2016,$189M,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners"
FloQast,$1B,7/21/21,Fintech,Los Angeles,United States,North America,2013,$230M,"Polaris Partners, Insight Partners, Norwest Venture Partners"
Gem,$1B,9/28/21,Internet software & services,San Francisco,United States,North America,2017,$148M,"Accel, Greylock Partners, Meritech Capital Partners"
GrubMarket,$1B,9/14/21,E-commerce & direct-to-consumer,San Francisco,United States,North America,2013,$382M,"GGV Capital, BlackRock, ACE & Company"
Helium Systems,$1B,2/22/22,Internet software & services,San Francisco,United States,North America,2013,$365M,"FirstMark Capital, Tiger Global Management, FTX Venture"
Inari,$1B,5/12/21,Other,Cambridge,United States,North America,2016,$337M,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai"
Jokr,$1B,12/2/21,E-commerce & direct-to-consumer,New York,United States,North America,2021,$430M,"GGV Capital, Tiger Global Management, Greycroft"
LivSpace,$1B,2/8/22,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,$427M,"Jungle Ventures, Helion Venture Partners, INGKA Investments"
Merama,$1B,12/9/21,E-commerce & direct-to-consumer,Mexico City,Mexico,North America,2020,$345M,"SoftBank Latin America Fund, Advent International, Balderton Capital"
MindTickle,$1B,8/3/21,Internet software & services,San Francisco,United States,North America,2012,$281M,"Qualcomm Ventures, Accel, Canaan Partners"
MyGlamm,$1B,11/10/21,E-commerce & direct-to-consumer,Mumbai,India,Asia,2015,$310M,"L'Occitane, Trifecta Capital, Bessemer Venture Partners"
Oda,$1B,6/2/21,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2013,$337M,"Kinnevik, Softbank Group, Prosus Ventures"
Offchain Labs,$1B,8/31/21,Internet software & services,Princeton,United States,North America,2018,$124M,"Pantera Capital, Polychain Capital, Lightspeed Venture Partners"
Phantom,$1B,1/31/22,Fintech,San Francisco,United States,North America,2021,$118M,"Paradigm, Andreessen Horowitz, Jump Capital"
Pilot.com,$1B,3/26/21,Fintech,San Francisco,United States,North America,2016,$161M,"Index Ventures, Sequoia Capital, Bezos Expeditions"
Prime Medicine,$1B,7/13/21,Health,Cambridge,United States,North America,2019,$315M,"Newpath Partners, Google Ventures, F-Prime Capital"
Public,$1B,2/17/21,Fintech,New York,United States,North America,2008,$309M,"Accel, Greycroft, Advancit Capital"
Qumulo,$1B,7/16/20,Data management & analytics,Seattle,United States,North America,2012,$347M,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners"
Rohlik,$1B,7/1/21,"Supply chain, logistics, & delivery",Prague,Czech Republic,Europe,2019,$380M,"Partech Partners, Index Ventures, Quadrille Capital"
SeekOut,$1B,1/12/22,Internet software & services,Bellevue,United States,North America,2017,$189M,"Mayfield, Madrona Venture Group, Tiger Global Management"
SmartMore,$1B,6/24/21,Artificial Intelligence,Shenzhen,China,Asia,2019,$300M,"IDG Capital, ZhenFund, Sequoia Capital China"
Tealium,$1B,2/3/21,Internet software & services,San Diego,United States,North America,2008,$264M,"Georgian Partners, Silver Lake, Presidio Ventures"
UpGrad,$1B,8/9/21,Edtech,Mumbai,India,Asia,2015,$194M,"Qualcomm Ventures, Accel, Canaan Partners"
Workhuman,$1B,6/23/20,Internet software & services,Dublin,Ireland,Europe,1999,$9M,ICG
Xpressbees,$1B,2/9/22,"Supply chain, logistics, & delivery",Pune,India,Asia,2012,$573M,"Norwest Venture Partners, Investcorp, Blackstone"
L&P Cosmetic,$1B,1/1/16,Consumer & retail,Seoul,South Korea,Asia,2009,$33M,CDIB Capital
Mininglamp Technology,$1B,3/27/19,Artificial intelligence,Beijing,China,Asia,2014,$787M,"Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China"
Luoji Siwei,$1B,7/20/17,Edtech,Beijing,China,Asia,2012,$144M,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings"
IRL,$1B,6/15/21,Internet software & services,San Francisco,United States,North America,2017,$197M,"Goodwater Capital, Floodgate, Founders Fund"
Modern Health,$1B,2/11/21,Health,San Francisco,United States,North America,2017,$167M,"Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund"
Tuhu,$1B,9/15/18,Auto & transportation,Shanghai,China,Asia,2011,$875M,"Qiming Venture Partners, Yaxia Automobile, Far East Horizon"
