fg,3p,ft,reb,ast,stl,blk,tov,target_5yrs,total_points,efficiency
49.3,33.1,74.3,5.7,3.0,1.7,0.6,1.7,1,738.0,22.500000000000004
52.0,0.0,67.1,10.0,0.9,0.9,1.7,2.0,1,984.0,30.1840490797546
47.0,23.2,82.3,6.0,1.9,0.9,0.4,1.3,1,808.0,27.205387205387208
45.5,17.4,68.8,6.2,1.7,0.8,1.9,1.8,1,717.8,25.91335740072202
35.2,35.5,73.1,2.6,4.9,1.0,0.0,1.4,1,483.8,18.256603773584906
39.4,28.8,68.9,2.0,1.9,0.7,0.1,1.4,1,782.8000000000001,31.951020408163266
43.2,25.0,67.3,2.7,1.4,0.7,0.3,0.7,1,397.79999999999995,18.676056338028165
45.5,31.2,68.2,2.4,3.0,1.0,0.0,1.5,1,687.3,33.69117647058823
42.7,30.8,72.7,5.4,0.8,0.4,0.3,0.9,0,434.0,24.382022471910112
39.3,24.6,78.9,1.5,3.3,0.5,0.1,1.8,1,462.4,23.591836734693874
29.1,25.9,62.5,2.7,0.9,0.6,0.1,0.7,0,92.0,4.791666666666667
53.3,42.4,78.9,3.5,0.6,0.5,0.2,0.5,1,590.4,31.23809523809524
57.6,0.0,57.1,3.1,0.3,0.4,1.3,1.2,0,262.3,14.819209039548024
44.2,23.1,69.5,3.0,1.1,0.9,0.2,0.9,1,472.0,27.283236994219653
53.7,0.0,70.3,4.6,0.4,0.4,0.6,0.8,1,459.2,27.011764705882353
47.5,38.7,73.7,2.9,0.8,1.0,0.3,1.0,1,492.8,30.04878048780488
42.9,33.6,75.7,1.3,2.2,1.0,0.3,1.1,1,433.2,28.129870129870127
41.2,0.0,64.0,3.8,0.9,0.5,0.4,1.4,0,211.6,13.830065359477123
52.8,0.0,63.0,4.4,0.3,0.3,0.8,0.9,1,475.7,32.14189189189189
36.2,30.4,77.8,1.4,0.7,0.6,0.0,0.4,0,92.5,6.514084507042254
37.2,35.3,66.7,1.8,0.5,0.4,0.3,0.8,0,340.0,25.563909774436087
42.9,33.3,70.1,1.4,1.7,0.6,0.1,0.9,1,217.0,16.692307692307693
40.4,33.3,43.6,2.9,0.6,0.4,0.3,0.8,1,274.7,21.13076923076923
42.6,35.8,70.4,1.7,1.4,0.5,0.2,0.6,1,175.5,13.5
36.3,26.9,73.7,1.1,1.8,0.5,0.0,0.7,0,117.8,9.275590551181102
33.6,24.5,62.5,0.9,1.4,0.4,0.0,0.7,0,111.60000000000001,9.3
39.4,22.0,78.0,1.9,2.3,0.7,0.1,1.1,0,425.59999999999997,25.638554216867465
38.9,27.3,68.8,1.4,1.0,0.6,0.1,0.7,0,125.39999999999999,10.999999999999998
60.0,0.0,33.3,3.4,0.4,0.4,0.4,0.6,0,26.4,2.490566037735849
38.5,20.0,65.5,1.3,0.5,0.4,0.1,0.5,1,130.5,12.92079207920792
41.7,29.0,75.4,5.5,5.9,1.6,0.7,3.5,1,1651.1,41.8
42.6,32.2,77.7,6.1,2.8,1.2,0.5,3.0,1,1722.0,47.178082191780824
38.6,39.0,80.4,3.4,6.8,1.3,0.3,2.7,1,912.0,25.617977528089888
46.5,30.2,74.7,4.0,4.5,1.4,0.6,3.2,1,988.1999999999999,28.31518624641834
45.9,35.7,70.1,7.4,1.0,0.8,1.4,1.4,1,862.5,25.746268656716417
40.0,30.5,78.6,3.8,1.5,1.0,0.2,1.6,1,672.0,23.013698630136986
38.4,23.8,81.6,3.2,6.5,1.1,0.1,2.5,1,390.5,14.57089552238806
40.3,35.8,63.1,4.3,1.3,0.6,0.1,1.0,1,496.4,20.261224489795918
45.9,0.0,76.5,6.3,0.7,0.4,0.3,1.0,1,547.5,22.90794979079498
43.0,30.3,70.3,5.5,1.4,1.0,0.8,1.0,1,576.1999999999999,24.31223628691983
46.0,0.0,69.7,5.6,1.0,0.3,0.9,1.9,1,500.2,22.23111111111111
35.9,30.2,71.8,1.3,2.9,0.8,0.1,0.9,0,155.4,10.025806451612903
45.7,15.4,70.5,4.0,1.3,0.7,0.1,1.2,1,171.0,8.952879581151832
39.4,44.4,62.9,3.6,1.2,0.7,0.4,1.1,1,291.40000000000003,15.336842105263159
38.6,37.1,82.1,1.6,2.8,0.8,0.1,1.7,1,442.5,23.79032258064516
49.4,30.6,76.9,2.6,2.1,0.9,0.2,0.8,1,476.0,25.591397849462364
35.5,21.2,59.5,4.5,0.7,0.9,0.8,0.9,1,172.20000000000002,9.620111731843577
40.0,31.4,75.6,1.6,2.2,1.1,0.2,1.5,1,477.90000000000003,27.94736842105263
41.4,33.8,82.3,1.6,2.4,0.8,0.1,1.2,1,379.5,23.57142857142857
40.1,31.1,72.8,1.2,1.0,0.5,0.1,1.1,1,365.70000000000005,25.220689655172418
40.4,38.2,47.8,2.8,0.4,1.2,0.5,0.6,0,112.80000000000001,7.47019867549669
38.0,25.6,78.6,1.3,1.3,0.5,0.0,0.9,1,285.0,21.11111111111111
47.4,0.0,71.3,4.2,0.8,0.4,0.4,0.7,1,269.8,20.595419847328245
47.5,0.0,75.0,2.9,0.6,0.5,0.5,0.5,1,154.0,12.222222222222223
35.4,30.0,81.5,1.7,0.5,0.2,0.2,0.4,0,123.0,9.919354838709678
35.2,39.1,79.2,1.5,0.5,0.3,0.1,0.6,1,333.0,27.983193277310924
42.4,40.4,81.1,2.3,1.0,0.6,0.2,0.7,0,274.4,18.540540540540537
45.7,0.0,44.2,3.3,0.5,0.4,0.0,0.6,0,126.0,11.150442477876105
40.3,47.7,83.3,1.3,0.3,0.3,0.1,0.5,1,143.5,13.798076923076923
42.5,33.3,70.5,1.8,1.6,0.4,0.1,0.6,1,172.79999999999998,17.108910891089106
29.1,30.0,64.0,1.0,1.1,0.3,0.1,0.5,0,68.4,7.125000000000001
45.3,37.0,88.5,1.0,0.4,0.3,0.1,0.1,0,183.6,21.10344827586207
43.8,33.3,66.7,0.4,0.1,0.1,0.0,0.4,1,19.2,4.363636363636363
41.6,31.8,82.4,5.1,2.7,1.8,0.4,2.5,1,1201.2,32.81967213114754
50.4,38.3,75.0,1.7,1.1,0.4,0.1,1.0,0,330.0,22.297297297297295
47.2,20.0,66.1,8.8,1.0,0.8,1.1,2.3,1,1107.0,35.36741214057508
36.9,31.6,80.0,1.7,2.8,0.8,0.1,1.8,0,629.8000000000001,21.349152542372885
45.7,29.2,71.2,6.5,1.2,0.8,0.5,2.1,1,875.0,32.649253731343286
39.9,32.2,64.0,2.6,4.7,1.1,0.2,2.3,0,712.5,27.29885057471264
53.6,0.0,77.1,7.5,1.3,0.7,0.6,1.3,1,810.0,32.015810276679844
52.9,14.3,52.1,5.7,0.8,0.5,1.1,1.7,1,436.1,20.966346153846153
36.2,25.0,65.2,3.0,3.4,1.0,0.2,1.9,0,418.2,17.139344262295083
36.9,35.3,76.6,2.3,2.6,0.6,0.1,0.9,0,531.2,22.604255319148937
40.5,32.3,76.0,2.8,1.0,0.6,0.3,0.7,0,171.6,7.526315789473684
30.5,29.3,80.0,1.3,0.6,0.4,0.2,0.4,0,217.0,15.174825174825173
39.3,26.9,79.0,2.7,2.2,1.0,0.6,1.4,0,407.1,17.397435897435898
36.2,29.2,73.1,2.6,1.3,0.3,0.6,1.1,1,540.0,25.714285714285715
47.1,0.0,51.9,6.6,0.5,0.6,0.2,0.8,1,214.4,10.50980392156863
40.2,32.2,83.1,1.8,2.5,0.7,0.2,2.0,1,409.2,24.50299401197605
42.2,22.2,78.4,3.4,0.7,0.6,0.2,0.9,0,480.0,28.915662650602407
40.3,34.7,78.0,2.6,1.3,0.7,0.2,1.1,1,467.40000000000003,29.39622641509434
40.3,34.7,78.0,2.6,1.3,0.7,0.2,1.1,1,467.40000000000003,29.39622641509434
46.6,0.0,72.6,3.2,0.6,0.3,0.3,0.7,0,153.9,10.914893617021278
37.3,31.5,68.6,1.2,1.0,0.5,0.1,0.8,0,367.2,23.09433962264151
38.4,29.8,80.4,1.7,1.0,0.6,0.1,1.0,1,268.8,17.454545454545453
49.5,0.0,70.3,3.3,0.3,0.2,0.6,1.0,1,234.0,15.194805194805195
33.8,28.6,78.7,1.5,2.0,0.6,0.1,0.6,1,147.20000000000002,9.813333333333334
43.4,0.0,69.5,2.4,0.9,0.2,0.1,0.7,0,168.0,12.086330935251798
38.7,33.3,67.4,1.2,0.4,0.4,0.3,0.9,0,198.9,15.18320610687023
46.6,0.0,68.0,3.0,0.3,0.2,0.4,0.8,0,264.0,21.29032258064516
38.5,41.7,50.0,1.3,0.8,0.5,0.1,0.5,0,133.39999999999998,11.30508474576271
51.4,18.2,68.9,2.6,0.6,0.4,0.8,0.6,0,285.59999999999997,20.69565217391304
39.3,27.9,69.6,1.2,0.9,0.1,0.1,0.8,1,228.0,19.82608695652174
43.1,25.0,68.4,1.4,0.2,0.2,0.5,0.5,0,159.89999999999998,14.150442477876103
52.1,0.0,50.0,2.3,0.5,0.1,0.3,0.6,1,170.20000000000002,16.365384615384617
41.2,36.1,80.8,0.9,1.7,0.3,0.0,1.1,1,185.0,17.961165048543688
44.9,42.6,64.7,1.1,0.6,0.2,0.3,0.5,1,138.6,13.326923076923077
29.2,0.0,59.0,2.1,0.2,0.2,0.4,0.5,0,91.19999999999999,9.806451612903224
41.4,32.3,74.3,0.9,0.7,0.3,0.1,0.5,1,134.4,17.0126582278481
37.9,28.0,70.0,0.9,0.4,0.4,0.1,0.6,0,93.60000000000001,12.315789473684212
50.0,33.3,35.0,1.0,0.2,0.3,0.0,0.4,0,127.19999999999999,20.19047619047619
41.0,32.4,79.2,1.5,1.9,0.6,0.1,0.8,0,285.0,23.36065573770492
29.7,35.7,75.0,0.4,0.6,0.1,0.1,0.1,0,30.400000000000002,5.241379310344828
42.9,37.3,70.0,5.4,2.8,1.6,1.0,2.0,1,1123.2,28.29219143576826
42.6,33.3,67.1,4.3,3.0,1.3,0.4,2.0,1,1152.0,35.01519756838906
38.0,24.0,70.4,3.7,8.1,1.7,0.5,3.4,1,752.0,24.65573770491803
41.9,32.3,67.5,2.6,4.3,1.2,0.1,2.0,1,708.4,24.095238095238095
42.5,36.4,76.3,3.3,2.2,0.7,0.6,1.3,1,678.5999999999999,23.644599303135887
40.6,26.5,80.0,2.4,0.5,0.3,0.5,0.4,0,209.0,17.71186440677966
36.6,33.0,74.4,5.7,0.7,0.2,1.8,0.6,1,642.4000000000001,24.707692307692312
43.0,29.2,77.4,3.3,2.3,0.8,0.3,0.9,1,577.5,23.192771084337352
45.3,34.5,77.5,2.8,3.7,1.5,0.2,2.1,1,512.3000000000001,20.825203252032523
45.7,23.2,71.3,3.7,1.8,0.8,0.6,1.4,1,742.6,30.559670781893004
40.0,12.1,83.8,2.4,3.0,1.4,0.1,1.4,1,482.40000000000003,21.157894736842106
46.1,0.0,74.0,4.2,0.8,0.4,0.3,0.8,1,448.0,21.747572815533978
49.3,0.0,60.6,5.2,0.5,0.3,1.5,0.8,1,316.2,15.5
49.7,0.0,60.4,4.8,0.8,0.4,1.3,1.4,1,433.09999999999997,22.0969387755102
42.1,50.0,70.1,3.9,1.1,0.4,0.6,0.9,1,346.5,18.934426229508198
42.1,33.3,77.6,3.9,0.9,0.4,0.3,1.0,1,483.8,27.333333333333336
38.4,19.2,64.3,3.1,0.9,0.3,0.4,0.7,0,258.4,15.852760736196316
50.1,0.0,65.6,3.8,0.3,0.2,0.7,1.0,1,482.40000000000003,30.150000000000002
36.7,25.9,78.3,1.4,3.0,0.9,0.0,1.5,0,190.79999999999998,12.23076923076923
45.3,36.4,63.9,1.3,2.0,0.9,0.1,0.8,1,230.4,15.258278145695366
38.7,0.0,70.7,3.5,0.8,0.3,0.5,0.8,1,256.5,17.937062937062937
34.1,28.4,67.1,1.1,1.5,0.6,0.1,1.0,0,322.40000000000003,22.865248226950357
35.0,24.5,72.7,1.4,1.1,0.3,0.1,0.7,0,84.0,7.43362831858407
53.6,0.0,55.4,3.9,0.1,0.4,0.7,0.6,1,202.1,15.427480916030534
42.6,33.3,75.0,1.1,1.8,0.5,0.1,1.0,0,124.0,12.277227722772277
45.6,0.0,58.5,1.8,0.1,0.1,0.8,0.3,1,190.8,19.670103092783506
34.4,0.0,73.3,2.0,0.4,0.3,0.6,0.6,1,108.0,12.558139534883722
51.7,0.0,73.7,2.0,0.1,0.1,0.1,0.6,0,164.3,19.329411764705885
42.9,0.0,50.0,1.6,0.5,0.3,0.1,0.4,1,172.8,21.6
38.2,38.5,92.3,0.5,1.2,0.2,0.0,0.5,0,79.8,10.783783783783782
44.9,0.0,66.7,1.7,0.3,0.2,0.1,0.4,1,114.8,19.79310344827586
31.8,29.4,50.0,0.5,0.2,0.2,0.0,0.2,0,63.0,11.25
57.1,0.0,54.5,3.1,0.3,0.1,0.8,0.4,0,183.3,16.816513761467892
44.5,9.1,63.0,7.4,1.9,1.1,1.7,2.0,1,816.0,24.4311377245509
46.7,21.7,80.2,7.5,1.2,0.7,0.6,1.9,1,633.5999999999999,21.551020408163264
43.6,40.7,71.1,4.0,1.7,0.6,0.2,1.2,1,975.8000000000001,33.53264604810997
50.5,5.3,52.1,5.9,1.2,0.6,1.5,1.8,1,761.4,28.95057034220532
43.1,38.2,71.7,3.2,1.3,0.8,0.3,1.0,1,744.0,32.92035398230088
38.9,0.0,66.7,3.7,1.2,0.9,0.1,1.2,0,438.59999999999997,19.493333333333332
43.0,25.6,72.7,4.3,1.1,0.4,0.3,1.7,1,684.0,31.232876712328768
42.5,33.5,71.9,2.7,1.8,1.1,0.2,1.7,1,631.4,29.231481481481477
41.7,37.0,82.0,2.2,1.0,0.7,0.1,1.1,0,617.5,28.990610328638496
44.2,0.0,79.4,4.7,0.3,0.3,0.9,1.4,1,448.4,22.646464646464644
42.7,31.6,63.3,2.1,0.2,0.3,0.1,0.5,0,233.10000000000002,21.785046728971967
43.1,26.9,73.6,3.2,0.8,0.5,0.3,0.7,1,460.20000000000005,23.6
37.0,33.3,77.8,1.6,2.9,1.0,0.0,1.1,0,315.0,16.844919786096256
44.2,33.1,62.7,3.4,0.8,0.6,0.1,0.8,1,615.6,34.39106145251397
50.5,0.0,69.7,3.6,0.5,0.6,1.2,1.0,1,249.6,14.511627906976745
35.2,35.0,79.4,1.5,2.3,0.7,0.2,1.4,1,280.59999999999997,16.313953488372093
37.4,32.3,73.6,2.3,0.8,0.6,0.4,1.2,1,397.79999999999995,23.678571428571423
45.1,0.0,60.3,3.6,0.4,0.8,1.0,0.8,1,392.0,23.902439024390247
40.9,35.0,69.8,1.2,2.3,0.5,0.1,1.2,1,448.40000000000003,27.50920245398773
40.0,29.4,70.8,1.7,2.7,0.6,0.0,1.8,1,421.20000000000005,25.840490797546014
41.4,39.6,90.3,1.2,1.3,0.4,0.0,0.6,0,265.0,16.459627329192546
48.5,0.0,74.4,2.2,0.6,0.2,0.1,0.6,1,163.79999999999998,14.625
42.1,34.5,68.6,0.8,1.0,0.3,0.0,0.7,1,250.0,22.727272727272727
50.5,16.7,72.4,1.4,0.7,0.5,0.1,0.8,0,264.0,24.444444444444443
47.8,0.0,68.9,1.9,0.2,0.3,0.4,0.9,0,167.4,15.5
41.3,28.3,76.7,2.2,3.0,0.7,0.5,2.2,0,167.5,7.4115044247787605
39.7,38.0,72.5,1.2,0.7,0.2,0.0,0.5,0,152.0,15.04950495049505
48.7,100.0,70.3,2.2,0.3,0.1,0.1,0.4,1,140.0,15.217391304347828
34.1,8.3,68.4,0.7,0.5,0.3,0.1,0.7,1,88.0,12.054794520547945
48.2,0.0,68.5,10.0,1.9,0.8,1.6,2.8,1,1628.1000000000001,44.002702702702706
43.8,36.0,71.9,7.8,4.2,1.2,1.3,3.4,1,1261.6000000000001,34.659340659340664
44.5,34.5,78.6,5.3,6.6,1.5,0.4,4.0,1,1386.0,38.393351800554015
40.7,31.4,67.4,4.3,2.8,1.6,0.5,2.3,1,864.0,27.781350482315112
51.1,35.9,82.6,3.7,2.8,0.8,0.3,1.1,0,846.8,28.511784511784512
42.4,28.1,75.3,5.2,2.5,1.6,0.2,1.3,1,482.40000000000003,18.0
44.9,20.4,77.4,3.4,5.8,1.0,0.2,2.0,1,910.1999999999999,35.69411764705882
42.9,37.3,80.0,3.9,1.8,1.2,0.4,1.2,1,664.1999999999999,26.252964426877465
39.9,26.2,66.0,6.1,1.6,0.8,0.3,1.6,1,597.6,23.904
47.1,18.2,84.7,6.5,1.4,0.8,1.0,1.0,1,520.1999999999999,21.06072874493927
40.5,32.5,75.1,2.5,3.3,1.2,0.2,1.8,0,705.0,29.497907949790797
39.5,13.0,75.0,2.5,4.8,1.2,0.1,2.2,1,497.7,21.17872340425532
41.5,29.3,80.7,2.0,4.3,1.1,0.1,1.9,1,656.1,28.158798283261802
42.4,35.0,72.9,1.5,3.7,0.6,0.0,1.7,1,779.0,39.34343434343434
42.0,36.4,77.4,1.8,1.5,0.4,0.1,1.2,1,639.0,33.10880829015544
47.6,38.5,68.3,3.6,1.1,0.8,0.4,0.8,1,273.6,14.250000000000002
39.9,35.2,80.8,4.2,3.3,1.2,0.3,1.4,0,531.0,16.38888888888889
42.0,22.5,63.4,2.0,3.8,1.2,0.2,1.7,1,483.8,26.01075268817204
47.8,18.2,75.1,3.9,0.8,0.3,0.3,1.8,1,646.8000000000001,36.337078651685395
54.9,0.0,73.4,2.7,0.5,0.7,0.4,0.6,1,469.0,28.25301204819277
42.0,0.0,48.9,3.5,0.6,0.4,0.4,0.8,1,156.20000000000002,11.4014598540146
36.3,35.8,67.5,1.2,2.5,0.3,0.0,0.9,0,139.5,10.488721804511277
37.2,36.5,73.1,1.5,0.5,0.3,0.2,0.6,0,281.2,23.2396694214876
39.3,11.1,71.7,2.2,0.4,0.8,0.3,0.3,1,130.0,11.504424778761061
42.6,0.0,63.2,1.8,0.3,0.3,0.2,0.5,0,124.2,13.500000000000002
31.4,29.5,70.4,1.9,0.5,0.3,0.2,0.5,1,122.2,13.282608695652176
46.2,0.0,60.9,8.1,1.7,1.8,1.9,1.9,0,742.5,24.107142857142858
39.8,0.0,46.3,2.0,0.2,0.1,0.9,0.3,0,88.0,9.887640449438202
30.9,28.6,66.7,0.7,1.5,0.2,0.0,0.7,0,153.4,18.707317073170735
43.9,0.0,59.5,1.0,0.9,0.4,0.0,0.8,1,106.0,14.324324324324323
38.9,34.0,65.9,1.5,0.2,0.2,0.1,0.4,1,156.8,22.400000000000002
40.6,0.0,66.7,1.5,0.0,0.2,0.1,0.5,0,33.0,5.5
37.4,31.0,75.2,3.1,6.0,1.9,0.0,2.9,1,640.0,17.728531855955676
45.0,28.8,76.1,5.7,3.0,1.1,1.5,2.2,1,915.0,25.99431818181818
43.0,20.3,75.1,2.7,6.5,1.6,0.1,2.9,1,660.0,18.75
43.9,41.2,71.3,6.4,2.4,1.7,1.0,2.4,1,792.0,23.294117647058822
42.5,26.2,55.1,4.3,6.5,1.7,0.2,2.5,0,729.8000000000001,24.006578947368425
46.5,43.3,63.9,1.7,1.9,0.5,0.2,1.3,1,545.0,17.46794871794872
50.0,0.0,71.7,10.3,0.9,0.9,0.6,1.2,1,176.4,5.802631578947369
35.7,35.7,50.7,5.2,0.6,0.4,0.3,0.8,1,151.70000000000002,9.980263157894738
42.5,35.8,81.8,2.3,2.5,0.9,0.5,1.6,1,485.1,16.333333333333336
44.9,36.5,78.2,3.5,1.6,1.5,0.4,1.1,0,505.0,19.573643410852714
45.2,30.0,58.8,6.4,0.7,0.8,0.3,1.4,1,451.2,20.053333333333335
46.3,40.0,71.3,4.3,0.9,0.6,0.1,1.5,1,409.99999999999994,18.385650224215244
49.0,25.0,69.7,5.5,1.7,1.2,0.2,1.9,0,307.5,10.423728813559322
41.1,15.4,70.9,3.8,1.5,0.9,0.3,1.4,1,455.0,22.97979797979798
53.7,0.0,53.8,3.7,0.8,0.9,0.9,0.9,1,259.7,16.23125
46.8,0.0,67.5,3.0,0.4,0.4,0.3,0.5,1,303.8,19.10691823899371
32.9,16.7,75.0,1.2,1.6,0.5,0.2,1.1,0,172.2,11.55704697986577
45.0,0.0,56.8,3.4,0.4,0.4,1.1,0.8,1,92.39999999999999,6.328767123287671
36.1,40.3,82.4,1.8,1.8,0.5,0.0,0.7,1,124.80000000000001,8.727272727272728
50.0,38.9,71.4,1.9,0.5,0.2,0.1,0.5,1,218.39999999999998,15.826086956521737
36.7,33.5,64.6,3.3,3.1,1.5,0.3,1.3,0,522.6,19.355555555555558
36.4,32.7,100.0,0.9,1.5,0.3,0.1,0.9,1,119.0,9.153846153846153
73.7,0.0,50.0,3.0,0.2,0.4,0.8,0.4,1,132.6,10.440944881889765
56.5,50.0,79.4,3.1,0.6,0.2,0.5,0.8,1,239.4,19.46341463414634
40.5,16.7,76.3,1.8,1.3,0.7,0.1,1.2,1,207.0,17.107438016528928
36.5,40.0,55.6,1.6,0.7,0.3,0.1,0.6,0,96.0,8.727272727272727
37.6,21.4,67.5,1.3,0.3,0.3,0.3,0.7,0,117.8,11.436893203883495
38.0,10.0,82.2,1.5,0.4,0.1,0.0,0.7,0,163.2,16.0
38.0,16.7,66.7,0.8,1.5,0.3,0.0,0.9,1,66.0,6.6
39.5,20.0,69.2,2.0,0.5,0.3,0.1,0.4,0,78.3,8.510869565217392
29.4,26.1,75.0,0.9,0.8,0.2,0.0,0.5,0,50.400000000000006,5.929411764705883
44.8,31.4,82.9,3.2,3.5,0.9,0.2,1.6,0,702.1,28.084
44.3,0.0,77.8,1.9,0.4,0.5,0.2,0.6,0,115.5,14.25925925925926
37.1,30.0,78.6,0.7,0.9,0.1,0.0,0.7,0,79.2,11.0
41.2,16.7,71.0,1.3,0.1,0.2,0.1,0.5,1,64.80000000000001,10.800000000000002
35.7,0.0,57.1,1.4,0.1,0.2,0.1,0.5,1,41.6,8.851063829787234
42.6,30.8,84.6,6.6,1.7,1.0,0.4,2.6,1,1221.3999999999999,32.57066666666666
45.0,10.7,83.9,3.5,2.2,1.6,0.2,1.6,1,1224.0,36.75675675675676
44.1,0.0,80.1,3.2,8.2,2.5,0.2,2.4,1,720.0,23.225806451612904
48.0,0.0,71.6,4.0,2.0,1.2,0.6,2.0,1,828.1999999999999,26.889610389610386
48.0,0.0,71.6,4.0,2.0,1.2,0.6,2.0,0,828.1999999999999,26.889610389610386
39.2,25.9,81.4,4.4,4.7,1.5,0.2,2.7,1,788.8,26.293333333333333
42.2,34.1,84.2,2.8,3.6,0.7,0.1,2.5,0,777.6999999999999,31.485829959514167
37.1,32.8,72.7,2.2,4.3,0.8,0.1,1.6,1,577.5,19.642857142857142
40.8,20.2,87.3,2.8,3.4,1.3,0.2,1.9,1,772.1999999999999,27.677419354838708
37.4,32.9,85.0,2.4,3.9,1.3,0.1,2.2,1,896.0,32.34657039711191
41.6,21.2,65.9,1.9,4.5,0.7,0.1,2.2,1,577.1999999999999,21.863636363636363
40.4,32.1,78.3,1.9,1.2,0.8,0.4,1.1,0,508.2,21.81115879828326
44.6,21.4,70.2,5.4,0.9,0.8,1.1,1.5,1,546.0,23.53448275862069
44.7,36.3,74.0,3.7,1.2,0.7,0.2,1.5,1,847.0,36.666666666666664
45.2,33.3,77.6,5.6,1.0,0.6,0.4,2.0,1,816.0,36.10619469026548
47.6,0.0,70.9,4.2,0.7,0.5,0.6,1.5,1,816.5,38.33333333333333
49.0,14.3,67.9,4.5,1.2,0.4,0.3,1.2,1,494.0,23.523809523809526
44.3,32.1,72.2,1.5,1.9,0.7,0.1,1.1,1,324.0,16.363636363636363
36.7,25.0,61.7,1.2,1.9,1.1,0.2,1.7,0,336.4,18.282608695652176
45.0,34.1,71.2,4.2,1.5,0.8,0.9,1.0,1,448.0,24.347826086956523
34.8,36.1,67.7,1.5,2.6,0.7,0.1,1.4,1,163.4,9.963414634146343
40.7,37.7,62.1,2.4,0.9,0.5,0.2,1.3,0,243.20000000000002,17.496402877697843
42.8,0.0,68.8,3.4,0.3,0.4,1.3,0.6,1,281.2,20.676470588235293
43.9,39.8,57.1,3.6,1.3,0.6,0.5,1.1,0,217.60000000000002,10.312796208530806
41.4,11.1,65.2,5.1,0.9,0.6,0.3,1.4,0,214.4,9.281385281385282
44.9,0.0,59.7,2.9,0.3,0.2,1.4,0.7,0,232.0,18.125
37.8,0.0,70.0,1.1,1.9,0.4,0.0,1.3,1,122.5,9.959349593495935
41.4,16.7,72.1,1.7,0.9,0.4,0.1,0.8,0,128.7,12.742574257425742
48.7,0.0,75.9,2.0,0.3,0.4,0.2,0.8,1,151.2,15.272727272727272
47.1,0.0,52.2,2.4,0.5,0.5,0.1,0.8,0,136.5,14.52127659574468
36.1,37.5,70.6,0.8,1.9,0.2,0.0,1.2,1,139.5,14.999999999999998
32.9,28.6,42.9,0.6,1.2,0.6,0.1,0.7,0,53.199999999999996,6.909090909090908
41.8,33.3,83.8,1.0,0.2,0.3,0.2,0.5,1,152.0,23.75
39.7,32.1,65.0,0.7,0.5,0.3,0.1,0.3,1,70.3,13.264150943396226
41.6,34.1,70.2,4.1,7.5,2.1,0.3,4.4,1,1786.0,44.53865336658354
42.6,37.7,77.1,3.9,3.0,1.9,0.4,1.6,1,1344.8,36.643051771117165
42.5,32.7,63.1,9.0,3.2,1.3,0.7,2.8,1,1435.0,39.64088397790055
45.3,25.9,74.6,6.9,2.2,1.0,1.0,2.8,1,1496.0,42.74285714285714
40.8,35.4,72.7,2.7,7.8,1.0,0.3,3.1,1,1058.6000000000001,30.50720461095101
43.0,39.3,82.3,4.0,2.6,0.9,0.1,1.8,1,1098.8,35.55987055016181
48.2,14.3,69.3,6.3,1.5,1.1,2.1,2.1,1,932.4000000000001,30.976744186046513
44.1,40.4,76.3,2.0,3.7,1.0,0.0,1.5,1,770.8000000000001,26.487972508591067
48.1,25.0,58.7,6.1,0.6,0.6,0.8,1.0,1,562.1,22.394422310756973
39.6,28.7,75.2,3.2,1.2,0.7,1.1,1.7,0,489.8,22.46788990825688
57.3,0.0,69.6,7.3,0.6,0.6,1.4,0.5,1,544.0,22.20408163265306
37.9,38.2,61.5,1.7,1.6,0.7,0.2,0.8,0,188.6,11.36144578313253
46.2,51.1,68.7,2.8,0.8,0.4,0.1,1.1,1,383.5,23.384146341463417
50.9,0.0,62.0,4.5,0.5,0.4,0.8,0.7,1,340.8,20.9079754601227
41.7,37.5,81.9,1.9,1.3,0.7,0.3,1.6,1,539.6,34.81290322580645
43.7,40.9,64.6,1.5,2.4,0.6,0.2,1.6,1,249.6,16.313725490196077
54.9,0.0,60.5,3.5,0.3,0.2,0.4,1.0,1,273.59999999999997,18.11920529801324
39.0,100.0,63.7,4.1,0.6,0.3,1.0,1.2,1,367.2,25.15068493150685
41.4,36.5,76.3,2.3,1.7,0.6,0.2,0.9,0,434.99999999999994,20.4225352112676
46.5,46.4,82.4,1.6,1.6,0.6,0.1,1.1,1,329.40000000000003,23.19718309859155
44.4,0.0,64.9,3.4,0.4,0.3,0.5,0.9,1,215.0,15.357142857142858
42.9,0.0,69.1,3.3,0.3,0.1,0.3,0.7,1,307.5,24.212598425196852
51.7,50.0,71.8,2.3,0.5,0.3,0.4,1.1,1,326.4,28.137931034482758
39.7,30.1,65.8,1.2,1.5,0.5,0.1,0.9,1,312.0,27.130434782608695
41.7,20.0,56.5,2.9,0.3,0.3,0.3,0.4,0,176.70000000000002,16.990384615384617
45.1,0.0,60.3,2.8,0.2,0.0,0.6,0.6,1,184.49999999999997,18.088235294117645
47.7,0.0,61.3,3.0,0.6,0.5,0.3,0.8,1,162.0,16.701030927835053
44.6,0.0,73.8,2.4,0.2,0.2,0.5,0.6,0,154.0,16.210526315789473
35.2,31.4,59.1,3.0,1.2,0.6,1.1,1.3,0,409.5,19.316037735849058
53.2,0.0,48.6,1.6,0.4,0.3,0.2,0.6,1,82.8,9.409090909090908
52.6,0.0,55.2,1.7,0.2,0.1,0.1,0.4,0,77.0,10.0
