drives,totalsessions,ndaysafteronboarding,totalnavigationsfav1,totalnavigationsfav2,activitydays,kmperdrivingday,label
27,118.2689189,2347,343,9,10,546.4090791,1
29,88.46268985,3155,143,30,10,448.0738366,1
2,45.36441438,1635,133,5,18,132.4770339,1
20,239.0302385,354,181,29,27,179.1060877,1
7,119.3996883,242,94,7,18,101.9672934,1
78,136.4210797,1202,5,18,18,277.6546617,1
50,162.2240977,856,7,94,6,752.7813973,1
55,94.52881404,2282,129,24,9,196.3132755,1
42,96.3971756,401,3,0,9,519.7914623,1
70,248.6585968,101,7,25,16,300.6866103,1
52,179.9250501,3392,60,27,8,63.69015808,1
53,219.2883002,2894,20,0,26,141.3617165,1
2,68.81879515,2335,1,0,17,181.3559365,1
72,175.316694,3141,75,14,5,1107.208138,1
114,226.1632493,748,112,0,12,674.8088042,1
87,149.6885966,3249,53,1,5,272.2729588,1
110,182.7602429,1676,287,76,1,14.26361069,1
14,80.69488282,987,153,2,17,65.78932212,1
107,208.6287743,549,83,33,5,736.4270636,1
17,74.73722239,1681,137,0,8,65.37906017,1
15,122.7790015,1389,60,18,8,567.3625304,1
14,109.9733518,627,295,74,29,146.1436292,1
13,145.5000124,1986,241,0,15,598.1591473,1
18,42.19493279,1553,23,32,14,286.4445356,1
39,94.09090253,1127,193,0,6,924.5346204,1
27,59.5240433,2602,53,35,21,135.4760488,1
35,192.7387946,756,174,0,10,245.6014019,1
93,159.629103,2193,166,16,17,163.8439714,1
18,249.7787739,521,152,0,4,564.5298136,1
33,174.5544812,2750,24,10,9,398.311325,1
94,232.257709,610,44,0,5,721.7208233,1
132,236.5693297,1382,113,2,12,424.8196575,1
34,140.8830049,1645,36,22,12,187.9384398,1
5,125.0397341,621,270,15,14,214.9168291,1
24,134.865525,3163,183,67,10,545.8784352,1
63,305.7803177,2913,202,20,6,76.53540344,1
59,209.860124,1014,18,1,21,398.216552,1
121,178.1297403,71,158,0,20,212.486464,1
1,92.3007769,522,38,2,14,175.5889082,1
13,46.54820494,2793,6,26,11,222.0577448,1
56,253.3734273,2039,11,15,9,306.1845629,1
87,194.8900645,1276,16,24,2,146.4977917,1
51,84.90217217,1848,24,4,6,21.59666078,1
103,213.9348259,2336,201,11,29,133.3077552,1
65,147.3980014,1671,0,45,6,377.2359639,1
10,89.64684718,1107,70,21,5,771.8203371,1
16,243.166378,393,257,22,25,178.4810049,1
12,43.2421149,1220,2,0,2,0.0,1
58,78.17074431,255,128,39,10,95.85948107,1
37,113.7618429,646,35,29,8,753.1598396,1
27,54.91588873,74,89,12,8,1002.311862,1
38,122.5293029,67,26,22,20,733.9373714,1
53,149.7121659,713,0,0,16,266.3310258,1
79,279.4251421,966,19,0,19,162.5271171,1
116,228.4673653,671,164,0,10,707.8721056,1
37,266.6177075,1170,326,77,23,119.2440502,1
26,45.98473774,469,50,53,5,1127.682976,1
77,204.4794155,723,109,0,8,306.7297957,1
63,191.7142576,939,20,2,9,871.8308414,1
59,123.4496812,3463,75,21,6,164.7155194,1
66,203.7406582,895,31,31,9,583.8440435,1
35,100.579654,392,42,21,12,819.9161586,1
6,346.0973448,2411,218,0,7,273.0320661,1
59,145.2484332,3182,9,2,9,201.6488969,1
27,154.3551324,959,15,38,6,714.0023278,1
104,246.4803645,1371,244,39,5,446.8828511,1
121,251.7928107,1376,356,38,24,484.7697057,1
36,74.42080039,800,195,0,28,225.3773754,1
111,306.8141072,2126,42,55,4,0.0,1
10,50.04340116,181,125,2,14,165.069099,1
26,53.42089631,965,0,0,1,0.0,1
55,82.91054499,454,135,0,10,79.05774314,1
89,190.2335324,1643,285,30,13,45.14026342,1
22,176.1502851,407,110,0,12,228.9917485,1
23,187.017492,556,196,0,16,340.4766751,1
56,267.6647237,2440,81,50,1,0.0,1
20,61.74813881,1717,101,4,11,67.22156956,1
62,195.4550812,904,0,3,14,287.8817023,1
22,134.1335101,538,401,16,20,85.36317406,1
101,201.7786001,2858,221,6,16,153.0152001,1
115,217.3492747,1430,184,0,24,252.6679034,1
79,236.1156152,3003,153,21,0,3.025634348,1
72,157.8557715,313,87,0,4,4.406206825,1
64,148.531761,480,142,0,5,91.68889507,1
129,195.8461798,2140,13,0,16,201.2353692,1
26,53.27978607,3007,2,14,8,545.6474082,1
21,143.0233053,928,23,15,15,298.6117344,1
3,66.45457587,3187,212,32,8,142.26103,1
74,139.4679435,1552,94,21,7,597.8858227,1
12,170.1784232,2086,6,7,10,142.744538,1
65,92.05618758,936,146,37,9,600.6237043,1
64,372.3855664,2611,71,29,0,0.0,1
74,446.4480775,2437,18,2,21,101.9172124,1
64,188.300112,61,187,30,8,675.2773355,1
39,150.7643223,596,140,6,26,310.9602636,1
87,150.5847219,2073,42,7,24,69.04230183,1
22,138.4704673,823,88,98,5,676.6991012,1
32,210.8520963,907,14,11,6,1058.62587,1
114,235.0339741,3080,28,10,7,1125.528588,1
78,391.5623985,3434,402,0,13,260.2325968,1
31,142.7609083,2180,156,3,1,0.0,1
50,260.6438443,509,28,43,16,312.6021047,1
6,80.54760832,1507,15,5,10,180.1533115,1
29,42.79556166,1277,44,0,16,127.0086274,1
73,140.307116,305,77,11,13,233.367474,1
43,106.9809159,99,28,30,7,62.07708426,1
70,166.8936944,185,231,19,16,443.888802,1
86,93.04176547,84,145,1,27,119.8028981,1
65,170.4416055,2094,2,0,8,919.9471543,1
52,199.3938293,3278,7,0,23,99.28365305,1
17,50.97450083,757,127,80,2,4.23197727,1
13,124.2413018,1380,56,13,7,594.3931785,1
8,88.20089675,1204,23,24,7,480.8856254,1
100,277.1784965,2805,104,0,17,249.9775811,1
19,121.836212,2135,335,0,7,168.1469031,1
48,113.9241396,902,125,16,1,0.0,1
57,95.63780368,3373,1,44,27,267.3171773,1
27,83.99994524,2463,145,2,19,466.9787561,1
49,114.5398112,218,118,38,0,0.0,1
71,159.8149448,735,90,60,8,718.354302,1
136,295.9938127,2519,307,66,5,29.95809305,1
68,210.6166123,3423,44,17,13,100.6507973,1
95,225.6232936,696,70,3,4,781.1457764,1
22,104.7448259,2319,16,3,13,460.8548359,1
15,145.6313518,803,0,104,5,753.2661899,1
21,133.2778513,856,133,75,27,179.9179971,1
21,126.9747487,2152,347,16,5,1010.465948,1
81,126.0516944,812,20,4,12,466.281836,1
65,110.0918326,591,156,0,26,61.23823135,1
12,118.9924216,418,175,52,23,71.26760886,1
43,185.5362647,2187,232,53,7,359.9333099,1
142,378.3741817,1219,289,14,20,117.1242572,1
41,243.2524994,1201,108,3,20,212.6653989,1
66,227.1618318,562,259,17,9,543.0112291,1
48,312.7857713,497,66,0,10,298.0711359,1
144,355.3949921,1449,127,40,1,0.0,1
69,371.2547927,1434,220,0,5,730.7136645,1
76,145.643064,3221,23,96,10,725.3993794,1
62,121.8084964,2234,46,0,20,122.548573,1
102,200.8178934,1248,88,10,13,279.3409651,1
29,152.4421774,316,42,11,25,233.3817123,1
8,17.15487208,2039,98,0,17,154.5144681,1
19,150.5245605,2906,6,4,12,133.5501896,1
15,29.41516709,1251,32,27,11,514.2912555,1
38,128.6333921,695,188,0,8,266.6919327,1
141,222.5143439,1034,91,0,3,29.07164404,1
68,207.5184556,392,12,5,25,231.4381173,1
43,106.6184353,1121,117,0,1,0.0,1
59,115.4550792,695,55,2,2,0.0,1
8,50.98463702,357,0,36,6,808.1301102,1
90,275.815334,1458,18,60,16,363.9275656,1
97,189.578122,739,215,21,3,1116.158729,1
55,173.723322,315,128,31,8,225.487943,1
51,111.3708327,144,57,0,23,148.6723894,1
93,313.5851541,2681,0,13,17,117.0494564,1
96,123.7684172,561,303,5,22,106.1569001,1
84,205.1350707,86,128,16,7,300.243081,1
37,165.1469962,1408,8,11,16,489.0196509,1
89,118.6111957,2790,8,10,12,283.8849173,1
111,275.7285255,177,0,9,15,288.6556765,1
8,215.1211876,1974,90,0,16,590.8031767,1
19,108.5706946,2813,7,14,16,191.6427408,1
22,193.5965032,717,425,0,8,190.9637384,1
5,37.00758609,1639,170,18,17,155.1801015,1
43,109.36091,942,206,63,8,505.2735896,1
30,90.66025914,238,313,0,8,570.6363179,1
29,108.1650112,1292,186,7,2,14.39093889,1
27,142.7750922,925,33,23,5,59.73854711,1
9,68.62531931,2891,87,21,6,652.3505048,1
44,405.9631676,2562,0,4,15,131.7710583,1
80,177.5051823,1485,172,40,4,986.9558301,1
94,132.7358496,53,119,64,1,0.0,1
5,239.6854902,2402,90,3,26,227.8369966,1
28,40.62784453,616,54,9,11,161.8663595,1
26,75.20010261,1043,10,0,20,567.6490421,1
77,205.0335974,2673,69,27,3,286.5137075,1
85,350.1910383,289,68,25,7,730.7179273,1
39,57.7782913,880,18,14,15,284.2845548,1
10,92.7352717,1291,0,23,7,415.4516778,1
30,65.46669601,1449,32,0,3,16.48382591,1
76,116.7480055,1178,14,0,5,532.7993555,1
16,69.03127718,1346,251,3,18,402.1702192,1
118,428.1941645,1325,71,11,20,228.7068461,1
15,410.3833104,339,153,51,12,525.6342023,1
30,98.12282684,1513,18,0,11,439.1202378,1
81,196.3247612,2765,31,5,22,21.35299292,1
31,66.52411825,710,87,9,22,116.6555487,1
119,253.5031567,197,97,4,4,103.0523564,1
39,202.5027491,2234,270,6,14,378.8565701,1
84,123.461744,1188,202,29,11,665.7795058,1
46,145.5930509,1887,0,0,24,278.4564863,1
69,151.795851,2122,283,32,6,47.6168563,1
44,485.6235767,1820,0,0,9,852.9746041,1
82,112.4530147,1224,42,0,7,499.9284993,1
157,206.529699,1285,160,36,9,459.0027902,1
37,112.1287558,562,377,27,16,101.0150698,1
46,136.738521,291,201,47,20,270.5429612,1
55,135.8114509,762,46,11,9,765.4011244,1
71,170.2954187,788,36,57,1,0.0,1
32,247.4784019,444,34,40,12,321.3363774,1
39,149.3008243,739,188,22,6,928.5194476,1
32,119.154566,1296,188,0,6,906.6050122,1
25,203.2008828,781,22,39,10,61.63281508,1
24,74.11154514,172,169,30,10,77.10026728,1
36,180.4724589,45,103,7,21,115.0924675,1
19,24.7617305,552,65,14,3,521.4109298,1
48,222.320864,2447,170,31,7,108.2568475,1
27,100.8714167,178,29,0,0,0.0,1
52,210.0961515,438,38,3,23,160.4191127,1
40,203.7535966,36,15,2,26,192.2937514,1
64,168.2309448,2338,86,0,9,655.089402,1
117,191.4981149,2044,280,26,7,12.9263462,1
78,126.6683399,3122,198,0,8,712.0611967,1
85,144.5134177,41,142,6,0,0.0,1
44,102.1517232,1504,7,0,10,416.8723828,1
21,118.9336493,2816,8,13,17,185.9472519,1
42,167.8989146,268,244,16,13,1029.744507,1
34,122.5110416,3172,0,0,21,298.0050539,1
17,85.96488022,748,40,0,15,405.2380378,1
78,166.8031286,1655,115,51,4,0.0,1
62,109.3312936,836,145,2,12,229.6730297,1
39,116.1930587,82,163,0,19,98.69343138,1
48,287.9282609,274,0,10,21,136.4344364,1
97,130.5181421,249,127,33,7,708.2412934,1
25,74.9024784,2558,171,30,10,460.4450189,1
163,214.9812041,883,181,28,4,42.35714432,1
103,131.9701443,1232,0,0,5,572.6250145,1
25,164.6458769,2066,0,1,10,299.6419029,1
35,86.45100092,2179,72,13,5,198.6998845,1
59,199.8183816,2220,9,20,10,124.5992082,1
28,95.52795967,2159,106,2,5,36.82747538,1
68,140.2294074,1302,106,18,0,0.0,1
43,160.5967352,311,9,12,9,462.4764417,1
97,333.357409,539,30,49,1,0.0,1
53,278.1769956,2509,364,93,1,0.0,1
29,112.5965511,3369,36,2,16,433.8684689,1
10,198.4247859,1698,38,49,11,218.7846274,1
58,92.86851093,984,50,5,8,793.037919,1
27,254.7363939,1691,218,0,17,204.2026877,1
34,80.5819654,2647,149,6,19,399.6051619,1
56,100.8958649,738,14,26,5,49.4029946,1
44,242.6863812,1881,32,1,9,52.06366531,1
78,225.094108,429,70,0,26,240.2118679,1
49,117.5627488,663,141,47,2,754.0944361,1
125,187.6312651,295,16,10,16,99.84192604,1
59,111.4099684,1325,0,8,7,422.827953,1
35,61.93439838,911,45,19,25,492.1782206,1
10,50.23788428,221,96,8,11,163.8664239,1
65,271.0646694,1572,161,55,10,1065.868945,1
133,267.692587,3372,187,2,4,1048.248961,1
31,184.2395964,284,178,27,3,0.0,1
22,386.4060504,3369,179,0,6,215.956606,1
26,99.0159993,1473,0,14,13,399.3667727,1
24,129.4574457,778,53,6,11,1004.84956,1
97,133.308442,2549,107,16,18,371.440865,1
3,42.17746364,3205,62,5,3,0.0,1
13,185.62821,3220,71,20,18,373.3722671,1
62,358.7494167,107,13,0,24,100.8461927,1
74,130.7827795,912,75,6,0,0.0,1
77,221.1836534,3142,207,0,12,453.0092529,1
92,157.3188225,95,208,0,22,115.5450791,1
72,178.1633469,341,20,0,9,737.530733,1
43,101.8468238,2214,86,4,9,15.46295274,1
76,143.0339201,2972,228,40,1,28.77706672,1
2,73.34625519,1235,30,0,12,191.8551129,1
105,225.0856044,87,77,35,7,836.7236971,1
13,175.1331006,1725,56,43,13,177.7910981,1
8,82.39205956,1379,365,14,9,72.79008225,1
18,128.984132,2472,182,5,23,370.172887,1
39,101.7555082,2411,1,15,11,801.8846286,1
178,296.9501694,2822,35,15,6,46.01774426,1
100,370.5300379,672,241,16,6,85.77693862,1
33,180.343399,1406,115,0,23,248.178783,1
159,335.5466601,1319,90,12,17,103.7253455,1
7,44.78163119,1697,33,12,14,184.8577084,1
39,439.2602703,2341,159,0,14,396.9922268,1
53,235.1207602,1097,17,2,17,175.503896,1
0,8.995068203,1110,157,0,6,508.3097723,1
14,87.91458334,564,80,24,3,603.8618176,1
13,73.92017927,2306,0,0,10,587.3109932,1
143,307.0188269,771,72,0,24,137.6418007,1
33,118.2099744,309,55,25,5,1025.305421,1
65,131.4522822,198,112,0,13,329.038796,1
65,120.6833142,2819,200,31,12,88.90954548,1
66,424.5911067,1226,80,0,17,230.4313749,1
48,114.5013842,399,32,19,9,529.8090478,1
121,223.6405012,2683,105,32,2,1031.227755,1
129,236.2449227,2970,85,0,8,463.4116042,1
40,162.1701883,3179,207,19,3,73.5679015,1
40,65.57548886,1811,65,0,13,130.1286213,1
8,212.7617645,733,83,0,27,121.2797843,1
18,184.0942665,326,207,14,3,0.0,1
26,134.0464806,723,131,1,1,0.0,1
21,82.67645922,518,34,15,4,14.34155719,1
60,184.5798207,1605,66,37,5,387.829872,1
35,89.17727477,3124,353,7,17,243.9917729,1
67,215.3064431,808,226,0,16,240.5502835,1
60,296.8052158,577,306,39,3,939.7916684,1
45,63.16298036,3337,23,88,2,62.03339616,1
127,263.4329492,3064,23,0,15,149.055315,1
8,249.7207328,1820,9,28,12,236.2860988,1
9,132.6292579,1115,0,0,3,572.9460983,1
23,193.3655516,1432,187,0,22,564.7071268,1
24,110.1916517,1812,6,65,15,431.4608074,1
57,289.8120469,2272,349,0,15,372.0868706,1
63,200.6371105,1260,31,5,18,178.6009957,1
96,164.2302217,1000,115,0,11,235.2101128,1
15,96.46359585,200,142,26,20,142.6525611,1
51,228.5706824,1550,175,57,11,983.8977234,1
167,243.3322158,2180,21,89,14,112.9358341,1
2,18.55503718,1299,132,20,17,675.7325719,1
27,83.72781808,2466,153,1,19,447.8864173,1
61,137.7413143,1178,32,0,17,280.6407565,1
45,71.60475976,3390,133,7,10,764.1851966,1
29,93.30085724,2905,165,0,5,729.0359828,1
42,218.4517202,246,9,19,12,662.1501785,1
62,102.3683967,2027,25,7,10,889.1739214,1
10,51.58615802,2291,23,9,2,67.8180658,1
186,276.6056282,1957,54,0,15,105.092709,1
22,390.2428282,1514,181,3,7,566.7160887,1
37,72.14188147,758,117,17,2,0.0,1
164,216.8735488,883,181,28,4,38.22034719,1
32,188.9253395,638,122,0,17,348.2696517,1
50,78.47233589,348,110,62,16,324.1899267,1
28,158.8082783,596,90,0,21,91.19549454,1
55,127.1888883,607,302,0,6,868.7521867,1
46,127.6359248,418,112,13,9,303.5176614,1
21,138.575871,28,23,0,5,65.92733227,1
147,194.5289448,3089,0,20,2,518.4987179,1
8,217.8718487,2465,411,0,16,114.2478249,1
28,117.6400171,569,77,35,26,135.9100266,1
6,26.34452831,618,116,0,21,227.5879304,1
69,127.0731853,161,86,0,21,166.0379993,1
20,102.5920218,3339,28,6,14,486.498213,1
93,373.0809518,2469,51,36,4,232.8539573,1
71,93.4586555,3342,15,0,20,106.1395665,1
103,155.4255636,1458,38,10,20,52.78709415,1
13,31.94353126,3261,126,30,8,176.769891,1
56,103.0164691,752,73,0,23,40.64970505,1
14,161.5555358,932,106,63,19,85.30077443,1
68,156.985812,2192,217,45,24,293.023219,1
50,268.6525682,1561,166,15,7,462.7577517,1
35,139.6245613,488,24,17,9,504.7408002,1
102,262.6972342,2327,93,6,16,514.4289528,1
77,121.1214231,800,77,76,2,0.0,1
67,145.1421897,1201,47,4,23,315.9816972,1
40,346.7098698,2434,22,0,10,662.4323515,1
23,132.7813628,2213,135,9,14,701.4980019,1
23,208.1179002,3061,47,56,12,322.7940178,1
25,81.56255258,1566,28,70,6,338.0784398,1
25,44.0851757,468,349,64,8,130.9059454,1
101,172.5971372,1157,17,0,22,310.1932837,1
21,475.4972338,257,80,67,5,440.0258561,1
115,297.3150409,3191,224,0,12,86.3946476,1
37,182.9359949,3301,163,9,15,602.3949723,1
57,133.1020872,3023,96,27,11,502.2606922,1
22,75.21276633,2568,238,62,6,88.70491278,1
64,188.7184941,3173,310,0,6,186.8249731,1
17,90.47298377,1742,3,0,10,70.16180507,1
87,184.1820501,3280,86,22,16,403.4705873,1
21,238.8722882,1083,38,8,6,745.5911963,1
31,98.51278231,1358,74,10,15,147.882793,1
98,171.4784619,855,136,23,7,166.7916019,1
23,106.2747969,293,0,51,7,813.3496311,1
27,88.77460193,1640,158,28,15,175.5494505,1
92,167.1518675,1423,84,0,8,28.98488345,1
15,58.46073304,274,0,28,6,48.08814258,1
70,102.1817959,1848,322,89,12,354.8237036,1
42,103.0784921,2208,184,2,14,90.50397059,1
56,107.1859796,2537,241,43,11,401.2633926,1
19,68.54345584,2509,193,0,11,169.4865967,1
72,125.3255582,1474,2,3,27,206.6238175,1
12,38.70513128,987,322,26,17,313.0205119,1
86,125.4508146,1176,210,30,11,682.1538749,1
13,86.39218657,191,141,20,19,147.922973,1
52,264.369049,380,0,6,13,664.5074542,1
79,164.1801036,331,61,49,0,0.0,1
86,158.0458967,60,140,0,2,0.0,1
146,484.0186199,1386,102,42,9,282.2599481,1
99,296.7571192,2226,8,58,8,348.9071121,1
19,65.28311658,2561,233,33,3,0.0,1
16,55.34813569,2848,0,14,11,277.9482631,1
46,127.5708186,1743,193,6,24,95.05689513,1
75,107.1719089,1202,21,0,6,565.6497624,1
86,250.4183469,1824,193,26,8,895.4132101,1
55,119.6577808,75,278,0,4,116.1421024,1
102,204.8214679,3252,82,27,2,98.0426086,1
58,133.6955151,1678,76,2,4,48.7047579,1
111,186.1013654,1557,0,39,3,0.0,1
19,124.3947064,3357,11,0,7,165.8306903,1
22,151.8872404,1485,207,58,15,783.4807303,1
89,154.2576208,711,94,0,7,786.8057735,1
15,260.8125679,164,71,41,3,996.0631065,1
109,246.2714998,2210,266,17,28,125.4667093,1
70,193.7211828,714,125,11,5,853.3035047,1
4,56.064241,1482,62,0,14,347.7661097,1
54,83.15185817,1630,138,4,20,169.9213676,1
124,229.4621075,1530,159,70,10,667.9979854,1
96,145.0846866,1855,0,0,0,0.0,1
191,373.1171663,767,33,5,25,170.7760791,1
71,319.2293319,2449,16,10,29,406.947912,1
90,191.6955792,789,168,7,19,138.1702987,1
57,239.4552211,403,83,31,3,1045.457235,1
90,143.551832,946,10,0,15,238.2221428,1
62,318.0442201,211,12,8,11,705.5309447,1
82,122.547704,1758,106,68,2,810.1508142,1
16,141.3739873,868,131,86,30,145.5873007,1
50,85.70595048,1035,199,25,15,276.4448328,1
146,209.0219652,745,74,0,7,358.5103265,1
5,227.337472,1681,71,0,20,183.6772187,1
4,213.5611984,1078,98,66,26,83.11507447,1
78,135.8223853,303,95,8,5,52.59170358,1
96,264.4239568,2644,140,13,5,1158.484965,1
31,116.8333538,461,0,17,12,475.5903564,1
27,138.0061289,616,81,85,2,1035.931238,1
17,71.74657339,440,4,2,16,510.0319826,1
18,95.18814514,1550,79,4,6,398.3291035,1
3,170.4328799,722,198,22,15,172.5897534,1
67,138.6824336,1302,110,17,0,0.0,1
50,265.7424113,1565,170,13,7,466.927891,1
20,162.7783963,2693,182,0,3,913.9807726,1
18,94.18002929,252,133,41,7,982.4057226,1
27,158.4123339,487,54,0,14,175.3059671,1
117,318.4168809,2106,24,44,5,0.0,1
30,124.2732548,1918,115,6,7,1031.321178,1
39,73.34731547,998,0,1,9,120.835572,1
45,59.98091426,90,29,11,10,996.1137916,1
67,154.377439,1098,42,0,8,448.8977386,1
4,91.78075826,1229,0,28,6,481.737909,1
24,122.1169722,452,3,11,13,449.323576,1
6,31.74822527,2956,273,41,12,641.0447988,1
42,261.3645108,2138,67,42,13,846.2698003,1
18,69.85736067,1502,26,3,12,188.8731972,1
66,263.3150119,1040,31,10,10,953.3459113,1
38,167.1050063,266,19,15,6,213.1647546,1
26,110.4074366,877,58,33,1,0.0,1
17,86.43302782,1074,102,0,17,123.307875,1
20,81.00041586,94,164,20,13,302.2080299,1
170,261.2668304,288,45,60,25,217.5575694,1
24,114.9135551,2004,137,0,7,312.9341011,1
57,112.0482392,516,152,65,13,401.728166,1
33,147.4650258,3005,219,8,7,446.0495433,1
75,153.4737122,636,250,13,8,286.6764747,1
174,368.8585398,1019,18,6,11,501.5473081,1
43,75.77692763,2520,246,48,12,136.4136387,1
44,121.8397088,2004,55,19,10,465.2104497,1
13,54.65881716,523,360,35,13,223.0163985,1
30,54.69636512,149,75,2,0,0.0,1
48,254.8378031,2671,86,32,2,0.0,1
63,217.3645825,767,175,14,25,432.2488798,1
153,375.9930195,253,21,0,26,38.88225407,1
173,302.8060415,1289,183,37,13,366.5010886,1
46,87.26494373,2126,3,9,4,976.9639134,1
108,253.4720407,1188,180,12,6,1066.740213,1
78,182.5354567,3193,40,36,7,69.52516133,1
72,264.662849,580,80,0,8,188.4226772,1
43,109.9309049,1112,58,0,13,94.85658259,1
37,119.3189033,658,201,0,8,275.9536526,1
140,214.0959177,683,223,51,27,248.8757718,1
78,217.1089963,961,180,0,10,387.364792,1
148,283.1216237,2986,46,14,8,1176.297164,1
85,188.690514,2148,118,2,6,57.29554078,1
50,84.19412491,1040,205,26,15,268.5412799,1
10,61.16063488,655,244,54,27,170.3279838,1
7,29.49257673,1429,147,31,19,185.533653,1
73,138.1614282,2265,73,19,17,370.6232697,1
42,177.5620464,3342,103,54,19,201.4900523,1
182,237.8583779,1281,155,32,10,429.1166096,1
12,61.14224784,1550,54,0,13,345.2646926,1
34,83.49974215,2900,86,0,7,237.7104837,1
83,289.010969,903,219,23,7,90.22409599,1
59,166.4860532,2408,7,13,10,756.5347663,1
34,80.6471201,2892,81,0,7,217.9974835,1
65,264.9163982,2763,21,14,16,200.1042704,1
68,156.8568233,3025,91,2,11,287.5520068,1
9,33.27492661,103,178,0,7,156.8977892,1
36,101.7315873,3146,96,34,9,576.0191243,1
158,196.5019222,274,231,0,14,104.0778392,1
49,75.20207754,530,220,18,11,679.1927897,1
171,300.6400584,1483,173,13,16,297.1199996,1
31,281.4583163,2082,26,22,0,12.76519157,1
100,239.2089575,1371,76,41,7,587.4373647,1
67,71.42278778,2480,30,20,14,438.289018,1
103,287.2247038,1429,62,0,11,647.655049,1
54,151.9772355,1439,12,3,16,333.4188705,1
60,179.3901018,519,17,8,20,233.9861827,1
50,115.3383488,1189,137,0,10,387.4671631,1
135,238.1626699,1381,100,0,12,437.5578071,1
15,71.4998582,3126,199,29,9,646.5569357,1
6,57.95221375,1288,105,9,2,0.0,1
31,139.7670906,149,0,63,23,170.6148928,1
154,196.7894844,602,107,0,16,146.7847803,1
8,55.78912001,1605,124,0,7,218.8173752,1
31,55.06094858,866,104,36,5,169.0454688,1
69,234.4654799,1065,14,0,22,293.0360096,1
53,82.84440842,194,136,36,8,1062.430318,1
10,64.58070877,3247,358,13,14,309.1538576,1
17,23.12658,804,10,53,9,682.4222749,1
116,159.5553518,3017,0,9,4,482.128096,1
58,219.9363514,324,55,36,8,105.8376368,1
78,145.275616,2086,120,33,12,181.2558531,1
58,138.5296293,295,38,19,20,420.9281874,1
38,122.1731803,3212,190,45,10,117.1533389,1
84,155.2046722,1602,71,10,2,698.6939128,1
28,77.19870042,2957,0,0,11,371.673522,1
98,259.7388413,123,93,1,26,50.22430093,1
58,144.8222227,3077,230,34,5,68.3698016,1
70,131.885952,2841,45,1,13,402.0576373,1
96,170.6720927,1381,242,52,2,0.0,1
190,361.3804069,654,18,19,22,280.3689053,1
59,92.49444031,1113,0,0,12,93.53540934,1
44,129.0668543,574,0,62,27,168.6423138,1
40,67.74692211,625,129,65,12,57.10579751,1
25,235.1709377,1224,47,0,23,265.6811142,1
174,325.9560041,717,13,27,1,0.0,1
59,161.5524335,115,0,27,12,360.6530444,1
66,130.0461776,484,87,61,25,319.6955369,1
47,215.9556731,2085,45,26,5,56.80338281,1
10,72.24525957,608,96,24,9,41.38729486,1
63,90.56574966,482,2,0,1,0.0,1
52,126.7503862,317,340,43,14,947.8505838,1
56,88.1630827,946,101,23,12,466.9133166,1
40,71.13744092,2318,146,0,13,66.82597152,1
56,99.51388199,2079,17,36,4,603.6325209,1
52,190.043104,3336,0,51,22,149.6902661,1
16,232.7415939,1285,17,36,3,555.9388295,1
63,198.7826579,1758,139,44,11,245.9418791,1
54,88.38307906,577,227,1,24,73.62409311,1
38,59.03383498,2079,42,5,10,632.9790689,1
54,191.6449861,54,251,40,24,71.7156192,1
7,43.05098476,2510,207,5,10,151.2393022,1
54,117.4284825,90,310,29,12,538.3012887,1
14,70.29832342,1285,232,1,25,541.3098787,1
141,245.1616249,511,210,16,17,425.3273436,1
55,231.7385182,560,31,0,25,82.48308849,1
63,145.0227151,1561,37,29,9,496.1434219,1
64,185.320007,888,112,15,11,285.8216511,1
32,104.5880435,606,69,2,5,15.56948314,1
3,61.98989957,467,47,45,20,184.2589467,1
16,66.0839205,1320,38,25,10,538.5010038,1
41,133.7105873,1177,10,12,18,56.79792045,1
82,93.20376907,78,130,2,24,148.0109803,1
51,236.8059458,2430,23,48,31,81.13943502,1
30,52.16164639,659,111,25,2,0.0,1
41,154.3534944,256,1,54,19,309.4404834,1
42,307.7207205,2565,34,7,2,0.0,1
75,254.2919828,272,162,0,22,284.9153434,1
90,136.5709056,1226,254,46,14,616.5075607,1
26,43.4008442,1511,229,21,11,439.7359916,1
60,158.0560658,1566,0,27,3,0.0,1
101,227.8412771,441,37,29,18,279.6143421,1
92,188.3959855,1374,379,2,7,1115.245166,1
75,114.0147963,643,189,78,4,238.3656517,1
24,196.0738126,1104,147,36,26,184.8233759,1
18,73.35426616,687,22,0,9,46.30790502,1
11,124.6852996,2177,195,73,13,275.6169032,1
39,148.1714504,250,27,33,17,958.0984285,1
92,143.7144197,191,68,20,1,0.0,1
8,139.8505613,3164,120,17,18,361.625778,1
31,84.7634807,1357,65,49,10,9.348483532,1
64,113.8452256,2027,40,71,23,49.09438281,1
11,38.37099099,1066,259,49,16,165.2080037,1
90,162.0053675,654,46,48,17,127.8723209,1
17,211.9347152,2453,63,0,12,64.88989496,1
49,143.5067504,1183,208,3,1,15.87706741,1
71,94.50490442,3253,16,2,21,103.2715637,1
78,113.547092,3332,0,0,1,0.0,1
11,93.5428071,2377,51,12,6,79.41338613,1
112,236.2855538,444,24,8,19,66.22974341,1
79,191.2098193,790,17,55,25,169.334656,1
29,113.2006444,1922,16,0,7,799.6391486,1
153,408.814504,2515,90,93,4,27.62617855,1
19,129.9689541,764,49,21,15,426.2272747,1
37,131.2178471,1118,70,0,7,278.2373063,1
