,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
25659310,2,03/29/2017 7:46:12 AM,03/29/2017 7:52:23 AM,1,1.02,1,N,193,145,2,6,0,0.5,0,0,0.3,6.8
105070779,1,12/11/2017 9:46:29 PM,12/11/2017 9:55:48 PM,1,1.7,1,N,141,239,1,8.5,0.5,0.5,1.5,0,0.3,11.3
1324241,1,01/05/2017 12:40:16 PM,01/05/2017 12:40:23 PM,1,0,1,N,48,48,1,2.5,0,0.5,0.95,0,0.3,4.25
113148766,2,01/06/2017 11:31:01 PM,01/06/2017 11:35:04 PM,2,0.88,1,N,161,163,2,5,0.5,0.5,0,0,0.3,6.3
93501042,2,11/04/2017 10:52:21 PM,11/04/2017 10:56:00 PM,1,0.57,1,N,238,151,2,4.5,0.5,0.5,0,0,0.3,5.8
1854555,2,01/21/2017 3:42:31 AM,01/21/2017 3:50:32 AM,1,2.02,1,N,163,107,2,8.5,0.5,0.5,0,0,0.3,9.8
25768977,2,03/29/2017 1:52:45 PM,03/29/2017 2:23:31 PM,1,8.37,1,N,138,162,1,29,0,0.5,8.89,5.76,0.3,44.45
16068390,2,02/28/2017 9:04:31 AM,02/28/2017 9:12:56 AM,2,1.32,1,N,170,79,1,7.5,0,0.5,1,0,0.3,9.3
91748153,2,10/30/2017 5:16:09 PM,10/30/2017 5:20:59 PM,3,0.8,1,N,166,151,1,5.5,1,0.5,0,0,0.3,7.3
109314573,2,12/25/2017 10:28:31 AM,12/25/2017 10:38:21 AM,5,1.61,1,N,137,68,1,9,0,0.5,1.96,0,0.3,11.76
110991186,2,01/01/2017 12:52:09 PM,01/01/2017 1:04:04 PM,2,1.48,1,N,48,246,2,8.5,0,0.5,0,0,0.3,9.3
3164271,2,01/12/2017 2:02:53 PM,01/12/2017 2:15:24 PM,1,1.46,1,N,144,234,1,9.5,0,0.5,1.5,0,0.3,11.8
66577549,2,08/06/2017 11:00:04 AM,08/06/2017 11:03:43 AM,3,1.63,1,N,229,263,1,6.5,0,0.5,3,0,0.3,10.3
81240683,1,09/27/2017 3:34:02 PM,09/27/2017 4:03:48 PM,1,2.5,1,N,229,239,2,18.5,0,0.5,0,0,0.3,19.3
35732258,2,04/11/2017 7:40:27 PM,04/11/2017 8:00:49 PM,6,6.85,1,N,229,65,1,22.5,1,0.5,3,0,0.3,27.3
24053714,1,03/22/2017 11:56:18 PM,03/23/2017 12:12:45 AM,1,3,1,N,238,140,1,13.5,0.5,0.5,3,0,0.3,17.8
99098222,2,11/22/2017 11:47:11 AM,11/22/2017 12:01:21 PM,1,1.79,1,N,164,237,2,10.5,0,0.5,0,0,0.3,11.3
73438712,1,08/31/2017 11:36:28 PM,08/31/2017 11:47:47 PM,1,2.2,1,N,234,231,1,10,0.5,0.5,2.8,0,0.3,14.1
6371664,2,01/22/2017 4:52:40 PM,01/22/2017 5:04:40 PM,2,1.88,1,N,125,234,1,9.5,0,0.5,2.58,0,0.3,12.88
17460312,2,03/03/2017 12:55:30 AM,03/03/2017 1:22:30 AM,1,10.12,1,N,262,225,2,30,0.5,0.5,0,0,0.3,31.3
20060798,2,03/09/2017 9:39:57 PM,03/09/2017 9:50:04 PM,3,1.23,1,N,234,224,1,8,0.5,0.5,1.86,0,0.3,11.16
40673553,2,05/19/2017 5:18:02 PM,05/19/2017 5:23:30 PM,1,0.99,1,N,170,170,1,5.5,1,0.5,1.46,0,0.3,8.76
106575748,2,12/16/2017 6:04:27 AM,12/16/2017 6:22:02 AM,2,5.36,1,N,170,7,1,18,0,0.5,8,0,0.3,26.8
18854104,2,03/06/2017 3:18:26 PM,03/06/2017 3:27:25 PM,1,0.87,1,N,140,141,2,7,0,0.5,0,0,0.3,7.8
54695554,1,06/27/2017 8:25:44 AM,06/27/2017 8:41:56 AM,1,3.3,1,N,263,152,1,14,0,0.5,2.95,0,0.3,17.75
46636774,1,05/31/2017 4:59:44 PM,05/31/2017 5:11:39 PM,1,1.2,1,N,161,230,1,9,1,0.5,2.7,0,0.3,13.5
104651945,1,12/10/2017 2:47:37 PM,12/10/2017 2:59:21 PM,1,0.1,1,N,264,264,1,8,0,0.5,1.75,0,0.3,10.55
6077736,2,01/29/2017 12:53:21 PM,01/29/2017 1:01:39 PM,2,2.5,1,N,142,166,2,9,0,0.5,0,0,0.3,9.8
101632969,2,12/01/2017 4:18:26 PM,12/01/2017 4:27:32 PM,3,0.63,1,N,43,142,2,7,1,0.5,0,0,0.3,8.8
17518058,1,03/03/2017 7:54:53 AM,03/03/2017 8:07:26 AM,1,1.3,1,N,141,161,1,9,0,0.5,1.18,0,0.3,10.98
75128119,2,09/07/2017 4:25:02 PM,09/07/2017 4:34:05 PM,1,1.73,1,N,68,249,2,8.5,1,0.5,0,0,0.3,10.3
21135322,2,03/13/2017 9:45:18 PM,03/13/2017 9:51:15 PM,1,0.99,1,N,137,234,1,6,0.5,0.5,2,0,0.3,9.3
57797484,2,07/07/2017 1:03:25 AM,07/07/2017 1:11:02 AM,1,2.66,1,N,141,7,2,9.5,0.5,0.5,0,0,0.3,10.8
95775568,1,11/11/2017 10:08:34 PM,11/11/2017 10:42:17 PM,4,8.6,1,N,238,87,1,29.5,0.5,0.5,2,0,0.3,32.8
16823618,1,03/01/2017 11:37:12 AM,03/01/2017 11:53:27 AM,2,1,1,N,236,237,2,10.5,0,0.5,0,0,0.3,11.3
15836506,2,02/27/2017 1:54:29 PM,02/27/2017 2:09:33 PM,5,2.98,1,N,161,239,1,12,0,0.5,2.56,0,0.3,15.36
98584362,2,11/20/2017 5:44:44 PM,11/20/2017 5:49:45 PM,1,0.68,1,N,43,43,1,5.5,1,0.5,1.1,0,0.3,8.4
99443785,2,11/23/2017 8:06:07 PM,11/23/2017 8:08:56 PM,1,0.61,1,N,42,42,2,4.5,0.5,0.5,0,0,0.3,5.8
26543439,1,03/31/2017 8:05:52 PM,03/31/2017 8:35:30 PM,1,6.3,1,N,163,87,1,23.5,0.5,0.5,3,0,0.3,27.8
106913815,2,12/17/2017 2:47:04 AM,12/17/2017 2:51:51 AM,1,1.27,1,N,100,68,1,6,0.5,0.5,0,0,0.3,7.3
37144130,1,05/02/2017 10:56:21 AM,05/02/2017 11:09:41 AM,1,1.8,1,N,107,249,1,9.5,0,0.5,2.05,0,0.3,12.35
42841139,2,05/13/2017 12:11:40 PM,05/13/2017 12:26:13 PM,1,2.04,1,N,142,170,1,10.5,0,0.5,2.26,0,0.3,13.56
76697593,2,09/12/2017 4:53:04 PM,09/12/2017 5:00:04 PM,1,1.05,1,N,237,141,1,6.5,1,0.5,1.66,0,0.3,9.96
75360848,2,09/08/2017 9:29:26 AM,09/08/2017 9:57:10 AM,2,2.02,1,N,233,68,2,17,0,0.5,0,0,0.3,17.8
44447901,1,05/24/2017 12:50:10 AM,05/24/2017 12:56:45 AM,1,1.2,1,N,249,79,2,6.5,0.5,0.5,0,0,0.3,7.8
21004972,2,03/13/2017 3:18:58 PM,03/13/2017 3:28:54 PM,1,1.47,1,N,231,261,1,8.5,0,0.5,0,0,0.3,9.3
70386067,2,08/20/2017 12:29:32 PM,08/20/2017 12:42:37 PM,1,1.29,1,N,43,164,2,10,0,0.5,0,0,0.3,10.8
72448470,2,08/28/2017 10:24:33 AM,08/28/2017 10:34:32 AM,5,1.57,1,N,79,234,1,8.5,0,0.5,2,0,0.3,11.3
97855058,2,11/18/2017 10:49:29 AM,11/18/2017 10:53:47 AM,1,0.8,1,N,50,142,2,5,0,0.5,0,0,0.3,5.8
107261221,2,12/18/2017 10:21:43 AM,12/18/2017 10:55:27 AM,1,8.59,1,N,138,100,1,30.5,0,0.5,9.26,5.76,0.3,46.32
68108474,1,08/11/2017 8:47:45 PM,08/11/2017 9:04:04 PM,2,2.7,1,N,142,164,1,12.5,0.5,0.5,3.45,0,0.3,17.25
7282051,1,02/01/2017 12:28:41 PM,02/01/2017 12:46:00 PM,1,3.1,1,N,100,231,1,13.5,0,0.5,2.85,0,0.3,17.15
2685673,2,01/10/2017 10:34:58 PM,01/10/2017 10:55:04 PM,1,4.51,1,N,211,237,1,17.5,0.5,0.5,3.76,0,0.3,22.56
102288916,2,12/03/2017 1:34:02 PM,12/03/2017 1:38:55 PM,5,0.56,1,N,90,234,1,5,0,0.5,1.24,0,0.3,7.04
62040546,2,07/21/2017 2:32:51 PM,07/21/2017 2:37:47 PM,1,0.63,1,N,161,237,2,5,0,0.5,0,0,0.3,5.8
52039662,1,06/19/2017 1:12:20 PM,06/19/2017 1:26:56 PM,1,1.4,1,N,264,264,1,10.5,0,0.5,2.25,0,0.3,13.55
4400516,1,01/24/2017 7:45:04 AM,01/24/2017 7:53:58 AM,1,1.2,1,N,161,68,1,7.5,0,0.5,1.66,0,0.3,9.96
94627171,2,11/08/2017 4:30:29 PM,11/08/2017 4:43:52 PM,1,1.55,1,N,164,230,1,10,1,0.5,3.54,0,0.3,15.34
4963059,2,01/25/2017 7:52:21 PM,01/25/2017 8:04:58 PM,2,1.82,1,N,68,234,1,9.5,1,0.5,2.26,0,0.3,13.56
80710612,2,09/25/2017 7:31:54 PM,09/25/2017 7:35:17 PM,1,0.93,1,N,170,107,1,5,1,0.5,1.2,0,0.3,8
39783668,2,05/17/2017 8:56:52 AM,05/17/2017 9:07:20 AM,1,1.64,1,N,116,159,2,9,0,0.5,0,0,0.3,9.8
90899386,1,10/27/2017 11:07:47 PM,10/27/2017 11:42:20 PM,1,11.8,1,N,229,216,1,37,0.5,0.5,7.65,0,0.3,45.95
21287314,1,03/15/2017 5:40:42 AM,03/15/2017 5:45:46 AM,1,1,1,N,231,12,1,5.5,0.5,0.5,1,0,0.3,7.8
110594548,1,12/30/2017 4:10:02 PM,12/30/2017 4:23:28 PM,1,1.6,1,N,43,230,1,10.5,0,0.5,2,0,0.3,13.3
16978087,2,03/01/2017 7:41:39 PM,03/01/2017 7:46:58 PM,1,0.49,1,N,143,142,1,5,1,0.5,1.36,0,0.3,8.16
78515462,2,09/18/2017 9:39:39 AM,09/18/2017 10:07:30 AM,1,6.02,1,N,50,42,2,25,0,0.5,0,0,0.3,25.8
109201567,2,12/24/2017 4:29:28 PM,12/24/2017 4:30:23 PM,1,0.07,1,N,262,263,2,2.5,0,0.5,0,0,0.3,3.3
82311949,1,09/30/2017 7:30:36 PM,09/30/2017 7:32:21 PM,2,0.4,1,N,142,163,2,3.5,0,0.5,0,0,0.3,4.3
55930545,2,06/09/2017 9:08:43 AM,06/09/2017 9:31:15 AM,1,2.56,1,N,186,143,1,15,0,0.5,0,0,0.3,15.8
107390263,2,12/18/2017 6:25:17 PM,12/18/2017 6:43:45 PM,2,2.04,1,N,162,79,2,12.5,1,0.5,0,0,0.3,14.3
71712098,1,08/25/2017 10:42:21 AM,08/25/2017 10:58:26 AM,1,1.7,1,N,237,236,2,11.5,0,0.5,0,0,0.3,12.3
56162437,2,06/10/2017 2:09:05 PM,06/10/2017 2:13:12 PM,1,0.4,1,N,140,140,2,4.5,0,0.5,0,0,0.3,5.3
20705183,2,03/12/2017 3:55:10 PM,03/12/2017 4:02:48 PM,6,1.23,1,N,79,90,1,7,0,0.5,1,0,0.3,8.8
74934576,1,09/06/2017 10:30:08 PM,09/06/2017 10:53:35 PM,1,4.2,1,N,48,226,2,17.5,0.5,0.5,0,0,0.3,18.8
111286745,1,01/15/2017 12:30:48 AM,01/15/2017 12:37:28 AM,1,1.7,1,N,263,229,1,7.5,0.5,0.5,1.75,0,0.3,10.55
2486055,1,01/10/2017 12:21:27 PM,01/10/2017 12:33:06 PM,1,1,1,N,140,229,2,8.5,0,0.5,0,0,0.3,9.3
82506432,2,10/01/2017 12:45:26 PM,10/01/2017 12:51:53 PM,2,0.79,1,N,7,7,2,6,0,0.5,0,0,0.3,6.8
83870993,1,10/05/2017 11:13:57 PM,10/05/2017 11:22:41 PM,1,1.2,1,N,249,79,2,7.5,0.5,0.5,0,0,0.3,8.8
83882002,2,10/05/2017 11:24:02 PM,10/05/2017 11:35:21 PM,3,1.79,1,N,114,158,2,10,0.5,0.5,0,0,0.3,11.3
88430764,1,10/20/2017 11:33:19 AM,10/20/2017 11:43:59 AM,1,2,1,N,107,229,1,9,0,0.5,1,0,0.3,10.8
37619218,2,05/04/2017 4:03:49 AM,05/04/2017 4:18:12 AM,2,3.52,1,N,234,236,1,13.5,0.5,0.5,2.96,0,0.3,17.76
63877089,2,07/27/2017 9:33:40 PM,07/27/2017 10:04:27 PM,1,12.86,1,N,88,95,1,37.5,0.5,0.5,3,5.76,0.3,47.56
76577512,2,09/12/2017 9:39:11 AM,09/12/2017 9:45:53 AM,1,1.07,1,N,236,140,2,6.5,0,0.5,0,0,0.3,7.3
34563228,2,04/26/2017 12:54:06 PM,04/26/2017 12:59:33 PM,2,0.71,1,N,164,163,1,5.5,0,0.5,1.26,0,0.3,7.56
6066351,1,01/28/2017 6:38:07 PM,01/28/2017 6:42:37 PM,1,0.6,1,N,238,151,1,5,0,0.5,1,0,0.3,6.8
13023218,1,02/18/2017 4:57:24 PM,02/18/2017 5:13:17 PM,3,1.6,1,N,43,161,1,11,0,0.5,3.5,0,0.3,15.3
74670956,1,09/06/2017 8:12:49 AM,09/06/2017 8:35:39 AM,1,3.2,1,N,263,145,2,17,0,0.5,0,0,0.3,17.8
2175075,2,01/21/2017 11:42:00 PM,01/21/2017 11:47:59 PM,1,0.83,1,N,137,164,2,6,0.5,0.5,0,0,0.3,7.3
52540190,1,06/20/2017 10:17:30 PM,06/20/2017 10:24:05 PM,2,1,1,N,48,186,1,6,0.5,0.5,1,0,0.3,8.3
4824293,2,01/25/2017 12:41:49 PM,01/25/2017 12:50:03 PM,1,1.23,1,N,236,141,1,7.5,0,0.5,1.66,0,0.3,9.96
68197384,2,08/12/2017 2:08:18 AM,08/12/2017 2:28:26 AM,1,4.15,1,N,161,7,2,16.5,0.5,0.5,0,0,0.3,17.8
32815440,2,04/21/2017 1:40:34 PM,04/21/2017 1:49:43 PM,6,1.4,1,N,162,234,2,7.5,0,0.5,0,0,0.3,8.3
25716068,1,03/30/2017 8:02:23 PM,03/30/2017 8:22:32 PM,1,1.7,1,N,148,234,1,13,0.5,0.5,2.85,0,0.3,17.15
102353675,2,12/03/2017 4:46:18 PM,12/03/2017 4:53:57 PM,1,0.65,1,N,170,186,1,6.5,0,0.5,1,0,0.3,8.3
55336637,2,06/05/2017 7:47:45 PM,06/05/2017 7:56:33 PM,1,2.01,1,N,125,107,1,8.5,1,0.5,2.06,0,0.3,12.36
11055096,1,02/08/2017 8:11:32 AM,02/08/2017 8:26:18 AM,1,1.2,1,N,186,107,1,10,0,0.5,2,0,0.3,12.8
27423333,1,04/03/2017 12:54:03 PM,04/03/2017 1:10:15 PM,1,2.3,1,N,237,164,2,12.5,0,0.5,0,0,0.3,13.3
51650553,2,06/18/2017 1:14:26 PM,06/18/2017 2:02:42 PM,5,16.08,2,N,162,132,1,52,0,0.5,10.56,0,0.3,63.36
44483797,2,05/24/2017 7:36:15 AM,05/24/2017 7:47:38 AM,1,1.49,1,N,79,234,1,9,0,0.5,1.96,0,0.3,11.76
12970678,2,02/18/2017 1:42:34 PM,02/18/2017 1:46:40 PM,1,0.49,1,N,114,249,1,4.5,0,0.5,0,0,0.3,5.3
6603259,2,01/30/2017 8:15:13 AM,01/30/2017 8:25:20 AM,1,1.26,1,N,229,170,1,8,0,0.5,1.76,0,0.3,10.56
23963195,2,03/22/2017 7:36:42 PM,03/22/2017 7:55:08 PM,6,1.58,1,N,170,90,1,12.5,1,0.5,0,0,0.3,14.3
42197765,2,05/11/2017 7:05:45 PM,05/11/2017 7:10:00 PM,5,0.58,1,N,142,143,2,5,1,0.5,0,0,0.3,6.8
24213062,2,03/25/2017 11:58:02 PM,03/26/2017 12:05:32 AM,1,1.2,1,N,68,249,1,7,0.5,0.5,1,0,0.3,9.3
30814978,2,04/15/2017 9:58:45 PM,04/15/2017 10:18:19 PM,1,3.98,1,N,107,263,1,16.5,0.5,0.5,3.56,0,0.3,21.36
11807744,1,02/15/2017 7:52:14 AM,02/15/2017 8:06:01 AM,1,1.8,1,N,140,161,1,10.5,0,0.5,2.25,0,0.3,13.55
101307612,2,11/30/2017 5:20:58 PM,11/30/2017 5:40:16 PM,1,1.1,1,N,230,100,1,12.5,1,0.5,2.86,0,0.3,17.16
31718346,2,04/18/2017 5:30:24 PM,04/18/2017 6:21:59 PM,1,7.04,1,N,79,7,2,34.5,1,0.5,0,0,0.3,36.3
62860447,2,07/24/2017 2:15:39 PM,07/24/2017 2:41:14 PM,2,11.36,1,N,132,138,1,32,0,0.5,6.56,0,0.3,39.36
83164860,1,10/03/2017 7:06:19 PM,10/03/2017 7:11:14 PM,1,0.8,1,N,74,74,2,5.5,1,0.5,0,0,0.3,7.3
85603292,2,10/11/2017 5:13:21 PM,10/11/2017 5:54:45 PM,2,17.47,2,N,132,170,1,52,4.5,0.5,9.46,5.76,0.3,72.52
6606041,2,01/30/2017 8:24:46 AM,01/30/2017 8:40:14 AM,1,6.11,1,N,132,28,1,19.5,0,0.5,3,0,0.3,23.3
22989416,1,03/25/2017 4:35:18 PM,03/25/2017 5:00:37 PM,1,4.9,1,N,87,49,1,20,0,0.5,2,0,0.3,22.8
45650097,2,05/27/2017 8:56:43 PM,05/27/2017 9:07:55 PM,1,1.74,1,N,158,107,1,9,0.5,0.5,1,0,0.3,11.3
15198576,2,02/25/2017 3:19:56 PM,02/25/2017 3:38:12 PM,1,2.26,1,N,162,68,2,12.5,0,0.5,0,0,0.3,13.3
17827905,2,03/03/2017 10:07:21 PM,03/03/2017 10:38:30 PM,2,4.5,1,N,90,255,1,21.5,0.5,0.5,4.56,0,0.3,27.36
93943764,2,11/06/2017 1:02:55 PM,11/06/2017 1:30:52 PM,1,1.83,1,N,141,170,2,17,0,0.5,0,0,0.3,17.8
59839344,2,07/14/2017 6:09:54 AM,07/14/2017 6:11:40 AM,1,0.01,2,N,132,132,2,52,0,0.5,0,5.76,0.3,58.56
28060219,2,04/05/2017 11:23:36 AM,04/05/2017 11:38:21 AM,1,1.67,1,N,236,161,1,11,0,0.5,1,0,0.3,12.8
8909169,1,02/08/2017 4:00:13 PM,02/08/2017 4:15:03 PM,1,1.4,1,N,143,237,2,10.5,1,0.5,0,0,0.3,12.3
9843415,2,02/11/2017 9:02:42 AM,02/11/2017 9:05:54 AM,2,0.82,1,N,249,246,1,4.5,0,0.5,1,0,0.3,6.3
95170656,2,11/10/2017 8:06:10 AM,11/10/2017 8:22:44 AM,1,1.73,1,N,246,164,1,11.5,0,0.5,3.08,0,0.3,15.38
41790271,2,05/10/2017 4:11:09 PM,05/10/2017 4:23:14 PM,1,1.22,1,N,158,211,2,9,1,0.5,0,0,0.3,10.8
32162156,2,04/19/2017 8:06:12 PM,04/19/2017 8:15:19 PM,5,1.96,1,N,75,140,1,8.5,0.5,0.5,2.45,0,0.3,12.25
51943802,2,06/19/2017 6:57:47 AM,06/19/2017 7:11:22 AM,6,1.98,1,N,142,140,1,10.5,0,0.5,2.26,0,0.3,13.56
112284672,2,01/18/2017 1:40:33 PM,01/18/2017 2:02:13 PM,1,2.22,1,N,75,141,2,15,0,0.5,0,0,0.3,15.8
9163655,1,02/08/2017 11:13:30 PM,02/08/2017 11:43:01 PM,1,8,1,N,186,160,1,28.5,0.5,0.5,7.05,5.54,0.3,42.39
13316559,1,02/19/2017 2:49:42 PM,02/19/2017 2:59:51 PM,4,1,1,N,249,211,1,8,0,0.5,1.75,0,0.3,10.55
80341574,1,09/24/2017 1:37:55 PM,09/24/2017 1:37:55 PM,1,0,1,N,234,264,2,2.5,0,0.5,0,0,0.3,3.3
98706527,1,11/21/2017 5:47:13 AM,11/21/2017 5:50:06 AM,1,0.7,1,N,161,100,1,4.5,0.5,0.5,1.45,0,0.3,7.25
20661423,1,03/12/2017 1:17:22 PM,03/12/2017 1:28:36 PM,1,2.5,1,N,74,244,1,11,0,0.5,1,0,0.3,12.8
57688725,2,07/06/2017 6:06:47 PM,07/06/2017 6:21:43 PM,1,2.13,1,N,233,79,1,11.5,1,0.5,2.66,0,0.3,15.96
45977109,1,05/29/2017 9:36:59 AM,05/29/2017 9:49:08 AM,1,3.8,1,N,138,129,1,14,0,0.5,2.95,0,0.3,17.75
84198015,2,10/06/2017 9:58:36 PM,10/06/2017 10:12:07 PM,1,3.97,1,N,148,255,1,14.5,0.5,0.5,3.16,0,0.3,18.96
110810502,2,12/31/2017 2:37:38 PM,12/31/2017 2:56:50 PM,1,3.32,1,N,144,163,2,14.5,0,0.5,0,0,0.3,15.3
96524493,2,11/14/2017 1:14:35 PM,11/14/2017 1:24:12 PM,6,0.9,1,N,229,141,1,7.5,0,0.5,2.08,0,0.3,10.38
747378,1,01/03/2017 3:03:04 PM,01/03/2017 3:25:12 PM,2,3.5,1,N,230,148,2,16,0,0.5,0,0,0.3,16.8
26212024,2,03/26/2017 3:08:59 AM,03/26/2017 3:17:04 AM,6,1.13,1,N,68,125,1,7,0.5,0.5,1.66,0,0.3,9.96
26149114,2,03/30/2017 12:58:35 PM,03/30/2017 1:13:32 PM,1,2.47,1,N,13,249,1,12,0,0.5,2.56,0,0.3,15.36
63569694,2,07/26/2017 10:45:37 PM,07/26/2017 10:52:37 PM,1,1.98,1,N,142,24,1,8,0.5,0.5,2.79,0,0.3,12.09
59306321,1,07/12/2017 2:59:22 PM,07/12/2017 3:09:35 PM,1,1.8,1,N,209,249,2,8.5,0,0.5,0,0,0.3,9.3
102861614,2,12/05/2017 12:47:06 PM,12/05/2017 12:56:11 PM,1,1.3,1,N,48,246,2,8,0,0.5,0,0,0.3,8.8
81794067,1,09/29/2017 8:27:03 AM,09/29/2017 8:42:08 AM,1,2.5,1,N,68,161,1,12,0,0.5,2.55,0,0.3,15.35
112236728,1,01/18/2017 10:37:54 AM,01/18/2017 10:47:35 AM,1,2.3,1,N,142,166,1,9.5,0,0.5,2.06,0,0.3,12.36
74577263,2,09/05/2017 8:12:02 PM,09/05/2017 8:18:24 PM,1,0.73,1,N,233,229,1,6,0.5,0.5,1.46,0,0.3,8.76
104546794,1,12/10/2017 3:43:33 AM,12/10/2017 3:56:47 AM,1,2.7,1,N,41,116,1,11.5,0.5,0.5,3,0,0.3,15.8
22645252,2,03/19/2017 5:38:23 AM,03/19/2017 6:10:38 AM,2,21.22,1,N,132,33,1,56.5,0.5,0.5,5,0,0.3,62.8
7810994,1,02/02/2017 10:12:14 PM,02/02/2017 10:18:26 PM,1,1.5,1,N,79,170,1,7,0.5,0.5,1.65,0,0.3,9.95
72557217,2,08/28/2017 6:04:29 PM,08/28/2017 6:13:06 PM,1,1.77,1,N,233,224,1,8,1,0.5,0,0,0.3,9.8
14409319,1,02/23/2017 10:09:38 AM,02/23/2017 10:28:25 AM,2,2.7,1,N,24,43,2,14.5,0,0.5,0,0,0.3,15.3
89142634,2,10/22/2017 2:00:06 PM,10/22/2017 2:19:13 PM,1,2.58,1,N,186,90,1,13.5,0,0.5,3.58,0,0.3,17.88
68368558,2,08/12/2017 8:53:54 PM,08/12/2017 9:26:35 PM,1,8.18,1,N,238,255,1,28.5,0.5,0.5,5.96,0,0.3,35.76
15917484,1,02/27/2017 6:39:41 PM,02/27/2017 6:44:41 PM,1,0.8,1,N,137,79,2,5.5,1,0.5,0,0,0.3,7.3
86372772,1,10/13/2017 10:27:46 PM,10/13/2017 10:30:50 PM,1,0.5,1,N,236,237,2,4.5,0.5,0.5,0,0,0.3,5.8
52886547,2,06/21/2017 10:18:18 PM,06/21/2017 10:29:29 PM,1,2.43,1,N,186,231,2,10,0.5,0.5,0,0,0.3,11.3
74142784,1,09/03/2017 11:09:39 PM,09/03/2017 11:11:19 PM,1,0,1,N,79,107,3,3,0.5,0.5,0,0,0.3,4.3
5366246,2,01/26/2017 10:14:40 PM,01/26/2017 10:28:45 PM,1,3.53,1,N,261,234,1,14,0.5,0.5,3.06,0,0.3,18.36
14036143,2,02/22/2017 6:51:17 AM,02/22/2017 7:01:19 AM,1,1.76,1,N,163,142,1,9.5,0,0.5,2.06,0,0.3,12.36
76669962,2,09/12/2017 2:59:18 PM,09/12/2017 3:09:48 PM,1,1.1,1,N,262,141,1,8.5,0,0.5,1.86,0,0.3,11.16
18177106,2,03/04/2017 6:27:34 PM,03/04/2017 6:37:54 PM,1,1.55,1,N,230,68,1,8.5,0,0.5,1.86,0,0.3,11.16
107632098,1,12/19/2017 1:10:41 PM,12/19/2017 1:31:24 PM,1,1.6,1,N,43,141,2,13,0,0.5,0,0,0.3,13.8
69093535,1,08/15/2017 7:53:15 PM,08/15/2017 8:01:21 PM,2,1.9,1,N,263,75,2,8.5,1,0.5,0,0,0.3,10.3
24876527,1,03/25/2017 9:33:54 AM,03/25/2017 10:08:49 AM,1,20.2,2,N,209,132,1,52,0,0.5,11.7,5.76,0.3,70.26
56732935,2,07/02/2017 10:52:40 AM,07/02/2017 11:09:38 AM,5,4.34,1,N,264,264,2,17,0,0.5,0,0,0.3,17.8
84924696,1,10/09/2017 1:28:36 PM,10/09/2017 1:38:35 PM,1,0.7,1,N,249,90,2,7.5,0,0.5,0,0,0.3,8.3
95759027,2,11/11/2017 9:47:24 PM,11/11/2017 9:57:51 PM,1,2.45,1,N,142,166,2,10,0.5,0.5,0,0,0.3,11.3
53544691,2,06/23/2017 3:12:43 PM,06/23/2017 3:29:30 PM,1,2.33,1,N,186,143,1,12.5,0,0.5,2.66,0,0.3,15.96
9897749,1,02/11/2017 12:19:39 PM,02/11/2017 12:29:00 PM,1,1.1,1,N,79,211,1,7.5,0,0.5,1,0,0.3,9.3
31605883,2,04/18/2017 11:43:44 AM,04/18/2017 12:33:04 PM,2,24.61,1,N,132,132,2,66.5,0,0.5,0,0,0.3,67.3
105747827,1,12/13/2017 9:28:21 PM,12/13/2017 9:37:51 PM,1,1.5,1,N,90,48,2,8.5,0.5,0.5,0,0,0.3,9.8
99360593,2,11/23/2017 12:21:44 PM,11/23/2017 12:29:13 PM,5,2.3,1,N,263,233,1,9,0,0.5,1.96,0,0.3,11.76
25629890,2,03/29/2017 5:58:24 AM,03/29/2017 6:09:21 AM,1,3.64,1,N,100,75,1,12.5,0.5,0.5,2,0,0.3,15.8
59670320,2,07/13/2017 4:44:49 PM,07/13/2017 4:49:28 PM,1,0.66,1,N,161,237,2,5,1,0.5,0,0,0.3,6.8
69784593,2,08/18/2017 7:19:59 AM,08/18/2017 7:27:59 AM,2,0.96,1,N,231,13,1,7,0,0.5,1.95,0,0.3,9.75
99072688,1,11/22/2017 10:55:27 AM,11/22/2017 11:02:43 AM,1,0.8,1,N,161,233,1,6.5,0,0.5,1,0,0.3,8.3
25875771,2,03/30/2017 8:13:08 PM,03/30/2017 8:23:52 PM,1,1.2,1,N,234,68,1,8.5,0.5,0.5,1.96,0,0.3,11.76
62735335,2,07/24/2017 1:15:28 AM,07/24/2017 1:27:34 AM,6,3.17,1,N,249,48,2,11.5,0.5,0.5,0,0,0.3,12.8
65781173,2,08/03/2017 3:23:36 PM,08/03/2017 3:35:04 PM,1,1.43,1,N,107,162,1,9,0,0.5,1.96,0,0.3,11.76
45301981,1,05/26/2017 3:54:42 PM,05/26/2017 4:00:49 PM,1,0.3,1,N,231,231,1,5.5,1,0.5,1,0,0.3,8.3
48924364,1,06/06/2017 9:17:49 PM,06/06/2017 9:29:54 PM,1,1.6,1,N,162,50,1,9.5,0.5,0.5,1.62,0,0.3,12.42
46841305,1,06/29/2017 4:48:10 PM,06/29/2017 4:52:54 PM,1,0.6,1,N,140,141,2,5,1,0.5,0,0,0.3,6.8
